Distance	TempMeanPressure	TempMeanVoidFraction	TempMeanVelocity
0.189558238	21532.51367	0.354620337	0.260493875
0.192771092	21050.98242	0.411710531	0.229591981
0.195983946	21050.98242	0.411710531	0.229591981
0.199196786	21050.98242	0.411710531	0.229591981
0.202409625	20624.42969	0.416673034	0.228399426
0.205622479	20624.42969	0.416673034	0.228399426
0.208835348	20624.42969	0.416673034	0.228399426
0.212048203	20157.27344	0.38937062	0.249775097
0.215261027	20157.27344	0.38937062	0.249775097
0.218473896	20157.27344	0.38937062	0.249775097
0.221686751	19659.71289	0.38937062	0.253403902
0.224899605	19659.71289	0.38937062	0.253403902
0.228112459	19659.71289	0.38937062	0.253403902
0.231325299	19181.24805	0.38428539	0.251336277
0.234538153	19181.24805	0.38428539	0.251336277
0.237751007	19181.24805	0.38428539	0.251336277
0.240963861	18713.28125	0.396936864	0.234323636
0.244176731	18713.28125	0.396936864	0.234323636
0.247389555	18713.28125	0.396936864	0.234323636
0.250602424	18249.19141	0.374483168	0.244986787
0.253815264	18249.19141	0.374483168	0.244986787
0.257028103	18249.19141	0.374483168	0.244986787
0.260240972	18249.19141	0.374483168	0.244986787
0.263453811	17774.91992	0.371995777	0.249556229
0.266666681	17774.91992	0.371995777	0.249556229
0.26987952	17774.91992	0.371995777	0.249556229
0.273092389	17290.64648	0.409226447	0.229654476
0.276305228	17290.64648	0.409226447	0.229654476
0.279518068	17290.64648	0.409226447	0.229654476
0.282730937	16820.14648	0.374474823	0.250224888
0.285943776	16820.14648	0.374474823	0.250224888
0.289156646	16820.14648	0.374474823	0.250224888
0.292369485	16346.83496	0.381922334	0.24200511
0.295582324	16346.83496	0.381922334	0.24200511
0.298795193	16346.83496	0.381922334	0.24200511
0.302008033	15886.44141	0.394334078	0.238023251
0.305220902	15886.44141	0.394334078	0.238023251
0.308433741	15886.44141	0.394334078	0.238023251
0.311646581	15412.375	0.376959085	0.259233266
0.31485945	15412.375	0.376959085	0.259233266
0.318072289	15412.375	0.376959085	0.259233266
0.321285158	14936.46484	0.411710531	0.241872981
0.324497998	14936.46484	0.411710531	0.241872981
0.327710837	14936.46484	0.411710531	0.241872981
0.330923706	14492.1084	0.404262394	0.24838917
0.334136546	14492.1084	0.404262394	0.24838917
0.337349415	14492.1084	0.404262394	0.24838917
0.340562254	14043.28906	0.414190739	0.241971046
0.343775094	14043.28906	0.414190739	0.241971046
0.346987963	14043.28906	0.414190739	0.241971046
0.350200802	14043.28906	0.414190739	0.241971046
0.353413671	13588.28027	0.391851455	0.24987714
0.356626511	13588.28027	0.391851455	0.24987714
0.35983938	13588.28027	0.391851455	0.24987714
0.363052219	13123.95508	0.406747073	0.228443354
0.366265059	13123.95508	0.406747073	0.228443354
0.369477928	13123.95508	0.406747073	0.228443354
0.372690767	12662.4248	0.352135509	0.249682367
0.375903636	12662.4248	0.352135509	0.249682367
0.379116476	12662.4248	0.352135509	0.249682367
0.382329315	12162.93848	0.359582484	0.23679553
0.385542184	12162.93848	0.359582484	0.23679553
0.388755023	12162.93848	0.359582484	0.23679553
0.391967893	11672.01953	0.369511396	0.230863109
0.395180732	11672.01953	0.369511396	0.230863109
0.398393571	11672.01953	0.369511396	0.230863109
0.401606411	11209.09668	0.379439682	0.234282121
0.40481925	11209.09668	0.379439682	0.234282121
0.408032149	11209.09668	0.379439682	0.234282121
0.411244959	10757.38965	0.384406537	0.241665885
0.414457798	10757.38965	0.384406537	0.241665885
0.417670697	10757.38965	0.384406537	0.241665885
0.420883507	10293.41504	0.41172716	0.228844851
0.424096406	10293.41504	0.41172716	0.228844851
0.427309245	10293.41504	0.41172716	0.228844851
0.430522054	9836.109375	0.389362276	0.244082525
0.433734953	9836.109375	0.389362276	0.244082525
0.436947793	9836.109375	0.389362276	0.244082525
0.440160662	9836.109375	0.389362276	0.244082525
0.443373501	9359.151367	0.374491483	0.254848421
0.446586341	9359.151367	0.374491483	0.254848421
0.44979921	9359.151367	0.374491483	0.254848421
0.453012049	8879.024414	0.379439682	0.245541289
0.456224918	8879.024414	0.379439682	0.245541289
0.459437758	8879.024414	0.379439682	0.245541289
0.462650597	8407.063477	0.396815896	0.228354707
0.465863466	8407.063477	0.396815896	0.228354707
0.469076306	8407.063477	0.396815896	0.228354707
0.472289175	7943.853516	0.367028683	0.245590791
0.475502014	7943.853516	0.367028683	0.245590791
0.478714913	7943.853516	0.367028683	0.245590791
0.481927723	7473.118164	0.384406537	0.23621279
0.485140562	7473.118164	0.384406537	0.23621279
0.488353461	7473.118164	0.384406537	0.23621279
0.491566271	7000.570801	0.376959085	0.25026685
0.49477911	7000.570801	0.376959085	0.25026685
0.497992009	7000.570801	0.376959085	0.25026685
0.501204848	6520.375	0.38937062	0.257895499
0.504417658	6520.375	0.38937062	0.257895499
0.507630527	6520.375	0.38937062	0.257895499
0.510843396	6062.739258	0.453908026	0.226960823
0.514056206	6062.739258	0.453908026	0.226960823
0.517269075	6062.739258	0.453908026	0.226960823
0.520481944	6062.739258	0.453908026	0.226960823
0.523694813	5620.842285	0.376131386	0.273038089
0.526907623	5620.842285	0.376131386	0.273038089
0.530120492	5620.842285	0.376131386	0.273038089
0.533333361	5145.909668	0.431569666	0.233567655
0.536546171	5145.909668	0.431569666	0.233567655
0.53975904	5145.909668	0.431569666	0.233567655
0.542971909	4685.325684	0.362684101	0.273928553
0.546184778	4685.325684	0.362684101	0.273928553
0.549397588	4685.325684	0.362684101	0.273928553
0.552610457	4191.01416	0.429912537	0.230585888
0.555823326	4191.01416	0.429912537	0.230585888
0.559036136	4191.01416	0.429912537	0.230585888
0.562249005	3752.562012	0.376131386	0.26275605
0.565461874	3752.562012	0.376131386	0.26275605
0.568674684	3752.562012	0.376131386	0.26275605
0.571887553	3271.624023	0.413777679	0.239191696
0.575100422	3271.624023	0.413777679	0.239191696
0.578313291	3271.624023	0.413777679	0.239191696
0.581526101	2800.291016	0.373442203	0.263625473
0.58473897	2800.291016	0.373442203	0.263625473
0.587951839	2800.291016	0.373442203	0.263625473
0.591164649	2334.940186	0.408400357	0.24046956
0.594377518	2334.940186	0.408400357	0.24046956
0.597590387	2334.940186	0.408400357	0.24046956
0.600803196	1894.382935	0.389575809	0.25282827
0.604016066	1894.382935	0.389575809	0.25282827
0.607228935	1894.382935	0.389575809	0.25282827
0.610441804	1894.382935	0.389575809	0.25282827
0.613654613	1425.619507	0.413777679	0.246304825
0.616867483	1425.619507	0.413777679	0.246304825
0.620080352	1425.619507	0.413777679	0.246304825
0.623293161	928.3924561	0.354620337	0.30935955
0.626506031	928.3924561	0.354620337	0.30935955
0.6297189	928.3924561	0.354620337	0.30935955
0.632931769	408.2145386	0.439900994	0.241576672
0.636144578	408.2145386	0.439900994	0.241576672
0.639357448	408.2145386	0.439900994	0.241576672
0.642570317	112.9393539	0.496108472	0.161838621
0.645783126	112.9393539	0.496108472	0.161838621
0.648995996	112.9393539	0.496108472	0.161838621
0.652208865	20.76529884	0.915606499	0.064559892
0.655421674	20.76529884	0.915606499	0.064559892
0.658634543	20.76529884	0.915606499	0.064559892
0.661847413	14.56390953	1.000003576	0.057989068
0.665060282	14.56390953	1.000003576	0.057989068
0.668273091	14.56390953	1.000003576	0.057989068
0.67148596	9.77451992	1.000003576	0.06739407
0.67469883	9.77451992	1.000003576	0.06739407
0.677911639	9.77451992	1.000003576	0.06739407
0.681124508	5.396893978	1.000003576	0.081363983
0.684337378	5.396893978	1.000003576	0.081363983
0.687550187	5.396893978	1.000003576	0.081363983
0.690763056	2.459542751	1.000003576	0.093916856
0.693975925	2.459542751	1.000003576	0.093916856
0.697188795	2.459542751	1.000003576	0.093916856
0.700401604	2.459542751	1.000003576	0.093916856
0.703614473	0.881320655	1.000003576	0.102530122
0.706827343	0.881320655	1.000003576	0.102530122
0.710040152	0.881320655	1.000003576	0.102530122
0.713253021	0.178840637	1.000003576	0.107064873
0.71646589	0.178840637	1.000003576	0.107064873
0.71967876	0.178840637	1.000003576	0.107064873
0.722891569	-0.078220055	1.000003576	0.108719446
0.726104438	-0.078220055	1.000003576	0.108719446
0.729317307	-0.078220055	1.000003576	0.108719446
0.732530117	-0.143952906	1.000003576	0.109066613
0.735742986	-0.143952906	1.000003576	0.109066613
0.738955855	-0.143952906	1.000003576	0.109066613
0.742168665	-0.142415971	1.000003576	0.109079994
0.745381534	-0.142415971	1.000003576	0.109079994
0.748594403	-0.142415971	1.000003576	0.109079994
0.751807272	-0.118907124	1.000003576	0.109031595
0.755020082	-0.118907124	1.000003576	0.109031595
0.758232951	-0.118907124	1.000003576	0.109031595
0.76144582	-0.090287514	1.000003576	0.108979568
0.76465863	-0.090287514	1.000003576	0.108979568
0.767871499	-0.090287514	1.000003576	0.108979568
0.771084368	-0.062042717	1.000003576	0.108937442
0.774297178	-0.062042717	1.000003576	0.108937442
0.777510047	-0.062042717	1.000003576	0.108937442
0.780722916	-0.035696823	1.000003576	0.108908378
0.783935785	-0.035696823	1.000003576	0.108908378
0.787148595	-0.035696823	1.000003576	0.108908378
0.790361464	-0.035696823	1.000003576	0.108908378
0.793574333	-0.011634575	1.000003576	0.108893313
0.796787143	-0.011634575	1.000003576	0.108893313
0.800000012	-0.011634575	1.000003576	0.108893313
