date [s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
8.47,-0.244805,0.194606,0.769278,0.672318,0.0373744
8.48,-0.26513,0.136808,0.586423,0.653881,-0.0348731
8.49,-0.278779,0.0950955,0.58041,0.459005,-0.0846408
8.5,-0.311415,0.0509141,0.605008,0.39124,-0.0523003
8.51,-0.366282,5.89281e-06,0.623725,0.368968,-0.0357771
8.52,-0.413207,-0.0479893,0.599946,0.474651,-0.0507059
8.53,-0.455492,-0.116747,0.490467,0.622925,-0.101402
8.54,-0.503406,-0.161918,0.456214,0.662756,-0.110089
8.55,-0.533006,-0.203435,0.411013,0.719008,-0.113316
8.56,-0.555471,-0.214442,0.349011,0.824302,-0.171962
8.57,-0.537175,-0.216381,0.319429,0.797746,-0.232519
8.58,-0.535413,-0.192809,0.291781,0.846476,-0.257384
8.59,-0.503634,-0.131716,0.277498,0.791234,-0.271773
8.6,-0.466818,-0.033326,0.321058,0.834322,-0.324722
8.61,-0.424031,0.10578,0.375723,0.958887,-0.291187
8.62,-0.407464,0.272954,0.537608,1.14251,-0.249797
8.63,-0.393716,0.482451,0.772929,1.27779,-0.21061
8.64,-0.321475,0.671652,1.07578,1.1917,-0.0357239
8.65,-0.267664,0.846275,1.47879,1.25509,0.0517986
8.66,-0.290168,0.777942,1.31163,0.921601,0.0616049
8.67,-0.376092,0.551722,1.14174,0.799487,0.0439662
8.68,-0.472247,0.415601,1.03618,0.635301,0.0147815
8.69,-0.606554,0.283397,0.944411,0.581112,-0.0108073
8.7,-0.735252,0.115605,1.01337,0.529923,-0.0369517
8.71,-0.848042,-0.0403389,1.04096,0.479059,-0.076827
8.72,-0.914253,-0.16502,0.921421,0.482731,-0.0911668
8.73,-0.973364,-0.196891,0.978276,0.487195,-0.0949606
8.74,-0.881305,-0.129269,1.07469,0.530989,-0.0701779
8.75,-0.731302,-0.0121538,1.04186,0.506033,-0.0603487
8.76,-0.549453,0.0194529,0.910839,0.475434,-0.0652669
8.77,-0.409234,0.0963727,0.857508,0.46283,-0.0707856
8.78,-0.28638,0.252015,0.957161,0.502793,-0.0572883
8.79,-0.0839982,0.472569,1.2237,0.687374,0.0111577
8.8,0.146401,0.862523,1.60349,1.17186,0.14711
8.81,0.407017,1.26175,1.99587,1.24705,0.272459
8.82,0.589081,1.43034,1.47989,0.896914,0.327543
8.83,0.623883,1.24582,1.15248,0.656164,0.336665
8.84,0.510523,1.06459,0.978803,0.500099,0.290179
8.85,0.377212,0.875885,0.796124,0.387776,0.255849
8.86,0.253968,0.753276,0.650134,0.283307,0.191149
8.87,0.130298,0.605696,0.617943,0.216869,0.111394
8.88,0.0288658,0.449529,0.483963,0.140525,0.0524803
8.89,-0.0623724,0.362099,0.464803,0.0775241,-0.0155034
8.9,-0.143853,0.309636,0.369821,0.00959311,-0.0790636
8.91,-0.208455,0.270013,0.259421,-0.041511,-0.133055
8.92,-0.25455,0.222096,0.253501,-0.0839834,-0.194349
8.93,-0.305408,0.167388,0.253934,-0.11331,-0.242555
8.94,-0.348034,0.0779855,0.326618,-0.136503,-0.287914
8.95,-0.383439,0.0836958,0.0482255,-0.144107,-0.325005
8.96,-0.389085,0.152758,0.000662408,-0.116657,-0.361801
8.97,-0.376258,0.179452,0.057795,-0.0600597,-0.383349
8.98,-0.318025,0.356167,0.204515,0.00813012,-0.3689
8.99,-0.165068,0.628228,0.417826,0.0917936,-0.317891
9,0.0628843,0.82672,0.686092,0.163323,-0.219046
9.01,0.294843,0.705749,0.692585,0.183627,-0.175912
9.02,0.33626,0.417725,0,0.189986,-0.137663
9.03,0.216053,0.0147284,0,0.158096,-0.14671
9.04,0.0856428,0,0,0.110059,-0.18048
9.05,0.0198597,0,0,0.0777142,-0.237557
9.06,-0.0151304,0,0.618832,0.341335,-0.251442
9.07,0.0212297,0,0.990838,0.758929,-0.218632
9.08,0.241226,1.38287,1.3814,1.0207,-0.192127
9.09,0.351037,1.40637,1.6653,1.12825,-0.174897
9.1,0.365845,1.35382,1.64973,0.948047,-0.191384
9.11,0.224689,1.1941,1.1589,0.807623,-0.215579
9.12,0.099631,1.01319,1.072,0.683639,-0.258569
9.13,-0.00920718,0.85374,0.880873,0.728516,-0.293801
9.14,-0.0766526,0.690232,0.892868,0.717909,-0.324868
9.15,-0.171413,0.454039,0.779036,0.702044,-0.379941
9.16,-0.251329,0.262618,0.690252,0.686105,-0.444831
9.17,-0.330079,0.161449,0.581045,0.59142,-0.544115
9.18,-0.412583,0.00734986,0.483987,0.570349,-0.636811
9.19,-0.49019,-0.015479,0.472796,0.486208,-0.77146
9.2,-0.572441,-0.0962614,0.426582,0.421615,-0.880805
9.21,-0.64033,-0.141749,0.407389,0.405081,-1.02358
9.22,-0.707633,-0.168794,0.452657,0.38889,-1.10477
9.23,-0.772057,-0.214331,0.462607,0.377833,-1.10256
9.24,-0.797002,-0.282174,0.488301,0.351968,-1.1005
9.25,-0.748989,-0.276625,0.561283,0.267858,-0.961769
9.26,-0.61251,-0.162192,0.741454,0.549952,-0.831504
9.27,-0.381791,0.143639,1.22826,0.922415,-0.643902
9.28,-0.157827,0.521391,1.63137,1.28191,-0.314213
9.29,0.0666809,0.869889,1.77538,1.48912,0.00586791
9.3,0.201014,1.06752,1.7679,1.39396,0.23142
9.31,0.234942,1.12604,1.6941,1.2669,0.331492
9.32,0.238016,1.03591,1.53912,1.17211,0.283875
9.33,0.200859,0.951122,1.18617,1.01513,0.234618
9.34,0.147026,0.797245,0.926969,0.842167,0.185574
9.35,0.0868059,0.634366,0.774157,0.712407,0.13379
9.36,0.0250336,0.48999,0.641742,0.600149,0.0663864
9.37,-0.0164431,0.381603,0.539322,0.478922,0.0235251
9.38,-0.0654069,0.313603,0.46365,0.395418,-0.0127712
9.39,-0.10285,0.219457,0.407635,0.306551,-0.0485418
9.4,-0.142166,0.168421,0.324439,0.236993,-0.0867071
9.41,-0.173282,0.123521,0.225771,0.1735,-0.120081
9.42,-0.205457,0.0870271,0.148128,0.11696,-0.152251
9.43,-0.23148,0.0576851,0.146664,0.0793991,-0.182316
9.44,-0.259443,0.0182649,0.125294,0.0323816,-0.204645
9.45,-0.284852,-0.0042346,0.146607,0.0171174,-0.215469
9.46,-0.299559,-0.0275947,0.133462,-0.0117215,-0.232961
9.47,-0.343022,-0.0389417,0.17694,-0.035873,-0.243886
9.48,-0.38842,-0.0359479,0.212104,-0.0475925,-0.259075
9.49,-0.424593,-0.0724469,0.303431,-0.06667,-0.279375
9.5,-0.47389,-0.0871789,0.33928,-0.0681922,-0.302361
9.51,-0.490456,-0.105855,0.384895,-0.068343,-0.345243
9.52,-0.492152,-0.135032,0.426334,-0.0809696,-0.388244
9.53,-0.429338,-0.123348,0.450701,-0.104587,-0.41437
9.54,-0.35407,-0.111373,0.504047,-0.0949163,-0.423567
9.55,-0.235273,-0.028469,0.712264,-0.044239,-0.325945
9.56,-0.0288416,0.289718,0.998426,0.145036,-0.165679
9.57,0.199444,0.578567,1.21724,0.375131,0.00446133
9.58,0.381184,0.813505,1.33117,0.591869,0.155992
9.59,0.536194,0.995002,1.31955,0.647299,0.251425
9.6,0.619787,1.06704,1.10199,0.655299,0.283735
9.61,0.519338,0.958639,0.909301,0.651892,0.197751
9.62,0.337387,0.798525,0.783133,0.597105,0.159428
9.63,0.204402,0.629603,0.682999,0.512863,0.119257
9.64,0.0938143,0.492768,0.537219,0.42957,0.0580792
9.65,-0.00508786,0.454298,0.401155,0.371335,-0.0148048
9.66,-0.125216,0.328689,0.281447,0.311087,-0.0985228
9.67,-0.219672,0.173993,0.202023,0.256217,-0.181405
9.68,-0.320019,0.197103,0.102645,0.173777,-0.274908
9.69,-0.419745,0.0954324,0.0672526,0.115715,-0.381064
9.7,-0.523759,0.0122308,0.0177565,0.0447805,-0.48161
9.71,-0.621145,-0.10058,-0.0380747,-0.0583508,-0.607954
9.72,-0.734465,-0.145611,-0.0723654,-0.138672,-0.716809
9.73,-0.862172,-0.197373,-0.124404,-0.203669,-0.841371
9.74,-0.976613,-0.273543,-0.109226,-0.267842,-0.970297
9.75,-1.1018,-0.322622,-0.137729,-0.333918,-1.11378
9.76,-1.22444,-0.349486,-0.0936212,-0.37247,-1.25881
9.77,-1.34048,-0.401971,-0.100942,-0.443211,-1.35916
9.78,-1.39622,-0.45704,-0.0919049,-0.483666,-1.38573
9.79,-1.41703,-0.468747,0.0124498,-0.535886,-1.4054
9.8,-1.35144,-0.48873,-0.0212082,-0.493799,-1.42295
9.81,-1.37314,-0.485141,0.118184,-0.410777,-1.32885
9.82,-1.24095,-0.0626213,1.0166,0.0402307,-1.27789
9.83,-0.997147,0.503889,1.27629,0.869945,-1.13784
9.84,-0.707831,0.874722,1.47719,1.48981,-0.976117
9.85,-0.545555,1.1451,1.53591,1.79182,-0.780129
9.86,-0.466236,1.26106,1.45086,1.58572,-0.694474
9.87,-0.472883,1.2222,1.35579,1.34616,-0.533386
9.88,-0.593812,0.867547,1.16355,1.1433,-0.510771
9.89,-0.729945,0.541625,0.902174,0.962891,-0.52728
9.9,-0.855209,0.348,0.718851,0.736351,-0.582838
9.91,-1.01557,0.251342,0.597244,0.545287,-0.749366
9.92,-1.12623,0.132366,0.524122,0.396383,-0.898826
9.93,-1.21514,0.159624,0.43712,0.22221,-1.06937
9.94,-1.23125,0.0735783,0.42361,0.13094,-1.20857
9.95,-1.23167,0.0194358,0.355074,0.0445675,-1.38355
9.96,-1.27157,-0.0135263,0.30771,-0.031005,-1.45739
9.97,-1.34014,0.10365,0.248804,-0.08809,-1.4847
9.98,-1.34325,0.0363221,0.20067,-0.139677,-1.49157
9.99,-1.38803,0.093493,0.142159,-0.19719,-1.46553
10,-1.39873,0.105242,0.120049,-0.211052,-1.34019
