date [s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Average of Translational Z-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
1.12,-0.0776431,0.423573,0.296542,0.40928,-0.170952
1.13,-0.172531,0.272424,0.148042,0.247112,-0.260147
1.14,-0.25009,0.143485,0.0301805,0.113043,-0.353863
1.15,-0.350546,0.073033,-0.0591189,-0.0014391,-0.454281
1.16,-0.448975,-0.0405836,-0.136897,-0.0559834,-0.563126
1.17,-0.550524,-0.134956,-0.189345,-0.144061,-0.64184
1.18,-0.653314,-0.229906,-0.220369,-0.191656,-0.67261
1.19,-0.722839,-0.271614,-0.264459,-0.274357,-0.669339
1.2,-0.76401,-0.349775,-0.291966,-0.33225,-0.68093
1.21,-0.727197,-0.406343,-0.312616,-0.359684,-0.681605
1.22,-0.697808,-0.462724,-0.299841,-0.35151,-0.67506
1.23,-0.66623,-0.472562,-0.310988,-0.297153,-0.652796
1.24,-0.625601,-0.40125,-0.178658,-0.285517,-0.636815
1.25,-0.605786,0.0132805,0.88916,0.106823,-0.598938
1.26,-0.569984,0.415464,1.10836,0.433334,-0.602048
1.27,-0.52697,0.561267,1.23763,0.677802,-0.582433
1.28,-0.485451,0.644095,1.29544,0.808604,-0.548029
1.29,-0.47765,0.626124,1.27671,0.895594,-0.526386
1.3,-0.463892,0.536618,1.19319,0.830041,-0.510796
1.31,-0.454349,0.472845,1.13134,0.72727,-0.502051
1.32,-0.497581,0.390648,1.12395,0.745137,-0.498441
1.33,-0.476676,0.334772,1.16428,0.726075,-0.502612
1.34,-0.481516,0.292883,1.18014,0.702709,-0.496084
1.35,-0.500632,0.233476,1.1366,0.698886,-0.474153
1.36,-0.515501,0.180824,1.08159,0.64261,-0.480234
1.37,-0.553014,0.158627,1.08834,0.626297,-0.501839
1.38,-0.602529,0.125123,1.10731,0.628414,-0.48902
1.39,-0.601813,0.157104,1.1374,0.64221,-0.470644
1.4,-0.628231,0.180755,1.14952,0.63551,-0.443678
1.41,-0.616925,0.19971,1.17313,0.633555,-0.467781
1.42,-0.563807,0.250893,1.16022,0.651974,-0.480488
1.43,-0.54988,0.277981,1.1953,0.70528,-0.434793
1.44,-0.506856,0.343754,1.22884,0.750257,-0.424567
1.45,-0.500601,0.419569,1.27907,0.8133,-0.416957
1.46,-0.425732,0.481597,1.29405,0.862824,-0.409031
1.47,-0.38001,0.527313,1.25375,0.930738,-0.380253
1.48,-0.319675,0.56215,1.22985,0.964077,-0.357745
1.49,-0.327168,0.573987,1.22246,0.964191,-0.348646
1.5,-0.27973,0.599521,1.24023,0.963553,-0.378559
1.51,-0.250885,0.614615,1.22261,0.89954,-0.448327
1.52,-0.250223,0.609153,1.13673,0.846929,-0.548409
1.53,-0.217473,0.608894,1.0179,0.791144,-0.593724
1.54,-0.192325,0.564549,0.923623,0.716692,-0.683581
1.55,-0.202763,0.545844,0.88457,0.652383,-0.763206
1.56,-0.281796,0.507601,0.859886,0.58638,-0.832613
1.57,-0.307852,0.464723,0.758535,0.521142,-0.952271
1.58,-0.358971,0.425814,0.663231,0.49316,-1.0658
1.59,-0.397529,0.381467,0.603023,0.459929,-1.20587
1.6,-0.424173,0.342921,0.582806,0.424288,-1.24288
1.61,-0.459779,0.308924,0.526473,0.395344,-1.25931
1.62,-0.482163,0.290231,0.522297,0.351963,-1.18425
1.63,-0.530139,0.309926,0.533674,0.338371,-1.1503
1.64,-0.520586,0.339554,0.571551,0.349801,-1.07947
1.65,-0.523943,0.402872,0.618006,0.413155,-1.09454
1.66,-0.475609,0.480451,0.652502,0.490853,-1.08674
1.67,-0.418626,0.575339,0.73798,0.554258,-0.959706
1.68,-0.326907,0.660484,0.788983,0.596516,-0.716608
1.69,-0.178846,0.7104,0.778473,0.598252,-0.591431
1.7,-0.0273932,0.763083,0.71183,0.551248,-0.414378
1.71,0.0552257,0.775222,0.613145,0.537126,-0.278236
1.72,0.0805935,0.773469,0.578669,0.508916,-0.227117
1.73,-0.0335323,0.770482,0.594652,0.482951,-0.18931
1.74,-0.123476,0.782443,0.577082,0.46523,-0.183736
1.75,-0.2128,0.677953,0.562664,0.4436,-0.185736
1.76,-0.303462,0.472613,0.522241,0.439082,-0.207373
1.77,-0.405723,0.451405,0.461071,0.421361,-0.205151
1.78,-0.450595,0.393177,0.398495,0.413399,-0.227367
1.79,-0.495797,0.296515,0.327543,0.373477,-0.240092
1.8,-0.549543,0.193768,0.242855,0.311511,-0.247399
1.81,-0.580455,0.156138,0.179529,0.268461,-0.279735
1.82,-0.600054,0.077076,0.220072,0.245023,-0.312954
1.83,-0.645794,0.0361037,0.217417,0.214584,-0.36699
1.84,-0.673156,-0.0225657,0.187709,0.207524,-0.430269
1.85,-0.695152,-0.0460281,0.129639,0.231701,-0.508332
1.86,-0.735284,-0.122645,0.129321,0.26972,-0.574875
1.87,-0.75077,-0.120771,0.155862,0.363283,-0.602404
1.88,-0.754506,-0.143491,0.296689,0.490304,-0.622207
1.89,-0.728411,0.54586,0.505773,0.604569,-0.650959
1.9,-0.710731,0.915594,0.560196,0.581776,-0.691436
1.91,-0.677094,0.934912,0.561511,0.492991,-0.735079
1.92,-0.666568,0.849756,0.531449,0.506922,-0.784169
1.93,-0.664019,0.815718,0.532134,0.481036,-0.835234
1.94,-0.676491,0.763958,0.547245,0.544989,-0.886496
1.95,-0.708128,0.585569,0.557757,0.487902,-0.900005
1.96,-0.738585,0.427322,0.555272,0.456525,-0.912085
1.97,-0.783738,0.360922,0.510419,0.47961,-0.938657
1.98,-0.800889,0.310369,0.517045,0.484706,-0.971355
1.99,-0.83901,0.310452,0.63958,0.478573,-1.00565
2,-0.866331,0.285008,0.777189,0.439685,-1.01436
2.01,-0.877315,0.602557,0.9763,0.160875,-0.997388
2.02,-0.840136,0.956872,1.12895,-0.282801,-0.978944
2.03,-0.795564,1.10248,0.941679,-0.461954,-0.961687
2.04,-0.765774,1.09009,0.666621,-0.576468,-0.940265
2.05,-0.770749,1.05489,0.696539,-0.586534,-0.904919
2.06,-0.781649,1.06887,0.840432,-0.604625,-0.803288
2.07,-0.78335,1.14203,1.03401,-0.562652,-0.700079
2.08,-0.783566,0.951397,1.27594,-0.486032,-0.587702
2.09,-0.771896,0.844753,1.353,-0.344529,-0.480703
2.1,-0.766922,0.932301,1.36882,-0.194035,-0.360752
2.11,-0.703597,1.25189,1.33811,-0.0499977,-0.25678
2.12,-0.590917,1.50692,1.16892,0.10789,-0.165629
2.13,-0.479051,1.47657,1.02919,0.239714,-0.0817598
2.14,-0.330421,1.34691,0.99177,0.37557,0.00319245
2.15,-0.253505,1.22707,1.0094,0.49087,0.0680151
2.16,-0.259657,1.05492,0.978262,0.56282,0.128485
2.17,-0.251803,0.907646,0.952147,0.617563,0.174365
2.18,-0.244481,0.774122,0.948343,0.632841,0.227746
2.19,-0.283545,0.615049,0.911792,0.64635,0.205067
2.2,-0.282235,0.520907,0.68287,0.606553,0.176939
2.21,-0.322177,0.45748,0.596614,0.531505,0.120284
2.22,-0.362233,0.432245,0.560123,0.441246,0.0614605
2.23,-0.415888,0.403542,0.577295,0.330648,-0.00982245
2.24,-0.455546,0.335236,0.565444,0.261408,-0.0698019
2.25,-0.490214,0.284074,0.549581,0.196854,-0.121855
2.26,-0.522268,0.128893,0.500521,0.108522,-0.181833
2.27,-0.538477,0.0289646,0.401591,0.0884097,-0.240375
2.28,-0.565565,-0.085589,0.297528,0.122645,-0.302037
2.29,-0.586783,-0.146097,0.216112,0.0683583,-0.354688
2.3,-0.596681,-0.232311,0.178415,0.0588583,-0.414532
2.31,-0.630734,-0.259362,0.160063,0.067897,-0.506573
2.32,-0.659233,-0.319482,0.119314,0.0387129,-0.596203
2.33,-0.685497,-0.361869,0.115067,0.0711104,-0.699069
2.34,-0.715921,-0.374188,0.135542,0.109936,-0.802502
2.35,-0.751121,-0.165138,0.317055,0.140614,-0.883497
2.36,-0.75844,0.103499,0.452594,0.211224,-0.904924
2.37,-0.800712,0.232331,0.60406,0.276202,-0.977842
2.38,-0.815176,0.237905,0.81334,0.345688,-0.982994
2.39,-0.833432,0.208236,1.07363,0.319053,-0.963678
2.4,-0.848141,-0.0462195,1.20069,0.310367,-0.771378
2.41,-0.853402,-0.276184,0.793764,0.233879,-0.633807
2.42,-0.828079,-0.408749,0.587295,0.195236,-0.519183
2.43,-0.750372,-0.485716,0.653706,0.219485,-0.472227
2.44,-0.68343,-0.531032,0.758854,0.391861,-0.407148
2.45,-0.60656,-0.469844,1.21733,0.630217,-0.338278
2.46,-0.485687,-0.379536,1.61661,0.957072,-0.220374
2.47,-0.341725,-0.106783,1.7268,1.27031,-0.112278
2.48,-0.286313,-0.00291583,1.42732,1.13578,-0.0444429
2.49,-0.211703,0.0410379,1.48294,1.25175,-0.0334233
2.5,-0.151483,0.153885,1.34804,1.53286,-0.0219697
2.51,-0.0994371,0.270886,1.28329,1.39665,-0.0129157
2.52,-0.068215,0.361518,1.27973,1.22892,-0.00850325
2.53,-0.0562516,0.449066,1.2187,1.02235,0.0139954
2.54,-0.045316,0.501325,1.14217,0.818741,0.0340364
2.55,-0.0158087,0.527281,1.11566,0.748503,0.0152774
2.56,-0.000707218,0.520262,1.15486,0.634769,0.00251475
2.57,0.00252366,0.519648,1.13585,0.483074,-0.0165112
2.58,-0.0440354,0.504096,0.979252,0.444269,-0.0450112
2.59,-0.0787272,0.464543,0.802949,0.405414,-0.0668399
2.6,-0.114631,0.426564,0.737569,0.389012,-0.0975101
2.61,-0.127376,0.392721,0.727397,0.411344,-0.129257
2.62,-0.138089,0.3875,0.669292,0.433864,-0.160124
2.63,-0.154026,0.377112,0.694588,0.465461,-0.19994
2.64,-0.162708,0.382643,0.779264,0.429537,-0.238972
2.65,-0.161922,0.34956,0.690122,0.257483,-0.277171
2.66,-0.134281,0.368584,0.595428,0.131027,-0.316364
2.67,-0.156462,0.377371,0.465212,0.0294057,-0.360662
2.68,-0.158617,0.377525,0.350461,-0.0333683,-0.389783
2.69,-0.217955,0.394163,0.347528,-0.0371172,-0.397618
2.7,-0.277535,0.454694,0.456762,0.13313,-0.415332
2.71,-0.317612,0.560004,0.850295,0.205763,-0.444537
2.72,-0.325411,0.706456,1.15582,0.168376,-0.451978
2.73,-0.33576,0.823932,1.27202,0.106665,-0.48927
2.74,-0.280571,0.873027,1.15149,0.0600429,-0.524731
2.75,-0.262609,0.811928,1.13755,-0.0965684,-0.550853
2.76,-0.268758,0.734599,1.11907,-0.188727,-0.5921
2.77,-0.355561,0.680003,1.08937,-0.249176,-0.612952
2.78,-0.381192,0.650189,0.927783,-0.297564,-0.650271
2.79,-0.368782,0.732616,0.923224,-0.271819,-0.628319
2.8,-0.341868,0.968069,1.13006,-0.145373,-0.593627
2.81,-0.151543,1.29761,1.39384,0.0430397,-0.500764
2.82,-0.0121658,1.53323,1.5574,0.305858,-0.385655
2.83,-0.105071,1.31672,1.50293,0.502168,-0.277944
2.84,-0.235939,1.059,1.38835,0.644643,-0.208222
2.85,-0.306536,1.01468,1.2949,0.667893,-0.140951
2.86,-0.345693,0.948549,1.2296,0.63248,-0.127096
2.87,-0.4201,0.863265,1.17466,0.589413,-0.181705
2.88,-0.429204,0.704621,1.00463,0.510702,-0.24375
2.89,-0.451589,0.555114,0.836962,0.450785,-0.366435
2.9,-0.506664,0.455746,0.803605,0.365727,-0.452431
2.91,-0.478212,0.379723,0.691112,0.269782,-0.576408
2.92,-0.492723,0.296638,0.602997,0.175404,-0.727284
2.93,-0.535661,0.270024,0.637824,0.0952627,-0.789375
2.94,-0.57232,0.204562,0.551934,0.0470811,-0.901389
2.95,-0.654355,0.194109,0.52394,0.0032385,-0.956398
2.96,-0.633852,0.166994,0.59343,-0.0578538,-0.951171
2.97,-0.615105,0.20232,0.596811,-0.0896534,-0.897618
2.98,-0.676336,0.224972,0.628338,-0.0834638,-0.878611
2.99,-0.733246,0.257356,0.717103,-0.0807035,-0.854479
3,-0.659867,0.306427,0.860736,-0.0481654,-0.822645
3.01,-0.655293,0.359198,0.966634,-0.00734382,-0.73586
3.02,-0.548477,0.381233,1.02277,0.264441,-0.609924
3.03,-0.570191,0.380123,0.87591,0.590509,-0.429068
3.04,-0.554374,0.4848,1.10676,0.787771,-0.292096
3.05,-0.544279,0.683619,1.30788,0.964094,-0.165584
3.06,-0.41197,0.823812,1.41218,1.11099,-0.0371487
3.07,-0.23593,0.859887,1.36872,1.12328,-0.00551419
3.08,-0.15271,0.842608,1.04356,0.999145,0.00813255
3.09,-0.0863484,0.779497,0.876671,0.848106,-0.0253418
3.1,-0.147752,0.758273,0.866116,0.766265,-0.0894307
3.11,-0.243682,0.727811,0.866578,0.712937,-0.193761
3.12,-0.328145,0.706171,0.896995,0.666655,-0.278013
3.13,-0.429487,0.651232,0.909757,0.615485,-0.362517
3.14,-0.523441,0.567977,0.920663,0.539064,-0.42517
3.15,-0.620213,0.487268,0.827847,0.548652,-0.501904
3.16,-0.673686,0.420953,0.773169,0.553192,-0.584971
3.17,-0.727695,0.321082,0.76397,0.560218,-0.648096
3.18,-0.768013,0.276845,0.775251,0.571106,-0.701944
3.19,-0.815103,0.23576,0.748669,0.526839,-0.755762
3.2,-0.846405,0.17929,0.784832,0.454094,-0.829214
3.21,-0.837007,0.163314,0.898753,0.457763,-0.785045
3.22,-0.832625,0.232385,1.30065,0.682823,-0.754921
3.23,-0.829751,0.40474,1.54224,0.913583,-0.701141
3.24,-0.791599,0.496164,1.51943,1.05615,-0.659238
3.25,-0.759215,0.454546,1.23501,1.07635,-0.633163
3.26,-0.756944,0.251672,1.15398,0.988772,-0.624545
3.27,-0.78915,0.257888,1.03621,0.693412,-0.616387
3.28,-0.824212,0.236915,0.961723,0.438436,-0.654593
3.29,-0.825991,0.23359,0.927646,0.349549,-0.677125
3.3,-0.849149,0.28515,0.966543,0.237239,-0.650063
3.31,-0.858192,0.383483,1.01991,0.23093,-0.569204
3.32,-0.878115,0.483521,1.12313,0.314064,-0.529914
3.33,-0.86453,0.627131,1.24441,0.513452,-0.462259
3.34,-0.823456,0.790881,1.39756,0.717614,-0.42053
3.35,-0.793137,1.01432,1.55993,0.932066,-0.369109
3.36,-0.763374,1.02662,1.51599,1.09675,-0.368127
3.37,-0.769738,0.980532,1.30366,1.13408,-0.38074
3.38,-0.77723,0.855126,1.09274,1.02373,-0.43935
3.39,-0.830444,0.711698,0.967715,0.856722,-0.541808
3.4,-0.887576,0.622599,0.921476,0.70123,-0.654627
3.41,-0.915001,0.534076,0.802527,0.56137,-0.77932
3.42,-0.947997,0.489403,0.749107,0.437354,-0.933244
3.43,-0.981756,0.44943,0.801141,0.41894,-1.03584
3.44,-0.982695,0.370293,0.819868,0.45961,-1.12755
3.45,-1.00839,0.253497,0.850212,0.442913,-1.34069
3.46,-0.98858,0.176549,0.879026,0.478052,-1.41073
3.47,-1.01133,0.103397,0.807252,0.56228,-1.50992
3.48,-0.994036,0.0940217,0.749522,0.549016,-1.5234
3.49,-0.913488,0.101546,0.842913,0.653934,-1.46252
3.5,-0.894871,0.363775,1.10707,0.810659,-1.33981
3.51,-0.817276,0.721994,1.35358,0.978107,-0.944371
3.52,-0.768304,0.901615,1.49036,1.15184,-0.5166
3.53,-0.736225,1.01474,1.40639,1.21973,-0.252995
3.54,-0.681644,1.05632,1.17161,1.25265,-0.105216
3.55,-0.650626,1.02602,1.01271,1.18583,-0.121168
3.56,-0.670303,0.898376,0.860084,0.993566,-0.251493
3.57,-0.794472,0.745846,0.715844,0.769347,-0.477507
3.58,-0.934068,0.68651,0.622638,0.601989,-0.654016
3.59,-0.999955,0.630438,0.57525,0.49295,-0.843113
3.6,-1.02083,0.564268,0.581791,0.392947,-0.972887
3.61,-1.0666,0.534274,0.583775,0.309463,-1.00366
3.62,-1.16461,0.519411,0.575355,0.244724,-1.03596
3.63,-1.18528,0.465982,0.59915,0.209186,-0.99698
3.64,-1.11952,0.446386,0.596535,0.126749,-0.934707
3.65,-1.08783,0.529009,0.678886,0.0635446,-0.912794
3.66,-1.08856,0.744989,0.781858,0.0413492,-0.886441
3.67,-1.08168,1.0377,0.891256,0.264681,-0.81247
3.68,-1.05342,1.23191,0.919481,0.628117,-0.642239
3.69,-0.93121,1.32232,0.912426,0.786105,-0.509624
3.7,-0.86128,1.10575,0.900911,0.841363,-0.519601
3.71,-0.85385,1.01998,0.892459,0.902351,-0.51001
3.72,-0.972065,0.83342,0.927145,0.887929,-0.540849
3.73,-0.915626,0.720968,0.973805,0.733327,-0.584399
3.74,-0.991162,0.641856,0.737985,0.491081,-0.658175
3.75,-0.999126,0.515751,0.65012,0.361358,-0.710953
3.76,-1.0404,0.427897,0.6613,0.218081,-0.778344
3.77,-0.884556,0.367363,0.626363,0.0993182,-0.78902
3.78,-0.741618,0.301796,0.595366,-0.0206717,-0.759366
3.79,-0.765803,0.287055,0.514642,-0.0955647,-0.795203
3.8,-0.737569,0.330047,0.509769,-0.17768,-0.755018
3.81,-0.689214,0.475395,0.542417,-0.0910768,-0.739623
3.82,-0.668619,0.642666,0.72239,0.16211,-0.7213
3.83,-0.622733,0.737165,1.04936,0.488349,-0.678692
3.84,-0.641414,0.836374,1.28998,0.59342,-0.709794
3.85,-0.711898,0.812204,1.51141,0.593408,-0.726424
3.86,-0.687291,0.614748,1.50392,0.550147,-0.783016
3.87,-0.596544,0.554533,1.19921,0.272983,-0.800306
3.88,-0.497956,0.465267,1.14994,0.0310818,-0.846472
3.89,-0.502184,0.360886,1.06947,-0.234308,-0.924723
3.9,-0.516773,0.31199,1.00467,-0.450121,-0.946537
3.91,-0.52455,0.353228,1.01965,-0.523173,-0.952685
3.92,-0.527447,0.357407,1.06317,-0.56009,-0.942939
3.93,-0.52039,0.334917,1.20411,-0.612201,-0.912659
3.94,-0.466555,0.312807,1.46824,-0.513956,-0.930238
3.95,-0.436603,0.321286,1.65116,-0.361986,-0.82832
3.96,-0.377764,0.314274,1.62367,-0.125538,-0.74511
3.97,-0.300459,0.34486,1.39109,0.0626791,-0.642279
3.98,-0.230649,0.358611,1.25864,0.0972599,-0.54077
3.99,-0.170992,0.365871,1.1969,0.0769179,-0.40564
4,-0.118453,0.361663,1.19915,0.15114,-0.321107
4.01,-0.0925931,0.422105,1.19463,0.232417,-0.233135
4.02,-0.0548677,0.451796,1.21034,0.277541,-0.17332
4.03,0.0275164,0.51994,1.30995,0.373006,-0.113307
4.04,0.117861,0.650844,1.40235,0.464378,-0.0554432
4.05,0.200167,0.745034,1.42931,0.55736,0.00324862
4.06,0.242716,0.848097,1.39887,0.63821,0.0706041
4.07,0.233948,0.865697,1.22761,0.695139,0.12119
4.08,0.171857,0.776703,1.08765,0.734968,0.17271
4.09,0.0606526,0.6425,0.882136,0.736996,0.207083
4.1,-0.0513448,0.479035,0.72479,0.709309,0.222946
4.11,-0.137099,0.339668,0.588714,0.67524,0.211372
4.12,-0.218936,0.266984,0.506111,0.598535,0.174661
