time [s], average translational x-velocity cube 1 [m/s], average translational x-velocity cube 2 [m/s], average translational x-velocity cube 3 [m/s], average translational x-velocity  cube 4 [m/s], average translational x-velocity  cube 5 [m/s], average translational z-velocity  cube 1 [m/s], average translational z-velocity  cube 2 [m/s], average translational z-velocity  cube 3 [m/s], average translational z-velocity  cube 4 [m/s], average translational z-velocity  cube 5 [m/s]
4.02,0.0904473,0.260541,0.266241,0.0592578,-0.0332235,-0.424965,-0.406191,-0.254879,-0.184327,-0.255557
4.03,0.0994155,0.271818,0.281543,0.00982881,-0.0486818,-0.461335,-0.445078,-0.288665,-0.221166,-0.279359
4.04,0.11762,0.288405,0.300396,-0.0495701,-0.062356,-0.492038,-0.473376,-0.318837,-0.221143,-0.271119
4.05,0.130978,0.307366,0.315076,-0.112646,-0.0774306,-0.505879,-0.499339,-0.318008,-0.183553,-0.252182
4.06,0.152019,0.344871,0.314789,-0.164179,-0.0819783,-0.459656,-0.482627,-0.225102,-0.0965389,-0.214208
4.07,0.153568,0.389908,0.209109,-0.165525,-0.0932451,-0.411134,-0.397885,-0.0291889,-0.00492662,-0.176713
4.08,0.151562,0.416438,0.0954264,-0.161728,-0.0863878,-0.352515,-0.246488,0.217623,0.0761268,-0.124893
4.09,0.130087,0.309572,0.0546618,-0.135097,-0.07226,-0.24814,-0.0514717,0.348694,0.132529,-0.0581057
4.1,0.112066,0.201283,0.0374945,-0.0982484,-0.0586566,-0.102579,0.0767407,0.383881,0.173274,-0.0176257
4.11,0.106028,0.176397,0.0171495,-0.0972462,-0.049584,-0.00064233,0.16774,0.388024,0.180352,0.0191717
4.12,0.0998865,0.177368,-0.00394727,-0.0983947,-0.0499173,0.101182,0.283861,0.423942,0.213361,0.054213
4.13,0.102679,0.182284,-0.0200286,-0.123431,-0.0508994,0.174408,0.383315,0.461358,0.269861,0.078178
4.14,0.105001,0.193977,-0.0295663,-0.1455,-0.0527707,0.249494,0.463536,0.487118,0.305521,0.0965854
4.15,0.101352,0.206689,-0.036555,-0.159383,-0.0545159,0.293498,0.516569,0.491997,0.334274,0.129272
4.16,0.0935395,0.220475,-0.0408198,-0.1823,-0.0570924,0.330621,0.550109,0.487819,0.342799,0.126993
4.17,0.0869796,0.225194,-0.0687401,-0.198081,-0.0537472,0.327601,0.549389,0.451538,0.345071,0.135737
4.18,0.0804979,0.234974,-0.101307,-0.205011,-0.0480865,0.302806,0.495119,0.41328,0.345519,0.140148
4.19,0.066978,0.248312,-0.125464,-0.210077,-0.0408425,0.24178,0.415803,0.365046,0.35563,0.142848
4.2,0.0616464,0.235044,-0.148268,-0.2046,-0.0334271,0.172761,0.288115,0.29525,0.34636,0.132049
4.21,0.057432,0.219777,-0.163948,-0.195774,-0.0269936,0.0834023,0.156731,0.22393,0.314786,0.109683
4.22,0.0542836,0.153819,-0.178136,-0.186083,-0.019266,-0.0075564,0.034024,0.125631,0.25082,0.0691426
4.23,0.0528692,0.116362,-0.204016,-0.175374,-0.0129492,-0.0699248,-0.0428685,0.0385942,0.162155,0.018311
4.24,0.0553024,0.0253887,-0.235186,-0.172667,-0.00879923,-0.15039,-0.116211,-0.0365471,0.0535283,-0.0461751
4.25,0.0543208,-0.0683761,-0.267506,-0.161173,-0.00694443,-0.22125,-0.192962,-0.102876,-0.0248927,-0.116744
4.26,0.057305,-0.147103,-0.291863,-0.154711,-0.00423461,-0.283912,-0.262135,-0.154541,-0.116789,-0.182942
4.27,0.0616256,-0.199481,-0.307689,-0.151179,-0.0026515,-0.337014,-0.310174,-0.207535,-0.197908,-0.24535
4.28,0.0633195,-0.225733,-0.330487,-0.145341,-0.00289145,-0.397221,-0.339189,-0.275449,-0.250273,-0.313401
4.29,0.0675431,-0.263821,-0.341155,-0.137848,-0.00176701,-0.453795,-0.390308,-0.308856,-0.308314,-0.377326
4.3,0.0696639,-0.287163,-0.350465,-0.146911,0.000538106,-0.500197,-0.428573,-0.367954,-0.369659,-0.431285
4.31,0.0706154,-0.295804,-0.342567,-0.139661,0.00328524,-0.55222,-0.474668,-0.418411,-0.426905,-0.475862
4.32,0.0728895,-0.324688,-0.340977,-0.133318,0.00176768,-0.603317,-0.517475,-0.471675,-0.479493,-0.545766
4.33,0.0637132,-0.348881,-0.317795,-0.122836,0.00242569,-0.6543,-0.559973,-0.542094,-0.522461,-0.595014
4.34,0.0565436,-0.329716,-0.309378,-0.118197,0.00432428,-0.59813,-0.598961,-0.56774,-0.543168,-0.639316
4.35,0.0433951,-0.31006,-0.3015,-0.11122,0.0058111,-0.496838,-0.643182,-0.609792,-0.583838,-0.691969
4.36,0.0356459,-0.313893,-0.31895,-0.106668,0.00632141,-0.412182,-0.631744,-0.663389,-0.632961,-0.737443
4.37,0.0352517,-0.27338,-0.298729,-0.10865,0.00892587,-0.358376,-0.608795,-0.709172,-0.674203,-0.784394
4.38,0.0406069,-0.254025,-0.291548,-0.0899475,0.0110615,-0.346617,-0.624057,-0.749693,-0.711891,-0.822663
4.39,0.0544091,-0.219283,-0.274528,-0.0871819,0.0100806,-0.332542,-0.633627,-0.752377,-0.750451,-0.875608
4.4,0.0366582,-0.126583,-0.255025,-0.0917794,0.0127795,-0.332793,-0.576708,-0.806855,-0.806793,-0.921619
4.41,0.0437255,-0.0650428,-0.254788,-0.0591404,0.0140674,-0.342266,-0.548375,-0.803301,-0.726059,-0.970815
4.42,0.0296058,0.0286188,-0.167179,-0.0268368,0.0180296,-0.369839,-0.52258,-0.491774,-0.539891,-1.00594
4.43,0.0380067,0.0293732,-0.127391,-2.92624e-05,0.0197311,-0.379559,-0.524711,-0.0739444,-0.283411,-1.00655
4.44,0.0610292,0.0892146,-0.102384,0.08279,0.00725967,-0.392158,-0.489644,0.314872,-0.0569639,-0.979356
4.45,0.0644394,0.139897,-0.08694,0.0799368,-0.0236297,-0.418515,-0.426287,0.497858,0.0849096,-0.840257
4.46,0.0626951,0.139882,-0.125896,0.0887582,-0.0548011,-0.45038,-0.277487,0.588841,0.251601,-0.766117
4.47,0.0898111,0.137302,-0.148853,0.0774693,-0.0615913,-0.437551,-0.0772543,0.692511,0.287223,-0.678986
4.48,0.0962956,0.0950087,-0.170367,0.0980121,-0.0878598,-0.457018,0.0992988,0.767137,0.342603,-0.632988
4.49,0.105321,0.103183,-0.163365,0.0832076,-0.157679,-0.470371,0.210367,0.819027,0.350538,-0.560888
4.5,0.123777,0.132896,-0.0204966,0.0325198,-0.192189,-0.458341,0.259076,0.769953,0.34533,-0.551828
4.51,0.134298,0.226698,0.270042,-0.0371652,-0.192381,-0.447639,0.314554,0.846935,0.372072,-0.530416
4.52,0.178241,0.275926,0.228088,-0.0956836,-0.200837,-0.441134,0.380967,0.956554,0.447376,-0.511884
4.53,0.185914,0.280249,0.195041,-0.1526,-0.219101,-0.427799,0.455194,1.02925,0.497456,-0.482549
4.54,0.182862,0.244376,0.141275,-0.185796,-0.221061,-0.414535,0.59659,1.06383,0.541561,-0.489586
4.55,0.180858,0.168161,0.07063,-0.247516,-0.225817,-0.355684,0.711572,1.01351,0.530198,-0.454001
4.56,0.196335,0.124827,-0.0855144,-0.341885,-0.204939,-0.363309,0.703644,0.831695,0.443159,-0.461404
4.57,0.193211,0.160413,-0.204123,-0.440049,-0.190524,-0.344319,0.565889,0.765542,0.301045,-0.495187
4.58,0.208295,0.237101,-0.36025,-0.499756,-0.184219,-0.33533,0.513692,0.750368,0.130433,-0.470188
4.59,0.226883,0.189381,-0.38593,-0.51235,-0.185792,-0.339692,0.592263,0.7695,0.0372131,-0.432907
4.6,0.21072,0.122574,-0.35281,-0.511032,-0.18454,-0.317513,0.593659,0.778696,0.0350155,-0.400568
4.61,0.217641,0.0461663,-0.319638,-0.490181,-0.196881,-0.253031,0.557288,0.755585,0.0042302,-0.370685
4.62,0.185125,0.0484212,-0.319897,-0.499906,-0.183042,-0.244673,0.533958,0.772585,0.0213724,-0.321552
4.63,0.173071,0.0455595,-0.31635,-0.491567,-0.188281,-0.183763,0.542748,0.814301,0.0445165,-0.294924
4.64,0.180426,0.0820506,-0.315929,-0.488832,-0.203306,-0.179397,0.535232,0.830153,0.0687671,-0.286573
4.65,0.173972,0.0948118,-0.333165,-0.474048,-0.206392,-0.19678,0.544301,0.829779,0.108544,-0.257284
4.66,0.187166,0.11989,-0.338913,-0.45608,-0.217492,-0.233796,0.519641,0.834623,0.137439,-0.252539
4.67,0.194856,0.141897,-0.319762,-0.445475,-0.206455,-0.265985,0.489928,0.832291,0.147544,-0.242881
4.68,0.188224,0.192624,-0.298045,-0.433294,-0.199891,-0.296441,0.450081,0.826839,0.174944,-0.225842
4.69,0.178928,0.236173,-0.257706,-0.40145,-0.2074,-0.321318,0.414011,0.818804,0.215905,-0.223262
4.7,0.180247,0.269143,-0.187509,-0.369866,-0.205709,-0.390008,0.387484,0.817939,0.273185,-0.197511
4.71,0.174491,0.285135,-0.133482,-0.340926,-0.213304,-0.431876,0.381695,0.833531,0.301176,-0.181778
4.72,0.17349,0.308784,-0.0852787,-0.307743,-0.200237,-0.46976,0.348931,0.783729,0.326215,-0.185536
4.73,0.175635,0.317559,-0.0281614,-0.267934,-0.202224,-0.535788,0.30878,0.783763,0.358346,-0.178659
4.74,0.182148,0.314175,0.0209508,-0.242073,-0.19086,-0.583815,0.292241,0.676798,0.374233,-0.19966
4.75,0.187759,0.333102,0.0225853,-0.223332,-0.184113,-0.655753,0.224616,0.651683,0.371969,-0.216118
4.76,0.20228,0.328067,0.00900027,-0.203736,-0.185803,-0.700171,0.182316,0.557924,0.375566,-0.239024
4.77,0.207629,0.315904,0.0202625,-0.190355,-0.191365,-0.747808,0.134722,0.498556,0.341048,-0.298388
4.78,0.219267,0.315462,0.0034414,-0.183373,-0.20751,-0.788812,0.0756062,0.47372,0.288876,-0.375012
4.79,0.221008,0.309983,-0.0344391,-0.180883,-0.202277,-0.816585,0.03463,0.393134,0.22107,-0.438594
4.8,0.217563,0.29788,-0.00595446,-0.175101,-0.185984,-0.76415,0.0464463,0.336845,0.186104,-0.544083
4.81,0.228887,0.2734,0.0327652,-0.173637,-0.194132,-0.760376,0.0471373,0.326507,0.135566,-0.643415
4.82,0.221526,0.268407,0.0916568,-0.172139,-0.189018,-0.69134,0.068009,0.296749,0.101195,-0.628094
4.83,0.220261,0.241839,0.154114,-0.172235,-0.158354,-0.646956,0.0817546,0.301534,0.0857923,-0.662708
4.84,0.203866,0.208584,0.209971,-0.159843,-0.134204,-0.547209,0.102945,0.340409,0.0967328,-0.660138
4.85,0.185116,0.163757,0.176774,-0.127954,-0.117627,-0.488558,0.135464,0.422575,0.104527,-0.621808
4.86,0.160148,0.109004,0.171495,-0.0342592,-0.0776386,-0.38783,0.173058,0.465783,0.268203,-0.638377
4.87,0.141138,0.0787102,0.175889,0.0798555,-0.0861078,-0.244072,0.215315,0.502579,0.371171,-0.56231
4.88,0.0800592,0.0475339,0.194144,0.150797,-0.0605139,-0.129352,0.233155,0.512558,0.389342,-0.51254
4.89,0.0291837,0.0150621,0.215163,0.186354,-0.0346935,-0.106097,0.234929,0.514923,0.430986,-0.328978
4.9,-0.0488013,0.00073084,0.228929,0.213118,-0.015834,-0.00727867,0.229662,0.510978,0.452898,-0.224459
4.91,-0.0851282,-0.00459931,0.244593,0.228042,0.0303626,0.0301298,0.211504,0.496692,0.468746,-0.128945
4.92,-0.108876,-0.0108333,0.256368,0.217388,0.0508237,0.0566774,0.177614,0.471421,0.477685,-0.0672749
4.93,-0.109515,-0.0137789,0.261249,0.201956,0.0625828,0.0513048,0.152042,0.438438,0.470223,0.00531883
4.94,-0.0854885,-0.0155226,0.263966,0.156398,0.01489,0.0426751,0.12324,0.400649,0.459557,-0.00998864
4.95,-0.0429439,-0.0152135,0.232541,0.0890422,0.00660476,0.00807506,0.0862446,0.341747,0.411773,-0.0329003
4.96,-0.0277855,-0.0183569,0.170264,0.0325582,0.00100212,-0.0243605,0.0441863,0.267662,0.362692,-0.0588205
4.97,-0.0214208,-0.0273047,0.0910931,-0.011356,0.00776498,-0.0606757,-0.00790605,0.221771,0.32415,-0.0752087
4.98,-0.0246252,-0.0277408,-0.0108133,-0.0620179,0.0120027,-0.0997893,-0.0570092,0.203488,0.292754,-0.098387
4.99,-0.0258781,-0.0349054,-0.117776,-0.0875894,0.0154616,-0.145372,-0.109963,0.173273,0.264434,-0.137468
5,-0.0292327,-0.0374618,-0.164822,-0.115039,0.0210211,-0.194532,-0.16505,0.145157,0.232288,-0.179781
5.01,-0.0328829,-0.0401006,-0.219997,-0.137686,0.0265562,-0.24519,-0.221782,0.132947,0.201377,-0.224094
5.02,-0.0329528,-0.0468799,-0.288351,-0.145783,0.0319538,-0.297668,-0.27892,0.128172,0.144507,-0.262823
5.03,-0.0320171,-0.0507302,-0.307362,-0.139593,0.0392667,-0.34458,-0.331431,0.0912511,0.0932533,-0.313041
5.04,-0.0316943,-0.0579915,-0.326193,-0.125465,0.0403655,-0.393357,-0.370289,0.0626299,0.0192982,-0.363122
5.05,-0.0296281,-0.0672459,-0.326442,-0.095099,0.0418712,-0.434161,-0.403683,0.0182056,-0.0644653,-0.406289
5.06,-0.028738,-0.0765444,-0.309617,-0.0825504,0.0426973,-0.470909,-0.432725,-0.0407025,-0.131714,-0.456748
5.07,-0.0262456,-0.0751321,-0.282971,-0.0701392,0.0403151,-0.501984,-0.471586,-0.106173,-0.202713,-0.508484
5.08,-0.0216256,-0.0615613,-0.232987,-0.057053,0.0382551,-0.508988,-0.481921,-0.188881,-0.276844,-0.557951
5.09,-0.0257574,-0.0330285,-0.179814,-0.0518567,0.0336428,-0.43575,-0.462319,-0.247016,-0.31712,-0.601949
5.1,-0.0110662,0.0147167,-0.117059,-0.0414831,0.0306714,-0.34093,-0.402797,-0.293115,-0.37281,-0.647675
5.11,0.0104774,0.0769367,-0.0244776,-0.0184311,0.0226073,-0.302636,-0.373321,-0.327849,-0.421447,-0.688508
5.12,0.0256685,0.123916,0.119835,-0.0140876,0.0141782,-0.279368,-0.362348,-0.302348,-0.475106,-0.721535
5.13,0.0249692,0.136094,0.233234,-0.00573859,-0.00700396,-0.249622,-0.355273,-0.24451,-0.452904,-0.7067
5.14,0.0233324,0.145917,0.314031,0.0846938,-0.0357621,-0.206347,-0.345582,-0.0978408,-0.0659033,-0.662478
5.15,0.0230712,0.159982,0.347662,0.178865,-0.0877032,-0.179393,-0.331377,0.0499207,0.41482,-0.5705
5.16,0.0272429,0.15753,0.360774,0.19791,-0.109566,-0.138916,-0.303062,0.0935055,0.650426,-0.459062
5.17,0.0206093,0.150463,0.343408,0.116529,-0.0534616,-0.0714354,-0.2355,0.188465,0.771978,-0.301582
5.18,0.0129014,0.131586,0.307376,-0.0048299,-0.0263888,-0.0249429,-0.164211,0.210799,0.633379,-0.236755
5.19,0.00746414,0.111948,0.233667,-0.00299524,-0.0256146,0.0264254,-0.0729428,0.213259,0.475818,-0.187746
5.2,0.00549428,0.0948181,0.190244,0.0377324,-0.0148521,0.0477405,-0.00941467,0.267236,0.461395,-0.117189
5.21,0.0064803,0.0801469,0.184021,0.0361082,-0.00380032,0.0771264,0.048312,0.347141,0.489898,-0.0441258
5.22,0.00434625,0.071679,0.188433,0.0376662,0.00127334,0.110628,0.103983,0.401289,0.523748,0.0121006
5.23,0.00625109,0.0642501,0.186654,0.0462307,0.00376236,0.148566,0.150473,0.431029,0.540734,0.0446809
5.24,0.000777989,0.0533861,0.18217,0.0534941,0.00754753,0.186504,0.195727,0.46295,0.53424,0.0554778
5.25,0.00279095,0.0477758,0.183423,0.0598796,0.00942047,0.19483,0.220266,0.458651,0.496233,0.0504266
5.26,0.00121775,0.0431574,0.196734,0.0611624,0.00715067,0.196024,0.231474,0.440044,0.432487,0.0324208
5.27,-0.00210741,0.0429215,0.206802,0.0620073,0.00410083,0.181211,0.224454,0.385282,0.37397,0.00232474
5.28,-0.00263487,0.046492,0.227866,0.0448242,0.000169283,0.149005,0.196638,0.333462,0.295488,-0.0387768
5.29,-0.00655004,0.0509768,0.244106,0.0517082,-0.00628266,0.109121,0.154894,0.25406,0.24034,-0.0825362
5.3,-0.00909538,0.0615035,0.254051,0.026007,-0.0130998,0.0577697,0.0993717,0.187319,0.17125,-0.131692
5.31,-0.0106188,0.0688847,0.258653,0.0248072,-0.0203099,0.003525,0.042292,0.122814,0.103699,-0.182988
5.32,-0.0119891,0.0786741,0.269934,-0.00110949,-0.024248,-0.0553679,-0.016346,0.0286628,0.0536259,-0.231168
5.33,-0.0119428,0.0872562,0.270683,-0.00622668,-0.0281246,-0.12005,-0.0813726,-0.00958142,0.0108805,-0.277615
5.34,-0.0112541,0.0967099,0.264405,-0.0283995,-0.0354841,-0.183085,-0.13637,-0.0677685,-0.00342487,-0.323363
5.35,-0.00977844,0.10392,0.257611,-0.0520878,-0.0427043,-0.246336,-0.192743,-0.125445,-0.032819,-0.367772
5.36,-0.00868373,0.108908,0.24703,-0.0735427,-0.0472297,-0.304074,-0.24126,-0.168268,-0.0338106,-0.412921
5.37,-0.00587007,0.115174,0.245464,-0.0944702,-0.0518215,-0.363619,-0.299982,-0.211993,-0.0335671,-0.461326
5.38,-0.00272242,0.119664,0.16053,-0.0796906,-0.0558877,-0.415121,-0.348355,-0.187681,-0.0252848,-0.504224
5.39,0.00238841,0.120769,0.118741,-0.111686,-0.0574662,-0.467091,-0.385157,-0.194796,-0.00125994,-0.542238
5.4,0.00909954,0.140067,0.0630629,-0.106446,-0.0515613,-0.514593,-0.424319,-0.149442,0.0211684,-0.583617
5.41,0.0153192,0.14869,0.0460018,-0.108799,-0.0495917,-0.552422,-0.453026,-0.131591,0.0340463,-0.626534
5.42,0.0260939,0.148177,0.00262846,-0.09885,-0.0489755,-0.58634,-0.433304,-0.0818093,0.0549444,-0.66435
5.43,0.0402851,0.152086,-0.017505,-0.079615,-0.0535492,-0.610852,-0.417419,-0.0374873,0.0662721,-0.689785
5.44,0.0563998,0.15164,-0.0548314,-0.0681917,-0.0571557,-0.612664,-0.329811,0.0347238,0.12832,-0.712512
5.45,0.0564392,0.129668,-0.048465,-0.079991,-0.0697471,-0.573895,-0.194308,0.143618,0.190298,-0.694007
5.46,0.0149582,0.138158,-0.0103503,-0.0790778,-0.0752379,-0.442777,-0.0756366,0.254568,0.292766,-0.634476
5.47,0.0207977,0.136134,0.0809445,-0.0601745,-0.0905592,-0.237318,-0.0391648,0.375902,0.415377,-0.517681
5.48,0.0408515,0.111393,0.1228,0.0010153,-0.0994479,-0.202452,-0.0447859,0.481687,0.535643,-0.420045
5.49,0.0442034,0.103257,0.146747,0.0594722,-0.112446,-0.158686,-0.0151789,0.571573,0.625314,-0.377924
5.5,0.0426445,0.0813459,0.179542,0.0785789,-0.101752,-0.114196,0.0193342,0.619542,0.60989,-0.319777
5.51,0.0357109,0.0584637,0.156757,0.0859442,-0.0767951,-0.067222,0.0456462,0.662353,0.537139,-0.307059
5.52,0.0336959,0.040145,0.131027,0.058133,-0.032922,-0.0327134,0.0527657,0.632486,0.437956,-0.244601
5.53,0.033759,0.0369487,0.0813448,0.0436028,-0.0205378,-0.0107288,0.0441021,0.508695,0.370744,-0.220156
5.54,0.0371241,0.0430186,0.0246266,0.00535938,-0.0210036,-0.000604033,0.0291953,0.380464,0.276964,-0.224449
5.55,0.0443092,0.0779991,-0.0716206,-0.0452156,-0.0343421,0.00436838,0.018806,0.285817,0.221527,-0.23989
5.56,0.0539486,0.122823,-0.124759,-0.0956538,-0.0516883,0.0105513,0.0345895,0.386622,0.208972,-0.25437
5.57,0.0618608,0.167981,-0.103734,-0.148049,-0.0675454,0.0159196,0.0631249,0.494773,0.231158,-0.276717
5.58,0.0684483,0.202092,-0.0409722,-0.177747,-0.0792833,0.0280784,0.0854681,0.588366,0.28071,-0.296703
5.59,0.0742722,0.219807,0.0315467,-0.203532,-0.0880082,0.0294391,0.103965,0.60445,0.334712,-0.304887
5.6,0.0785461,0.241547,0.106318,-0.199526,-0.097571,0.0334009,0.124215,0.590456,0.339871,-0.32115
5.61,0.07776,0.274836,0.178553,-0.199643,-0.111568,0.0382082,0.144001,0.53558,0.378041,-0.317966
5.62,0.0773845,0.291257,0.282294,-0.186139,-0.112756,0.0467588,0.162188,0.508728,0.352481,-0.304741
5.63,0.0693761,0.303966,0.374362,-0.14718,-0.112558,0.0603437,0.200054,0.516512,0.375709,-0.282328
5.64,0.0682827,0.304591,0.440251,-0.0800751,-0.112514,0.0715033,0.249611,0.542851,0.4696,-0.24236
5.65,0.0663229,0.296109,0.490678,-0.0112626,-0.104406,0.0793907,0.286019,0.546139,0.534545,-0.209547
5.66,0.0617865,0.277712,0.502332,0.00494054,-0.100247,0.0750637,0.297101,0.527658,0.511087,-0.168552
5.67,0.0547204,0.253051,0.491269,0.010442,-0.092975,0.06676,0.279049,0.444253,0.430788,-0.14877
5.68,0.0458689,0.229258,0.444843,-0.0120421,-0.0858251,0.0510668,0.238946,0.332961,0.341807,-0.130966
5.69,0.0406256,0.212171,0.400979,-0.0426049,-0.07797,0.0232194,0.175903,0.234424,0.256118,-0.129414
5.7,0.0341956,0.205925,0.35102,-0.0832258,-0.080169,-0.0245942,0.0982305,0.108864,0.19047,-0.142728
5.71,0.0313296,0.207481,0.285775,-0.120717,-0.0815176,-0.0750927,0.0273693,0.036898,0.138541,-0.163313
5.72,0.0302951,0.203007,0.171785,-0.160914,-0.085243,-0.134786,-0.0369982,-0.0127099,0.0976039,-0.190777
5.73,0.0308024,0.198441,0.0152146,-0.202626,-0.0870953,-0.194537,-0.108881,0.00038305,0.0656044,-0.220023
5.74,0.0301509,0.197227,-0.122302,-0.216401,-0.0921409,-0.241396,-0.171775,-0.0219663,0.0426236,-0.257677
5.75,0.0314526,0.199959,-0.231076,-0.249634,-0.0942482,-0.30538,-0.225173,-0.0165203,0.0229942,-0.298992
5.76,0.0333903,0.205135,-0.306154,-0.262585,-0.0988429,-0.3522,-0.279749,0.0202646,-0.0105127,-0.339783
5.77,0.037023,0.171797,-0.325497,-0.274023,-0.0999032,-0.400634,-0.339402,0.0206211,-0.031836,-0.383174
5.78,0.039344,0.186449,-0.373342,-0.264105,-0.100066,-0.442205,-0.322415,0.0443458,-0.0666691,-0.427795
5.79,0.0467606,0.110904,-0.440091,-0.249281,-0.0954723,-0.492201,-0.239929,0.0580649,-0.111242,-0.474807
5.8,0.0574143,-0.00267434,-0.46531,-0.242683,-0.093538,-0.52683,-0.20456,0.075175,-0.145658,-0.518769
5.81,0.0650165,-0.123775,-0.477768,-0.219452,-0.0921068,-0.5552,-0.11748,0.0859301,-0.173918,-0.56476
5.82,0.0673817,-0.172247,-0.457685,-0.187794,-0.0829136,-0.562573,-0.0506782,0.0957217,-0.205391,-0.602935
5.83,0.0491673,-0.169802,-0.43629,-0.164825,-0.07258,-0.506323,-0.030397,0.129594,-0.241138,-0.639862
5.84,0.030764,-0.120278,-0.393299,-0.138589,-0.061621,-0.440557,-0.0300473,0.148995,-0.272134,-0.671415
5.85,0.00820853,-0.0512699,-0.262861,-0.104384,-0.0507,-0.25478,-0.00106627,0.246189,-0.310068,-0.694072
5.86,0.0383463,0.00484053,-0.0660737,-0.0776973,-0.0489157,-0.129538,-0.0125876,0.470509,-0.332521,-0.676136
5.87,0.0430748,0.0479938,0.078696,-0.0578544,-0.0584091,-0.101759,-0.0113916,0.601354,-0.359627,-0.627163
5.88,0.0393779,0.0660821,0.153958,-0.0496011,-0.0681892,-0.0889619,-0.0214451,0.664906,-0.303127,-0.614876
5.89,0.0343438,0.0800416,0.216041,-0.0313752,-0.0936388,-0.0779628,-0.0191384,0.759934,-0.147853,-0.574288
5.9,0.037833,0.0848274,0.26782,0.0163212,-0.105208,-0.0671827,-0.0201766,0.697264,-0.0537266,-0.55086
5.91,0.0387989,0.0970703,0.264486,0.0558937,-0.095913,-0.0600594,-0.0172315,0.669267,0.0956155,-0.516585
5.92,0.0430553,0.104874,0.267016,0.10743,-0.0964183,-0.052051,-0.0286752,0.685995,0.201771,-0.47838
5.93,0.0442626,0.11938,0.217535,0.0935747,-0.114923,-0.043562,-0.0312225,0.668088,0.244157,-0.467607
5.94,0.0432036,0.133749,0.169211,0.0931185,-0.125536,-0.0374837,-0.0198366,0.658359,0.27966,-0.454844
5.95,0.044195,0.146294,0.132911,0.10007,-0.160428,-0.0239034,0.000740692,0.645042,0.334021,-0.442121
5.96,0.0508623,0.17003,0.11116,0.0473421,-0.151677,-0.00903978,0.0283911,0.683067,0.371162,-0.418586
5.97,0.055355,0.190951,0.130411,-0.0338411,-0.137408,0.00209904,0.0614941,0.628462,0.382379,-0.381717
5.98,0.0598338,0.212054,0.186959,-0.101444,-0.147387,0.00672922,0.0840296,0.620621,0.406264,-0.338531
5.99,0.0579205,0.238387,0.236577,-0.155082,-0.151152,0.0307446,0.128666,0.588508,0.44564,-0.29993
6,0.0607079,0.257205,0.294794,-0.181203,-0.161004,0.0558786,0.18086,0.597317,0.529952,-0.231942
6.01,0.0642437,0.273444,0.312988,-0.141702,-0.165608,0.089649,0.238368,0.57996,0.595867,-0.158073
6.02,0.0627087,0.287833,0.359926,-0.0667778,-0.152627,0.121489,0.299158,0.563001,0.627159,-0.0953677
6.03,0.0588492,0.289952,0.382452,-0.0253201,-0.140147,0.143462,0.356086,0.574031,0.619867,-0.0198702
6.04,0.0584401,0.289267,0.416146,-0.00276383,-0.124474,0.151659,0.387671,0.605898,0.59376,0.0219611
6.05,0.0479088,0.263261,0.441161,0.0181164,-0.10339,0.145095,0.402957,0.612792,0.601778,0.045716
6.06,0.047093,0.238213,0.451364,0.0225395,-0.094973,0.124879,0.389306,0.589737,0.56263,0.0767062
6.07,0.0399752,0.211121,0.407188,0.0205379,-0.0896061,0.104414,0.349356,0.481803,0.506163,0.0872884
6.08,0.0310275,0.190612,0.298212,0.0010961,-0.0811697,0.0716509,0.282456,0.315942,0.44612,0.0849983
6.09,0.0220079,0.182544,0.208809,-0.0316282,-0.0697392,0.0309325,0.18375,0.180052,0.379102,0.0618277
6.1,0.0154219,0.177165,0.115815,-0.0721543,-0.0647097,-0.0153614,0.134192,0.109454,0.334166,0.0318011
6.11,0.012937,0.176787,0.0110882,-0.117097,-0.0637825,-0.0684265,0.0562487,0.077743,0.297785,0.000453224
6.12,0.0097947,0.161313,-0.136717,-0.165602,-0.0608665,-0.129263,-0.0354984,0.0704434,0.28003,-0.042377
6.13,0.00972778,0.174618,-0.256755,-0.177922,-0.0586363,-0.185992,-0.112129,0.0740641,0.252583,-0.0863943
6.14,0.0105692,0.178515,-0.373582,-0.197431,-0.0610297,-0.244895,-0.17858,0.0846839,0.229414,-0.131694
6.15,0.0138165,0.185489,-0.450682,-0.189702,-0.058583,-0.308654,-0.226988,0.0861284,0.192531,-0.187382
6.16,0.0151982,0.164623,-0.513792,-0.176125,-0.0560839,-0.359928,-0.256043,0.0856551,0.14405,-0.246932
6.17,0.0186181,0.117359,-0.558511,-0.151248,-0.0558141,-0.406121,-0.288712,0.0912185,0.0835537,-0.306346
6.18,0.0225578,-0.0659208,-0.609829,-0.115052,-0.0529438,-0.455973,-0.276013,0.0956349,-0.0254933,-0.372248
6.19,0.0282149,-0.263776,-0.643676,-0.0976504,-0.0509443,-0.494543,-0.217806,0.126014,-0.116468,-0.43636
6.2,0.0342824,-0.350697,-0.66048,-0.0881428,-0.0472519,-0.539734,-0.20915,0.155926,-0.207585,-0.50289
6.21,0.0384364,-0.374584,-0.684016,-0.0699254,-0.0390479,-0.576906,-0.183657,0.117668,-0.255489,-0.557578
6.22,0.0299237,-0.346995,0,-0.0495885,-0.0362528,-0.567282,-0.187799,0,-0.305503,-0.601843
6.23,0.0237146,-0.245962,0,-0.0406468,-0.031402,-0.559535,-0.205982,0,-0.372227,-0.626859
