time [s], average translational x-velocity cube 1 [m/s], average translational x-velocity cube 2 [m/s], average translational x-velocity cube 3 [m/s], average translational x-velocity  cube 4 [m/s], average translational x-velocity  cube 5 [m/s], average translational z-velocity  cube 1 [m/s], average translational z-velocity  cube 2 [m/s], average translational z-velocity  cube 3 [m/s], average translational z-velocity  cube 4 [m/s], average translational z-velocity  cube 5 [m/s]
8.47,0.0313986,0.175586,0.257654,-0.133538,-0.23112,-0.068941,0.15757,0.290189,0.345051,-0.487217
8.48,0.0351344,0.165806,0.170262,-0.152079,-0.223894,-0.103653,0.108318,0.217938,0.286458,-0.579806
8.49,0.0333908,0.150115,0.0647272,-0.168178,-0.233108,-0.140182,0.0590909,0.179232,0.221021,-0.679399
8.5,0.0358291,0.148954,-0.0510697,-0.187844,-0.249334,-0.176335,0.0143613,0.172113,0.180588,-0.775467
8.51,0.0466163,0.149889,-0.151718,-0.207633,-0.230167,-0.213864,-0.0237174,0.171105,0.129522,-0.843503
8.52,0.0532747,0.152816,-0.221869,-0.226843,-0.241134,-0.26026,-0.0565654,0.210047,0.0858488,-0.87945
8.53,0.0646585,0.170893,-0.278219,-0.215781,-0.236695,-0.303626,-0.0937409,0.23306,0.0582053,-0.885991
8.54,0.0825179,0.212715,-0.339814,-0.204351,-0.216908,-0.344845,-0.10953,0.267538,0.00660686,-0.895448
8.55,0.104508,0.224757,-0.306644,-0.173527,-0.174873,-0.373803,-0.096152,0.284142,-0.0130099,-1.00642
8.56,0.135474,0.245241,-0.313336,-0.142958,-0.16048,-0.386126,-0.00719597,0.335432,-0.00808062,-0.963576
8.57,0.154805,0.217094,-0.294364,-0.116006,-0.143771,-0.366117,0.108905,0.477268,0.00314979,-0.881285
8.58,0.104649,0.173746,-0.147437,-0.0904757,-0.145261,-0.308335,0.172553,0.594825,0.0164056,-0.720932
8.59,0.0884727,0.100941,0.00811065,-0.0639414,-0.0912326,-0.180268,0.216325,0.685827,0.122632,-0.800991
8.6,0.0714983,0.0885615,0.0869998,-0.00888161,-0.0822552,-0.117376,0.229806,0.712937,0.225305,-0.756689
8.61,0.0710316,0.0751429,0.114185,0.0348155,-0.0401839,-0.0860302,0.263327,0.701043,0.313233,-0.618328
8.62,0.0535803,0.0569524,0.101721,0.113503,-0.0102108,-0.0369181,0.281747,0.673369,0.384838,-0.438294
8.63,0.0590057,0.0500926,0.0672456,0.165834,0.0490304,-0.0220496,0.300975,0.654831,0.400805,-0.222578
8.64,0.0670855,0.0530317,0.0251496,0.193991,0.126056,-0.0194966,0.295605,0.628927,0.414525,0.00101773
8.65,0.0766159,0.0700736,-0.00632139,0.222599,0.170099,-0.0648579,0.256183,0.601136,0.451954,0.0847233
8.66,0.0830813,0.0936963,-0.0482425,0.240599,0.230453,-0.0938079,0.195593,0.570165,0.457407,0.184155
8.67,0.0870283,0.110701,-0.103121,0.247603,0.25526,-0.110461,0.152051,0.491653,0.448206,0.165853
8.68,0.0845022,0.128206,-0.134185,0.226736,0.244838,-0.109677,0.110518,0.400531,0.400157,0.153468
8.69,0.0861517,0.137355,-0.115415,0.197327,0.183359,-0.111947,0.0900061,0.286611,0.329856,0.071751
8.7,0.0861349,0.156692,-0.0149098,0.155015,0.0908314,-0.116986,0.0622767,0.224197,0.241793,-0.04665
8.71,0.080985,0.178416,0.138206,0.0887581,0.0591958,-0.123885,0.0441071,0.166184,0.142971,-0.131103
8.72,0.0806443,0.208972,0.257721,0.0666489,0.0485295,-0.137234,0.0256834,0.152873,0.0619167,-0.199577
8.73,0.0855221,0.234733,0.350698,0.0302922,0.0419726,-0.162691,0.0110652,0.183282,-0.00414628,-0.266277
8.74,0.0846644,0.253242,0.440021,0.0550034,0.0380508,-0.186071,0.000308066,0.218522,-0.00836926,-0.320945
8.75,0.0871521,0.269727,0.519947,0.12382,0.0238616,-0.220451,-0.00712275,0.271455,0.0238499,-0.368451
8.76,0.0868099,0.276129,0.568985,0.348405,0.00906312,-0.241989,-0.0119342,0.344793,0.207691,-0.400378
8.77,0.0879324,0.279777,0.572437,0.431496,-0.00418906,-0.277746,-0.0175078,0.411225,0.336348,-0.405433
8.78,0.0859937,0.280493,0.54558,0.322988,0.0628179,-0.29553,-0.0191609,0.479658,0.375229,-0.252165
8.79,0.0891435,0.271157,0.500009,0.180481,0.0119641,-0.307117,-0.0134487,0.53214,0.261954,-0.147643
8.8,0.0802791,0.246512,0.437099,0.0430227,-0.0126894,-0.303829,-0.00810279,0.489218,0.108936,-0.127895
8.81,0.0819384,0.219113,0.388845,0.00718568,-0.0158162,-0.296878,-0.000674943,0.374246,0.0449695,-0.114153
8.82,0.0779051,0.192924,0.338985,-0.00532156,-0.0205911,-0.295026,-0.0126561,0.28055,-0.0116579,-0.128129
8.83,0.0756316,0.158655,0.321453,-0.0316111,-0.0244388,-0.298525,-0.0378221,0.20446,-0.0603335,-0.144189
8.84,0.0744999,0.141514,0.305422,-0.0569752,-0.0366143,-0.317411,-0.0716864,0.156407,-0.103699,-0.164225
8.85,0.0738483,0.131701,0.296711,-0.0967924,-0.0465762,-0.347215,-0.103115,0.107711,-0.129502,-0.188595
8.86,0.0839692,0.132915,0.303574,-0.148763,-0.0564189,-0.395446,-0.131624,0.0869498,-0.147731,-0.198428
8.87,0.100014,0.137529,0.134674,-0.194495,-0.060724,-0.43834,-0.154058,0.144045,-0.144518,-0.209187
8.88,0.117845,0.155764,-0.0577798,-0.251222,-0.0730558,-0.47105,-0.15888,0.255145,-0.158692,-0.216121
8.89,0.127217,0.158456,-0.276733,-0.275249,-0.084803,-0.462941,-0.0919822,0.4454,-0.139374,-0.225112
8.9,0.138704,0.112468,-0.396428,-0.289091,-0.0851964,-0.402694,0.0388795,0.589297,-0.11467,-0.207308
8.91,0.11464,0.00593235,-0.434559,-0.307825,-0.0808501,-0.308228,0.216775,0.655995,-0.115275,-0.199907
8.92,0.0484617,-0.127278,-0.461302,-0.308183,-0.0846413,-0.182253,0.415345,0.637993,-0.0778801,-0.167053
8.93,0.038595,-0.143927,-0.497194,-0.278397,-0.0764855,-0.096709,0.454048,0.616263,-0.0405441,-0.123985
8.94,0.0315427,-0.132632,-0.474792,-0.246674,-0.0609274,-0.0414092,0.46716,0.567687,-0.00194614,-0.0757906
8.95,0.0348245,-0.0789129,-0.487915,-0.226884,-0.049294,-0.0166892,0.470852,0.582811,0.0500283,-0.0222917
8.96,0.0358964,-0.0434574,-0.434262,-0.209485,-0.0427986,0.0104918,0.456846,0.603058,0.118279,0.0283165
8.97,0.0346492,2.35932e-05,-0.371987,-0.188906,-0.0411302,0.0370498,0.452032,0.613854,0.172866,0.0759429
8.98,0.0360867,0.0376445,-0.313864,-0.17473,-0.036991,0.0555533,0.47884,0.651559,0.226032,0.117048
8.99,0.035088,0.0763103,-0.248137,-0.162906,-0.0365449,0.0755898,0.486279,0.66789,0.265231,0.13335
9,0.0318859,0.10006,-0.143549,-0.163211,-0.0378716,0.0865194,0.481123,0.654941,0.280189,0.124002
9.01,0.0288452,0.130061,-0.0681445,-0.162025,-0.0377138,0.0821278,0.470603,0.608054,0.275375,0.10895
9.02,0.0253025,0.143547,0.0099346,-0.15554,-0.0354872,0.0686105,0.4384,0.534311,0.250233,0.0882501
9.03,0.0208716,0.15036,0.0472687,-0.155075,-0.0333755,0.0365551,0.37301,0.447778,0.224395,0.0618803
9.04,0.0162814,0.144314,0.108065,-0.156481,-0.0316896,-0.00563291,0.279646,0.373478,0.166317,0.0224663
9.05,0.0136274,0.138763,0.118413,-0.15485,-0.0311715,-0.0558698,0.178929,0.271217,0.110842,-0.0259846
9.06,0.011518,0.133086,0.138168,-0.156141,-0.0285928,-0.1165,0.111164,0.145325,0.0501986,-0.0762565
9.07,0.0110607,0.13154,0.122028,-0.153446,-0.0283912,-0.182117,0.0348428,0.0691911,-0.0132007,-0.13697
9.08,0.0086723,0.133868,0.112538,-0.14751,-0.028866,-0.244982,-0.0457409,-0.0062764,-0.09611,-0.197292
9.09,0.007576,0.130655,0.114886,-0.134248,-0.0256739,-0.309261,-0.122345,-0.080216,-0.154041,-0.252621
9.1,0.00691067,0.123421,0.113433,-0.132188,-0.0270864,-0.37683,-0.175116,-0.155441,-0.212404,-0.310501
9.11,0.00689514,0.131656,0.111568,-0.134647,-0.0287887,-0.44184,-0.238035,-0.233735,-0.275427,-0.369833
9.12,0.00787888,0.120309,0.106701,-0.131816,-0.0283667,-0.499326,-0.291025,-0.289594,-0.318548,-0.423747
9.13,0.00749251,0.114726,0.103729,-0.136999,-0.0258091,-0.561011,-0.333117,-0.348572,-0.378311,-0.47495
9.14,0.0110448,0.117609,0.106673,-0.128339,-0.0287108,-0.619506,-0.382926,-0.390491,-0.431577,-0.532824
9.15,0.0125476,0.108471,0.0874358,-0.129013,-0.0281188,-0.675424,-0.436567,-0.427317,-0.483972,-0.581564
9.16,0.0140557,0.100632,0.0675804,-0.132036,-0.0262189,-0.732063,-0.492694,-0.482493,-0.542856,-0.632817
9.17,0.0188489,0.102723,0.0601153,-0.133333,-0.0248995,-0.785276,-0.536083,-0.513598,-0.575383,-0.679397
9.18,0.0275322,0.0881771,0.0326072,-0.119191,-0.0229481,-0.817948,-0.583598,-0.533435,-0.634605,-0.723098
9.19,0.0385099,0.0973123,0.020073,-0.104871,-0.0249211,-0.805078,-0.510934,-0.515511,-0.530301,-0.693651
9.2,0.0711578,0.0477481,0.0275083,-0.106025,-0.03664,-0.722246,-0.22206,-0.327158,-0.392178,-0.62393
9.21,0.0995704,-0.000476606,0.0251578,-0.0826471,-0.0327633,-0.562775,0.123658,-0.129852,-0.240442,-0.49067
9.22,0.117878,0.00871019,0.0172731,-0.085616,-0.0446304,-0.460767,0.217621,0.140795,-0.0646997,-0.384228
9.23,0.127359,0.0463442,0.0148156,-0.0856093,-0.080386,-0.411303,0.316527,0.313056,0.0515131,-0.287544
9.24,0.14246,0.0626584,-7.27987e-06,-0.11155,-0.076438,-0.38734,0.403439,0.457599,0.111661,-0.233626
9.25,0.144973,0.0679852,-0.0159354,-0.114302,-0.101168,-0.374996,0.502322,0.56548,0.193024,-0.225558
9.26,0.14287,0.0813455,-0.0416334,-0.141559,-0.0910545,-0.383249,0.470282,0.610955,0.188344,-0.230936
9.27,0.146568,0.0960726,-0.0918846,-0.143117,-0.0808197,-0.366691,0.40979,0.600434,0.207235,-0.266682
9.28,0.143283,0.128781,-0.138713,-0.149836,-0.0711711,-0.353107,0.274416,0.583294,0.183579,-0.28005
9.29,0.143579,0.158849,-0.184629,-0.138524,-0.0711586,-0.353082,0.205239,0.579082,0.160525,-0.29806
9.3,0.146326,0.192022,-0.212915,-0.144797,-0.0713386,-0.369025,0.131478,0.555291,0.0843078,-0.333792
9.31,0.153818,0.219381,-0.252412,-0.144894,-0.0765796,-0.379602,0.100843,0.53306,0.00968251,-0.371279
9.32,0.168815,0.249399,-0.176048,-0.144954,-0.0821622,-0.398688,0.0559688,0.47163,-0.0403309,-0.379649
9.33,0.185967,0.259841,0.0110878,-0.157883,-0.0960525,-0.448094,0.0525615,0.417194,-0.0948334,-0.393199
9.34,0.187663,0.291236,0.129518,-0.184727,-0.0994055,-0.48273,0.0135094,0.447433,-0.129223,-0.384843
9.35,0.195486,0.308898,0.241137,-0.227467,-0.103127,-0.501115,0.0139353,0.553138,-0.104709,-0.344321
9.36,0.20771,0.31722,0.247562,-0.195679,-0.107776,-0.507479,0.0458558,0.699937,0.0123646,-0.282105
9.37,0.232078,0.322268,0.14695,-0.153079,-0.0833055,-0.505362,0.0988884,0.782252,0.0707338,-0.180714
9.38,0.242728,0.298147,0.0977279,-0.168823,-0.0907916,-0.474382,0.16861,0.776243,0.0920077,-0.150935
9.39,0.235903,0.293977,0.0521846,-0.188229,-0.0990073,-0.463524,0.225044,0.699811,0.118925,-0.0890661
9.4,0.22611,0.312931,-0.00216528,-0.205559,-0.102682,-0.446082,0.280622,0.703647,0.154688,-0.0672938
9.41,0.226798,0.355609,-0.0372339,-0.218358,-0.0896739,-0.44628,0.35221,0.741444,0.201557,-0.0146482
9.42,0.212583,0.321384,-0.0642181,-0.230834,-0.0890218,-0.429114,0.431371,0.782731,0.278899,0.0435895
9.43,0.191954,0.292084,-0.0584535,-0.222812,-0.0852711,-0.363642,0.44057,0.789211,0.364969,0.0961712
9.44,0.176395,0.29754,-0.0978489,-0.23607,-0.0846505,-0.333841,0.447435,0.779758,0.431983,0.138003
9.45,0.166527,0.288508,-0.100441,-0.257671,-0.0740364,-0.287288,0.460164,0.777102,0.496096,0.171923
9.46,0.146343,0.292491,-0.13984,-0.264367,-0.0750065,-0.259046,0.423772,0.767575,0.543495,0.176568
9.47,0.135184,0.259746,-0.170696,-0.259319,-0.0695711,-0.217898,0.396342,0.731263,0.527669,0.191224
9.48,0.122513,0.252333,-0.183898,-0.255653,-0.0578483,-0.172679,0.369256,0.661194,0.510341,0.181789
9.49,0.104279,0.241496,-0.186334,-0.23875,-0.0511419,-0.141395,0.354641,0.580748,0.473185,0.150477
9.5,0.089818,0.216112,-0.162023,-0.221924,-0.0434366,-0.115331,0.347452,0.471898,0.398029,0.113059
9.51,0.0896864,0.20107,-0.0999069,-0.20039,-0.0381965,-0.0920591,0.321626,0.362064,0.296214,0.0610132
9.52,0.0889793,0.187928,-0.0218817,-0.198628,-0.0355439,-0.0858971,0.304093,0.280757,0.198677,-0.000219275
9.53,0.0860216,0.188508,0.0356091,-0.195158,-0.0335707,-0.0953799,0.262857,0.211417,0.123191,-0.0676764
9.54,0.0874511,0.19602,0.131493,-0.198706,-0.0341499,-0.110164,0.220151,0.20144,0.0329793,-0.136627
9.55,0.0882613,0.199531,0.200263,-0.204955,-0.0343739,-0.139776,0.169855,0.185695,-0.04743,-0.198117
9.56,0.0927392,0.201622,0.273105,-0.186114,-0.0350737,-0.176755,0.128136,0.189418,-0.0977529,-0.259837
9.57,0.102419,0.207802,0.319465,-0.10947,-0.039122,-0.209897,0.091878,0.190043,-0.127417,-0.31536
9.58,0.101352,0.211116,0.359758,0.00322722,-0.0423651,-0.248497,0.0507631,0.207338,-0.117667,-0.373432
9.59,0.103162,0.211171,0.387062,0.0906483,-0.04527,-0.294359,0.00212756,0.213706,-0.130723,-0.423584
9.6,0.107738,0.214999,0.366646,0.220036,-0.0508059,-0.334756,-0.0508703,0.214044,-0.113034,-0.469753
9.61,0.110793,0.210493,0.384085,0.217985,-0.0528187,-0.37616,-0.0871793,0.215342,-0.107628,-0.511981
9.62,0.116252,0.214736,0.401697,0.275727,-0.0553167,-0.429083,-0.120081,0.156093,-0.0778835,-0.555423
9.63,0.119593,0.205789,0.388801,0.234966,-0.0439564,-0.466388,-0.153067,0.0876539,-0.0883377,-0.565812
9.64,0.126128,0.199352,0.377572,0.189115,-0.0255791,-0.492042,-0.175395,-0.00367037,-0.107825,-0.483386
9.65,0.127692,0.188897,0.37279,0.122444,-0.0252686,-0.535665,-0.206903,-0.024212,-0.14428,-0.370342
9.66,0.117592,0.171963,0.371882,0.068462,-0.0537436,-0.581107,-0.228175,-0.0309141,-0.128787,-0.277798
9.67,0.124886,0.156108,0.373317,-0.00625858,-0.058741,-0.600729,-0.244414,-0.0576512,-0.107604,-0.203344
9.68,0.112609,0.14815,0.354696,-0.0756921,-0.0675075,-0.640771,-0.241981,-0.0696865,-0.0726556,-0.128026
9.69,0.0951549,0.130456,0.359082,-0.0901911,-0.0682322,-0.597109,-0.231299,0.0610284,0.0138304,-0.0745231
9.7,0.0937738,0.112641,0.244793,-0.140503,-0.0718446,-0.641098,-0.177973,0.286882,0.100805,-0.0757376
9.71,0.0844947,0.115768,0.104254,-0.14632,-0.0564869,-0.616832,-0.0647367,0.481718,0.13687,-0.0560918
9.72,0.0865433,0.0879726,-0.0384447,-0.163069,-0.0557401,-0.484552,0.134048,0.609564,0.177894,-0.0496736
9.73,0.0738642,0.0470036,-0.145792,-0.160578,-0.0527662,-0.371365,0.322959,0.635579,0.185025,-0.0528859
9.74,0.0942377,-0.030186,-0.202085,-0.149998,-0.0569634,-0.238623,0.45939,0.636276,0.168129,-0.0487003
9.75,0.0576218,-0.0962168,-0.214566,-0.147978,-0.056976,-0.117323,0.54763,0.638483,0.178842,-0.0480201
9.76,0.030553,-0.14449,-0.209486,-0.152442,-0.0622969,0.0456106,0.63772,0.616221,0.181485,-0.0390974
9.77,-0.00701312,-0.184808,-0.205395,-0.151666,-0.057823,0.156075,0.68017,0.635323,0.189046,-0.0268653
9.78,-0.0384817,-0.171651,-0.179039,-0.149619,-0.0592165,0.199495,0.676172,0.633851,0.193905,-0.0204859
9.79,0.00278356,-0.121382,-0.152748,-0.13777,-0.0555044,0.144849,0.68947,0.655036,0.215952,-0.00128018
9.8,0.0260787,-0.0410513,-0.091928,-0.116609,-0.0479662,0.0331484,0.644383,0.626057,0.224607,0.0118218
9.81,0.0293608,0.000142418,-0.0292082,-0.10669,-0.0451199,-0.00699458,0.572951,0.523218,0.205701,0.00384412
9.82,0.0247533,0.0311272,0.00678497,-0.108442,-0.0419941,-0.065268,0.439158,0.406027,0.167445,-0.00949186
9.83,0.0226627,0.0506324,0.0138713,-0.120166,-0.0478137,-0.121381,0.318895,0.292182,0.123874,-0.0359745
9.84,0.0232856,0.0658171,-0.00460505,-0.135264,-0.0520275,-0.197822,0.198255,0.208571,0.0831166,-0.0725594
9.85,0.0260394,0.0874301,-0.0358021,-0.155454,-0.0554515,-0.272685,0.122751,0.140103,0.0428558,-0.104881
9.86,0.0354588,0.0980912,-0.0986878,-0.184933,-0.0601108,-0.351859,0.044586,0.107604,0.00369249,-0.145283
9.87,0.0428806,0.0974772,-0.174346,-0.208275,-0.0628715,-0.437808,-0.0215286,0.0876695,-0.0355921,-0.189746
9.88,0.0531145,0.114368,-0.237442,-0.240369,-0.070236,-0.520864,-0.0667121,0.0790788,-0.0704242,-0.255904
9.89,0.0651704,0.135122,-0.307474,-0.255807,-0.0819297,-0.581053,-0.107542,0.101107,-0.122786,-0.32678
9.9,0.0935639,0.143391,-0.403239,-0.267465,-0.0915816,-0.601191,-0.116548,0.145103,-0.168207,-0.388833
9.91,0.14072,0.022281,-0.485965,-0.281666,-0.0977901,-0.576884,-0.0552979,0.206874,-0.216387,-0.444345
9.92,0.152386,-0.110064,-0.514883,-0.289215,-0.113448,-0.495982,0.118341,0.261811,-0.240435,-0.494234
9.93,0.159132,-0.153771,-0.519453,-0.299293,-0.140144,-0.392571,0.326919,0.285483,-0.242641,-0.522029
9.94,0.136639,-0.0523666,-0.489899,-0.304658,-0.149069,-0.288919,0.310855,0.273542,-0.229629,-0.556172
9.95,0.100417,0.0573246,-0.457497,-0.282951,-0.165815,-0.192292,0.241571,0.259831,-0.188861,-0.540553
9.96,0.113762,0.116854,-0.428619,-0.253969,-0.182624,-0.185579,0.248893,0.290256,-0.149547,-0.540353
9.97,0.121926,0.175455,-0.307619,-0.224858,-0.213948,-0.172844,0.260584,0.341207,-0.0900108,-0.485574
9.98,0.125818,0.225417,-0.201364,-0.190702,-0.23112,-0.166085,0.287105,0.471222,-0.0212138,-0.42824
9.99,0.136007,0.251038,-0.0479825,-0.170719,-0.222389,-0.151099,0.311824,0.656794,0.0621887,-0.327247
10,0.124007,0.284576,0.0927319,-0.141492,-0.203487,-0.121039,0.332729,0.747321,0.148346,-0.227435
10.01,0.117042,0.275246,0.167157,-0.0674498,-0.14829,-0.112642,0.344909,0.77175,0.251644,-0.175797
10.02,0.0959779,0.258078,0.163128,0.0209352,-0.113288,-0.0714924,0.372235,0.695405,0.286555,-0.0983369
10.03,0.0893546,0.258808,0.20407,0.0188441,-0.080063,-0.0575971,0.388419,0.732382,0.345225,-0.0255016
10.04,0.0725752,0.251785,0.21347,0.0106571,-0.0597141,-0.0283393,0.373651,0.751336,0.388336,0.0118028
10.05,0.0588403,0.246402,0.228872,-0.0148537,-0.0401542,-0.00544887,0.376135,0.793834,0.428612,0.0495327
10.06,0.040446,0.217418,0.220481,-0.040182,-0.0394545,0.011899,0.371138,0.75277,0.438941,0.0552481
10.07,0.0261956,0.17209,0.185858,-0.052481,-0.0359269,0.0160255,0.320473,0.68316,0.453169,0.0857352
10.08,0.0146988,0.149061,0.0898188,-0.0798306,-0.0342292,0.0137995,0.271768,0.53724,0.446566,0.0959573
10.09,0.00489011,0.139704,-0.00767389,-0.100582,-0.0315165,0.00368002,0.24207,0.422914,0.420724,0.0971165
10.1,-0.00173288,0.128368,-0.0874404,-0.119026,-0.0278904,-0.0151077,0.196567,0.366944,0.390877,0.0845092
10.11,-0.00327328,0.127564,-0.144516,-0.13978,-0.0224385,-0.0436517,0.151307,0.329567,0.35192,0.0533155
10.12,-0.0058925,0.135775,-0.200057,-0.148026,-0.0174704,-0.077211,0.107881,0.306485,0.308286,0.0130441
10.13,-0.00537835,0.1431,-0.250344,-0.15755,-0.0150796,-0.117499,0.0798254,0.281519,0.250768,-0.0378113
10.14,-0.00407637,0.143842,-0.279502,-0.157252,-0.0121429,-0.161275,0.0382792,0.248436,0.186009,-0.0958875
10.15,-0.00129608,0.111387,-0.310465,-0.14895,-0.00776444,-0.202984,0.0218174,0.214505,0.103241,-0.157208
10.16,0.00102854,0.0808429,-0.338045,-0.137841,-0.00602201,-0.241955,-0.0227338,0.157052,0.0164213,-0.216542
10.17,0.00406942,0.0564214,-0.324433,-0.122223,-0.00473286,-0.279376,-0.0493307,0.0964242,-0.0498759,-0.280443
10.18,0.00678127,0.0103913,-0.314506,-0.117352,-0.00209115,-0.317818,-0.0723094,0.0164792,-0.129941,-0.345175
10.19,0.00967212,-0.00145218,-0.3032,-0.113467,0.000592723,-0.353268,-0.115901,-0.0474984,-0.201993,-0.402304
10.2,0.0127089,-0.0225554,-0.300367,-0.103433,0.00346265,-0.387508,-0.163362,-0.12275,-0.257456,-0.459592
10.21,0.0158788,-0.0358577,-0.283249,-0.0896186,0.00596952,-0.423397,-0.205463,-0.169674,-0.31407,-0.516328
10.22,0.0201065,-0.0316639,-0.285281,-0.0907612,0.00752176,-0.461491,-0.239591,-0.241896,-0.373759,-0.577032
10.23,0.0263257,-0.0221634,-0.260465,-0.0809642,0.0089481,-0.49951,-0.27977,-0.263743,-0.419258,-0.632985
10.24,0.0397455,-0.00237056,-0.234858,-0.0712908,0.011033,-0.510474,-0.30146,-0.327286,-0.453473,-0.686531
10.25,0.0421357,0.0371679,-0.234777,-0.0670333,0.0134728,-0.461904,-0.288228,-0.344144,-0.486814,-0.742141
10.26,0.0629929,0.0482724,-0.270128,-0.0482207,0.0143961,-0.429737,-0.286967,-0.39542,-0.532496,-0.782983
10.27,0.0903016,0.0843883,-0.216598,-0.0478552,0.00844664,-0.350127,-0.257093,-0.375391,-0.578776,-0.811528
10.28,0.109527,0.124759,-0.134315,-0.0468611,-0.00317859,-0.303786,-0.212707,-0.362925,-0.590968,-0.81723
10.29,0.117367,0.163942,0.0442787,-0.0403332,-0.0320858,-0.296541,-0.173989,-0.106037,-0.619394,-0.777732
10.3,0.100727,0.188134,0.230324,0.113888,-0.0458201,-0.287874,-0.145459,0.355268,-0.14342,-0.690364
10.31,0.109973,0.230005,0.294697,0.26709,-0.106628,-0.30206,-0.089946,0.593688,0.38971,-0.557083
10.32,0.102877,0.260995,0.345216,0.295524,-0.147002,-0.305742,-0.064376,0.758808,0.644323,-0.413655
10.33,0.101214,0.292718,0.347043,0.281889,-0.155833,-0.309277,-0.0437065,0.856421,0.802802,-0.330691
10.34,0.0988209,0.297932,0.325781,0.209726,-0.11819,-0.312733,-0.0433871,0.959951,0.848415,-0.272194
10.35,0.101256,0.303577,0.319701,0.100366,-0.0926158,-0.325427,-0.0327937,0.897323,0.703873,-0.25911
10.36,0.114961,0.30929,0.325608,-0.0198777,-0.103886,-0.346778,-0.0275967,0.749498,0.465834,-0.278274
10.37,0.119206,0.318403,0.334283,-0.117347,-0.12158,-0.351851,-0.0332726,0.70169,0.329828,-0.309703
10.38,0.134571,0.33653,0.337582,-0.180704,-0.124416,-0.359801,-0.0368812,0.714822,0.302364,-0.339063
10.39,0.131149,0.356566,0.301361,-0.224557,-0.141746,-0.356042,-0.0192049,0.778229,0.319822,-0.336516
10.4,0.147777,0.377534,0.212681,-0.268335,-0.147705,-0.330675,0.0140632,0.873066,0.34179,-0.334714
10.41,0.157446,0.379832,0.131933,-0.294521,-0.136819,-0.288698,0.0750784,0.91833,0.349095,-0.315031
10.42,0.146316,0.362992,0.0373431,-0.309741,-0.140932,-0.234047,0.145511,0.924566,0.324743,-0.306416
10.43,0.140624,0.334245,-0.00669343,-0.313344,-0.138089,-0.180615,0.217575,0.897408,0.296458,-0.291284
10.44,0.145791,0.29815,-0.0315598,-0.313594,-0.127924,-0.140355,0.284745,0.865469,0.221686,-0.294321
10.45,0.138537,0.276583,-0.0357429,-0.306932,-0.134295,-0.119229,0.321616,0.798546,0.149672,-0.290876
10.46,0.134088,0.262809,-0.0204101,-0.314681,-0.128741,-0.0927576,0.338464,0.731478,0.097731,-0.289175
10.47,0.133279,0.266183,-0.0113636,-0.345012,-0.138776,-0.0699671,0.364314,0.699838,0.0401442,-0.287077
10.48,0.120682,0.271483,-0.0152364,-0.378138,-0.145503,-0.0522015,0.385138,0.674182,0.0267494,-0.312322
10.49,0.118742,0.285634,-0.0412805,-0.406323,-0.15545,-0.0421192,0.42032,0.713224,0.0163891,-0.312452
10.5,0.11533,0.292562,-0.0848634,-0.439128,-0.180818,-0.0295369,0.466286,0.772515,0.0220788,-0.31631
10.51,0.118786,0.294037,-0.106164,-0.44675,-0.18399,-0.0112423,0.498532,0.775991,0.0377786,-0.318511
10.52,0.10554,0.274705,-0.144554,-0.442013,-0.169596,0.0124988,0.518284,0.730338,0.0557133,-0.280627
10.53,0.0945796,0.244948,-0.197763,-0.400136,-0.173111,0.0360267,0.54599,0.666525,0.0983008,-0.267536
10.54,0.0864914,0.224283,-0.232607,-0.383396,-0.168612,0.0426343,0.502957,0.602937,0.127897,-0.231557
10.55,0.0802455,0.203532,-0.266502,-0.3794,-0.184991,0.0558896,0.490437,0.568933,0.159496,-0.246146
10.56,0.0805184,0.195912,-0.291911,-0.393384,-0.175842,0.0555115,0.469754,0.547988,0.17794,-0.23669
10.57,0.0742342,0.165871,-0.328261,-0.381779,-0.181686,0.0364756,0.47194,0.541963,0.186429,-0.233691
10.58,0.0749162,0.1244,-0.351952,-0.377655,-0.177488,0.0336711,0.468684,0.552095,0.193105,-0.244413
10.59,0.0793628,0.045797,-0.379546,-0.355292,-0.184845,0.0195411,0.441929,0.558537,0.189613,-0.266693
10.6,0.0763312,-0.033441,-0.38887,-0.334834,-0.181065,0.0276156,0.408865,0.572217,0.188064,-0.250239
10.61,0.082299,-0.0723559,-0.382954,-0.30267,-0.165607,0.026794,0.371686,0.571355,0.180512,-0.239213
