Time , meanZ
1.99939e+000 , 1.27314e-001
2.01938e+000 , 1.30394e-001
2.03938e+000 , 1.34050e-001
2.05937e+000 , 1.38320e-001
2.07936e+000 , 1.43089e-001
2.09936e+000 , 1.48119e-001
2.11935e+000 , 1.53192e-001
2.13935e+000 , 1.57956e-001
2.15934e+000 , 1.61961e-001
2.17933e+000 , 1.64760e-001
2.19933e+000 , 1.66126e-001
2.21932e+000 , 1.65970e-001
2.23932e+000 , 1.64239e-001
2.25931e+000 , 1.60895e-001
2.27930e+000 , 1.55886e-001
2.29930e+000 , 1.49729e-001
2.31929e+000 , 1.42949e-001
2.33928e+000 , 1.36315e-001
2.35928e+000 , 1.30429e-001
2.37927e+000 , 1.25519e-001
2.39927e+000 , 1.22027e-001
2.41926e+000 , 1.20487e-001
2.43925e+000 , 1.20844e-001
2.45925e+000 , 1.22771e-001
2.47924e+000 , 1.26036e-001
2.49924e+000 , 1.30403e-001
2.51923e+000 , 1.35202e-001
2.53922e+000 , 1.39751e-001
2.55922e+000 , 1.43736e-001
2.57921e+000 , 1.46832e-001
2.59921e+000 , 1.48988e-001
2.61920e+000 , 1.50240e-001
2.63919e+000 , 1.50663e-001
2.65919e+000 , 1.50272e-001
2.67918e+000 , 1.49184e-001
2.69917e+000 , 1.47627e-001
2.71917e+000 , 1.45853e-001
2.73916e+000 , 1.43895e-001
2.75916e+000 , 1.41250e-001
2.77915e+000 , 1.37316e-001
2.79914e+000 , 1.32002e-001
2.81914e+000 , 1.25731e-001
2.83913e+000 , 1.19369e-001
2.85913e+000 , 1.14199e-001
2.87912e+000 , 1.11744e-001
2.89911e+000 , 1.12975e-001
2.91911e+000 , 1.17594e-001
2.93910e+000 , 1.24466e-001
2.95910e+000 , 1.32555e-001
2.97909e+000 , 1.41078e-001
2.99908e+000 , 1.49488e-001
3.01908e+000 , 1.57159e-001
3.03907e+000 , 1.63756e-001
3.05906e+000 , 1.68845e-001
3.07906e+000 , 1.72290e-001
3.09905e+000 , 1.73900e-001
3.11905e+000 , 1.73712e-001
3.13904e+000 , 1.71661e-001
3.15903e+000 , 1.67665e-001
3.17903e+000 , 1.61858e-001
3.19902e+000 , 1.54695e-001
3.21902e+000 , 1.47183e-001
3.23901e+000 , 1.40452e-001
3.25900e+000 , 1.35524e-001
3.27900e+000 , 1.32536e-001
3.29899e+000 , 1.31674e-001
3.31899e+000 , 1.32745e-001
3.33898e+000 , 1.35132e-001
3.35897e+000 , 1.37966e-001
3.37897e+000 , 1.40431e-001
3.39896e+000 , 1.41629e-001
3.41895e+000 , 1.41481e-001
3.43895e+000 , 1.40438e-001
3.45894e+000 , 1.39227e-001
3.47894e+000 , 1.38530e-001
3.49893e+000 , 1.38579e-001
3.51892e+000 , 1.38938e-001
3.53892e+000 , 1.39290e-001
3.55891e+000 , 1.39722e-001
3.57891e+000 , 1.40318e-001
3.59890e+000 , 1.41538e-001
3.61889e+000 , 1.43159e-001
3.63889e+000 , 1.44664e-001
3.65888e+000 , 1.45686e-001
3.67888e+000 , 1.46270e-001
3.69887e+000 , 1.45815e-001
3.71886e+000 , 1.44769e-001
3.73886e+000 , 1.43509e-001
3.75885e+000 , 1.42391e-001
3.77884e+000 , 1.42098e-001
3.79884e+000 , 1.42274e-001
3.81883e+000 , 1.42097e-001
3.83883e+000 , 1.41161e-001
3.85882e+000 , 1.39453e-001
3.87881e+000 , 1.37324e-001
3.89881e+000 , 1.35002e-001
3.91880e+000 , 1.32813e-001
3.93880e+000 , 1.31253e-001
3.95879e+000 , 1.30141e-001
3.97878e+000 , 1.29261e-001
3.99878e+000 , 1.28760e-001
4.01877e+000 , 1.28689e-001
4.03877e+000 , 1.29439e-001
4.05876e+000 , 1.31788e-001
4.07875e+000 , 1.35477e-001
4.09875e+000 , 1.40395e-001
4.11874e+000 , 1.45817e-001
4.13873e+000 , 1.51307e-001
4.15873e+000 , 1.56306e-001
4.17872e+000 , 1.60404e-001
4.19872e+000 , 1.63151e-001
4.21871e+000 , 1.64349e-001
4.23870e+000 , 1.63843e-001
4.25870e+000 , 1.61584e-001
4.27869e+000 , 1.57853e-001
4.29869e+000 , 1.53232e-001
4.31868e+000 , 1.48658e-001
4.33867e+000 , 1.44529e-001
4.35867e+000 , 1.40945e-001
4.37866e+000 , 1.37852e-001
4.39866e+000 , 1.35790e-001
4.41865e+000 , 1.35047e-001
4.43864e+000 , 1.35646e-001
4.45864e+000 , 1.37203e-001
4.47863e+000 , 1.39597e-001
4.49862e+000 , 1.42431e-001
4.51862e+000 , 1.44971e-001
4.53861e+000 , 1.46750e-001
4.55861e+000 , 1.47266e-001
4.57860e+000 , 1.46481e-001
4.59859e+000 , 1.44831e-001
4.61859e+000 , 1.43500e-001
4.63858e+000 , 1.43273e-001
4.65858e+000 , 1.44101e-001
4.67857e+000 , 1.45592e-001
4.69856e+000 , 1.47207e-001
4.71856e+000 , 1.48405e-001
4.73855e+000 , 1.48883e-001
4.75855e+000 , 1.48239e-001
4.77854e+000 , 1.46600e-001
4.79853e+000 , 1.44310e-001
4.81853e+000 , 1.41744e-001
4.83852e+000 , 1.38931e-001
4.85851e+000 , 1.35508e-001
4.87851e+000 , 1.31163e-001
4.89850e+000 , 1.26034e-001
4.91850e+000 , 1.20989e-001
4.93849e+000 , 1.17301e-001
4.95848e+000 , 1.15654e-001
4.97848e+000 , 1.15963e-001
4.99847e+000 , 1.18277e-001
5.01847e+000 , 1.22542e-001
5.03846e+000 , 1.28478e-001
5.05845e+000 , 1.35548e-001
5.07845e+000 , 1.42961e-001
5.09844e+000 , 1.50278e-001
5.11844e+000 , 1.57238e-001
5.13843e+000 , 1.63567e-001
5.15842e+000 , 1.68909e-001
5.17842e+000 , 1.73568e-001
5.19841e+000 , 1.77056e-001
5.21840e+000 , 1.79324e-001
5.23840e+000 , 1.80048e-001
5.25839e+000 , 1.79033e-001
5.27839e+000 , 1.76442e-001
5.29838e+000 , 1.72887e-001
5.31837e+000 , 1.68724e-001
5.33837e+000 , 1.64737e-001
5.35836e+000 , 1.61171e-001
5.37836e+000 , 1.58232e-001
5.39835e+000 , 1.55834e-001
5.41834e+000 , 1.53726e-001
5.43834e+000 , 1.51751e-001
5.45833e+000 , 1.49687e-001
5.47833e+000 , 1.47346e-001
5.49832e+000 , 1.45016e-001
5.51831e+000 , 1.42490e-001
5.53831e+000 , 1.39860e-001
5.55830e+000 , 1.37250e-001
5.57829e+000 , 1.34933e-001
5.59829e+000 , 1.33463e-001
5.61828e+000 , 1.33063e-001
5.63828e+000 , 1.33368e-001
5.65827e+000 , 1.33996e-001
5.67826e+000 , 1.34630e-001
5.69826e+000 , 1.34948e-001
5.71825e+000 , 1.35183e-001
5.73825e+000 , 1.35985e-001
5.75824e+000 , 1.37847e-001
5.77823e+000 , 1.40434e-001
5.79823e+000 , 1.43272e-001
5.81822e+000 , 1.45910e-001
5.83822e+000 , 1.48430e-001
5.85821e+000 , 1.50701e-001
5.87820e+000 , 1.52548e-001
5.89820e+000 , 1.53760e-001
5.91819e+000 , 1.54070e-001
5.93818e+000 , 1.53236e-001
5.95818e+000 , 1.51048e-001
5.97817e+000 , 1.47623e-001
5.99817e+000 , 1.42925e-001
6.01816e+000 , 1.37130e-001
6.03815e+000 , 1.31063e-001
6.05815e+000 , 1.26019e-001
6.07814e+000 , 1.23139e-001
6.09814e+000 , 1.22713e-001
6.11813e+000 , 1.24490e-001
6.13812e+000 , 1.28356e-001
6.15812e+000 , 1.33573e-001
6.17811e+000 , 1.39232e-001
6.19811e+000 , 1.44564e-001
6.21810e+000 , 1.49052e-001
6.23809e+000 , 1.52369e-001
6.25809e+000 , 1.54379e-001
6.27808e+000 , 1.55392e-001
6.29807e+000 , 1.55194e-001
6.31807e+000 , 1.53977e-001
6.33806e+000 , 1.52033e-001
6.35806e+000 , 1.49603e-001
6.37805e+000 , 1.47224e-001
6.39804e+000 , 1.45486e-001
6.41804e+000 , 1.44464e-001
6.43803e+000 , 1.43682e-001
6.45803e+000 , 1.42396e-001
6.47802e+000 , 1.40190e-001
6.49801e+000 , 1.37468e-001
6.51801e+000 , 1.34682e-001
6.53800e+000 , 1.32276e-001
6.55800e+000 , 1.30868e-001
6.57799e+000 , 1.30266e-001
6.59798e+000 , 1.30311e-001
6.61798e+000 , 1.30497e-001
6.63797e+000 , 1.31023e-001
6.65796e+000 , 1.31756e-001
6.67796e+000 , 1.32361e-001
6.69795e+000 , 1.32592e-001
6.71795e+000 , 1.32777e-001
6.73794e+000 , 1.33850e-001
6.75793e+000 , 1.36145e-001
6.77793e+000 , 1.38862e-001
6.79792e+000 , 1.41302e-001
6.81792e+000 , 1.43272e-001
6.83791e+000 , 1.44363e-001
6.85790e+000 , 1.44814e-001
6.87790e+000 , 1.44477e-001
6.89789e+000 , 1.43535e-001
6.91789e+000 , 1.42418e-001
6.93788e+000 , 1.40953e-001
6.95787e+000 , 1.39340e-001
6.97787e+000 , 1.37484e-001
6.99786e+000 , 1.35076e-001
7.01785e+000 , 1.32428e-001
7.03785e+000 , 1.30341e-001
7.05784e+000 , 1.29528e-001
7.07784e+000 , 1.30003e-001
7.09783e+000 , 1.31243e-001
7.11782e+000 , 1.32709e-001
7.13782e+000 , 1.34213e-001
7.15781e+000 , 1.35310e-001
7.17781e+000 , 1.36222e-001
7.19780e+000 , 1.37232e-001
7.21779e+000 , 1.38267e-001
7.23779e+000 , 1.38628e-001
7.25778e+000 , 1.37753e-001
7.27778e+000 , 1.35864e-001
7.29777e+000 , 1.33850e-001
7.31776e+000 , 1.32838e-001
7.33776e+000 , 1.33134e-001
7.35775e+000 , 1.34659e-001
7.37774e+000 , 1.37046e-001
7.39774e+000 , 1.39695e-001
7.41773e+000 , 1.41992e-001
7.43773e+000 , 1.43579e-001
7.45772e+000 , 1.44062e-001
7.47771e+000 , 1.43803e-001
7.49771e+000 , 1.42944e-001
7.51770e+000 , 1.41303e-001
7.53770e+000 , 1.38445e-001
7.55769e+000 , 1.34460e-001
7.57768e+000 , 1.29829e-001
7.59768e+000 , 1.25544e-001
7.61767e+000 , 1.22670e-001
7.63767e+000 , 1.21922e-001
7.65766e+000 , 1.23083e-001
7.67765e+000 , 1.25230e-001
7.69765e+000 , 1.27618e-001
7.71764e+000 , 1.29841e-001
7.73763e+000 , 1.31665e-001
7.75763e+000 , 1.33380e-001
7.77762e+000 , 1.35052e-001
7.79762e+000 , 1.36407e-001
7.81761e+000 , 1.37009e-001
7.83760e+000 , 1.36534e-001
7.85760e+000 , 1.35062e-001
7.87759e+000 , 1.33149e-001
7.89759e+000 , 1.31513e-001
7.91758e+000 , 1.30729e-001
7.93757e+000 , 1.31058e-001
7.95757e+000 , 1.32615e-001
7.97756e+000 , 1.35492e-001
7.99756e+000 , 1.39126e-001
8.01755e+000 , 1.42670e-001
8.03754e+000 , 1.45789e-001
8.05754e+000 , 1.48759e-001
8.07753e+000 , 1.51389e-001
8.09752e+000 , 1.53755e-001
8.11752e+000 , 1.55610e-001
8.13751e+000 , 1.56757e-001
8.15751e+000 , 1.57006e-001
8.17750e+000 , 1.56290e-001
8.19749e+000 , 1.54566e-001
8.21749e+000 , 1.51924e-001
8.23748e+000 , 1.48288e-001
8.25748e+000 , 1.43774e-001
8.27747e+000 , 1.38985e-001
8.29746e+000 , 1.34592e-001
8.31746e+000 , 1.31421e-001
8.33745e+000 , 1.29693e-001
8.35745e+000 , 1.29378e-001
8.37744e+000 , 1.29992e-001
8.39743e+000 , 1.31322e-001
8.41743e+000 , 1.33088e-001
8.43742e+000 , 1.35084e-001
8.45741e+000 , 1.36991e-001
8.47741e+000 , 1.38706e-001
8.49740e+000 , 1.39862e-001
8.51740e+000 , 1.40407e-001
8.53739e+000 , 1.40269e-001
8.55738e+000 , 1.39573e-001
8.57738e+000 , 1.38680e-001
8.59737e+000 , 1.38254e-001
8.61737e+000 , 1.38683e-001
8.63736e+000 , 1.39818e-001
8.65735e+000 , 1.41347e-001
8.67735e+000 , 1.42721e-001
8.69734e+000 , 1.43967e-001
8.71734e+000 , 1.45120e-001
8.73733e+000 , 1.45994e-001
8.75732e+000 , 1.46576e-001
8.77732e+000 , 1.46617e-001
8.79731e+000 , 1.45479e-001
8.81730e+000 , 1.42602e-001
8.83730e+000 , 1.38270e-001
8.85729e+000 , 1.33176e-001
8.87729e+000 , 1.28175e-001
8.89728e+000 , 1.23977e-001
8.91727e+000 , 1.21154e-001
8.93727e+000 , 1.20179e-001
8.95726e+000 , 1.21161e-001
8.97726e+000 , 1.23876e-001
8.99725e+000 , 1.27932e-001
9.01724e+000 , 1.32572e-001
9.03724e+000 , 1.36946e-001
9.05723e+000 , 1.40512e-001
9.07723e+000 , 1.43283e-001
9.09722e+000 , 1.45007e-001
9.11721e+000 , 1.45985e-001
9.13721e+000 , 1.46098e-001
9.15720e+000 , 1.45638e-001
9.17719e+000 , 1.44752e-001
9.19719e+000 , 1.43354e-001
9.21718e+000 , 1.41548e-001
9.23718e+000 , 1.39390e-001
9.25717e+000 , 1.37161e-001
9.27716e+000 , 1.35263e-001
9.29716e+000 , 1.33815e-001
9.31715e+000 , 1.32542e-001
9.33715e+000 , 1.31097e-001
9.35714e+000 , 1.29352e-001
9.37713e+000 , 1.27418e-001
9.39713e+000 , 1.25512e-001
9.41712e+000 , 1.24041e-001
9.43712e+000 , 1.23394e-001
9.45711e+000 , 1.23515e-001
9.47710e+000 , 1.24516e-001
9.49710e+000 , 1.26717e-001
9.51709e+000 , 1.30061e-001
9.53708e+000 , 1.33995e-001
9.55708e+000 , 1.37723e-001
9.57707e+000 , 1.40729e-001
9.59707e+000 , 1.43028e-001
9.61706e+000 , 1.44627e-001
9.63705e+000 , 1.45707e-001
9.65705e+000 , 1.46318e-001
9.67704e+000 , 1.46125e-001
9.69704e+000 , 1.45086e-001
9.71703e+000 , 1.43001e-001
9.73702e+000 , 1.39804e-001
9.75702e+000 , 1.36335e-001
9.77701e+000 , 1.33960e-001
9.79701e+000 , 1.33177e-001
9.81700e+000 , 1.33431e-001
9.83699e+000 , 1.34149e-001
9.85699e+000 , 1.34774e-001
9.87698e+000 , 1.34899e-001
9.89697e+000 , 1.34374e-001
9.91697e+000 , 1.33637e-001
9.93696e+000 , 1.33273e-001
9.95696e+000 , 1.33774e-001
9.97695e+000 , 1.34798e-001
9.99694e+000 , 1.35597e-001
