date [s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
0.4,6.44503e-07,2.47654e-06,1.05915e-06,-7.3377e-07,-9.69619e-07
0.41,1.13746e-07,1.97864e-06,7.24529e-07,-1.13512e-06,-1.18091e-06
0.42,1.07285e-06,2.90987e-06,1.03043e-06,-1.22226e-06,-1.28047e-06
0.43,1.63046e-06,3.71279e-06,1.06796e-06,-1.0684e-06,-2.07484e-06
0.44,1.31887e-06,3.68376e-06,9.27391e-07,-2.45282e-06,-1.32572e-06
0.45,2.40795e-06,4.97383e-06,1.65666e-06,-2.81207e-06,-1.48782e-06
0.46,2.24948e-06,3.9743e-06,1.46343e-06,-2.62417e-06,-1.25292e-06
0.47,2.5974e-06,4.33014e-06,1.8971e-06,-2.70723e-06,-9.60076e-07
0.48,3.60441e-06,5.9876e-06,2.82031e-06,-4.05783e-06,-2.19764e-06
0.49,4.75335e-06,7.24542e-06,3.37376e-06,-3.79635e-06,-2.75946e-06
0.5,6.15637e-06,9.89308e-06,3.63763e-06,-2.63724e-06,-1.82178e-06
0.51,9.4857e-06,1.2759e-05,2.5304e-06,-4.28722e-06,-3.17959e-06
0.52,1.30076e-05,1.56223e-05,3.87485e-06,2.30713e-06,-6.02245e-06
0.53,1.68896e-05,2.29461e-05,1.25809e-05,2.55884e-05,-1.01986e-05
0.54,1.58222e-05,4.17554e-05,3.8374e-06,4.85558e-05,-2.68946e-05
0.55,4.4883e-06,5.85827e-05,-7.43724e-06,6.01634e-05,-1.09609e-06
0.56,4.69048e-05,7.06206e-05,1.61106e-05,6.38758e-05,-1.02631e-05
0.57,-7.13266e-06,7.56109e-05,7.62432e-05,0.000106237,-1.10183e-05
0.58,6.9675e-06,0.000156481,0.000100645,5.94038e-06,-3.83754e-05
0.59,4.76066e-05,0.000205275,0.0001825,2.84096e-05,-0.000160001
0.6,0.000406191,0.000485237,0.000162349,7.50056e-05,-0.000289199
0.61,0.000441512,0.0008528,0.00045694,-0.000280401,-0.000720039
0.62,0.000643475,0.00112791,0.000528342,-0.000361621,-0.000618868
0.63,0.000532641,0.00129575,0.000546583,-0.000415565,-0.000257572
0.64,0.00127089,0.00211131,0.000715502,1.67758e-05,-0.000768896
0.65,0.00112277,0.00261359,0.00112422,5.65643e-05,-0.000615739
0.66,0.00137578,0.00256026,0.00172717,0.000852795,-0.000737963
0.67,0.00207966,0.00252846,0.0021387,0.00115885,-0.00065869
0.68,0.00217393,0.00367796,0.00217544,0.000876454,-0.00081386
0.69,0.0020433,0.00346254,0.00162162,0.000284981,-0.00337259
0.7,0.00170099,0.00357969,0.00171733,0.00132106,-0.00199815
0.71,0.00276703,0.00349096,0.00345328,0.000428292,-0.00176138
0.72,0.00385069,0.00215689,0.00288451,0.00227826,-0.00260348
0.73,0.0036739,0.00329198,0.00228703,0.00140406,-0.00280011
0.74,0.00186389,0.001567,0.00337832,0.00377856,-0.00109699
0.75,0.002357,0.00158067,0.00547883,0.00333861,0.00082777
0.76,0.00122807,0.00185115,0.00519637,0.0035793,0.00169034
0.77,-5.45367e-05,0.000872529,0.00540506,0.00469634,0.00373768
0.78,-0.000624472,0.000284119,0.00480727,0.00596504,0.00442756
0.79,-0.00158287,-0.00100922,0.00352386,0.0074638,0.00459024
0.8,-0.00325354,-0.00187469,0.00344673,0.0091325,0.00569758
0.81,-0.00496638,-0.00313184,0.00322531,0.0107438,0.00741119
0.82,-0.00647068,-0.00397553,0.00259515,0.0118164,0.0096282
0.83,-0.00749732,-0.00430678,0.00197633,0.0121233,0.0103143
0.84,-0.00781258,-0.00447844,0.00130494,0.0122454,0.0115971
0.85,-0.00796729,-0.00441965,0.00116522,0.0123633,0.0121498
0.86,-0.00538904,-0.00382436,0.00110185,0.0121535,0.0123148
0.87,0.00615945,-0.00470839,0.00578349,0.0121045,0.00478723
0.88,0.000880552,0.000971821,0.00242581,0.00859253,0.00489045
0.89,0.00121638,0.00318896,0.00398117,0.0103078,0.00568622
0.9,-0.00202066,-0.00416327,0.000351378,0.00586169,0.000937489
0.91,-0.00269402,-0.00339075,-0.00301864,0.00360785,0.00481636
0.92,0.000175242,-0.00597335,0.000154816,0.0107162,0.0062152
0.93,-0.00191471,-0.00191271,0.00426507,0.0132977,0.00835039
0.94,-0.00363066,-0.00522551,-0.00340469,0.00469994,0.0108286
0.95,-0.00466943,-0.00088819,-0.00356859,0.00906328,0.0156785
0.96,0.00261389,-0.000425048,-0.00575026,0.0150056,0.0104474
0.97,-0.00317976,-0.00253866,-0.00160195,0.0117898,0.0101436
0.98,-0.00452669,-0.00610912,0.00318535,0.0104536,0.0105977
0.99,0.0047384,-0.00287944,0.00146706,0.00653509,0.00789595
1,0.00486014,-0.00259052,0.00239107,0.0145561,0.00775379
1.01,0.00157287,-0.00543118,0.0047117,0.0147622,0.003809
1.02,0.0010808,-0.00816819,0.00588298,0.0143725,0.000207611
1.03,-0.00076983,-0.0127469,0.00573754,0.0156406,0.0031293
1.04,0.00102528,-0.0155298,0.00818172,0.0174989,0.00527435
1.05,-0.00145619,-0.0226956,0.0101107,0.0255922,0.00718277
1.06,-0.00492898,-0.0329137,0.0100867,0.0302041,0.0132765
1.07,-0.0101009,-0.0409405,0.0115299,0.0402396,0.0196047
1.08,-0.015101,-0.0447414,0.0088168,0.047063,0.0251478
1.09,-0.0188206,-0.0454885,0.0114315,0.0486539,0.0297867
1.1,-0.022021,-0.0463424,0.010502,0.0479564,0.032736
1.11,-0.0236204,-0.0450557,0.0115004,0.0483265,0.0346975
1.12,-0.024373,-0.0450469,0.00938151,0.047741,0.0364182
1.13,-0.0232272,-0.0431008,0.00865516,0.0506145,0.0358857
1.14,-0.0229262,-0.0468194,0.00847091,0.0496083,0.0358537
1.15,-0.0293826,-0.0497022,0.0103603,0.0447428,0.0394258
1.16,-0.023075,-0.0500376,0.0155012,0.0427444,0.0331466
1.17,-0.0245063,-0.0471826,0.032186,0.038011,0.0256967
1.18,-0.0184356,-0.032377,-0.00556624,0.020897,0.0213855
1.19,-0.0195721,-0.0365741,0.00728829,0.0279696,0.0183436
1.2,-0.0158991,-0.0361351,0.00710345,0.0340817,0.0204625
1.21,-0.0133297,-0.0319094,0.00506755,0.0282681,0.01555
1.22,0.000227847,-0.0307595,0.00815298,0.0386467,0.00602438
1.23,0.00155302,-0.0356068,0.00181108,0.0475832,0.0136002
1.24,-0.0104564,-0.0623594,-0.00491279,0.0574229,0.0139535
1.25,-0.00471287,-0.0816746,-0.00654454,0.0784201,0.0208713
1.26,-0.00762691,-0.0820021,-0.00995755,0.0621728,0.0147683
1.27,0.00444806,-0.0790562,-0.00853958,0.0724557,0.0022199
1.28,0.0108981,-0.0697898,-0.00372092,0.0655842,-0.00758838
1.29,0.0150564,-0.055031,-0.00493194,0.0482033,-0.0173001
1.3,0.0233172,-0.0282677,-0.00781939,0.0305478,-0.0253988
1.31,0.0304108,-0.0121554,-0.00308038,0.0191479,-0.0360595
1.32,0.040242,0.00616479,-0.00285494,-0.000243893,-0.0430637
1.33,0.0587828,0.0178157,-0.0037328,-0.00610187,-0.0617069
1.34,0.0796524,0.026081,-0.00242665,-0.0217027,-0.0767629
1.35,0.114941,0.0444842,-0.00220717,-0.0501631,-0.102475
1.36,0.13117,0.108174,-0.00313403,-0.100017,-0.125114
1.37,0.158227,0.176101,0.00649732,-0.152809,-0.149938
1.38,0.189288,0.244172,0.000309863,-0.222216,-0.159641
1.39,0.180872,0.307638,-0.146638,-0.283512,-0.173628
1.4,0.184871,0.355902,-0.0554728,-0.300246,-0.181025
1.41,0.207949,0.386165,0.0024442,-0.331451,-0.194251
1.42,0.203683,0.396759,0.00477563,-0.363792,-0.204275
1.43,0.20374,0.414067,0.0296563,-0.376782,-0.205737
1.44,0.20145,0.437479,0.0357109,-0.377099,-0.205601
1.45,0.195545,0.44311,0.0549851,-0.389926,-0.187868
1.46,0.17007,0.452677,0.0818067,-0.401551,-0.176606
1.47,0.155868,0.440943,0.126437,-0.396545,-0.173102
1.48,0.134695,0.43238,0.141754,-0.390041,-0.17017
1.49,0.125592,0.421913,0.146629,-0.379798,-0.154068
1.5,0.12048,0.383997,0.185637,-0.36077,-0.142659
1.51,0.11801,0.362424,0.17377,-0.342774,-0.13257
1.52,0.102674,0.334273,0.176138,-0.336045,-0.11982
1.53,0.104844,0.310846,0.146665,-0.311075,-0.106932
1.54,0.105058,0.296377,0.129203,-0.306306,-0.0960984
1.55,0.100316,0.279274,0.134201,-0.289907,-0.0945128
1.56,0.101422,0.269088,0.148029,-0.283301,-0.0930091
1.57,0.10684,0.264653,0.153526,-0.285563,-0.103188
1.58,0.103416,0.268075,0.134696,-0.304129,-0.105153
1.59,0.110839,0.26355,0.15942,-0.307802,-0.118694
1.6,0.125899,0.263536,0.148162,-0.321807,-0.126922
1.61,0.128496,0.262879,0.110324,-0.350589,-0.149805
1.62,0.133258,0.271958,0.091259,-0.370459,-0.158336
1.63,0.137107,0.280978,0.108595,-0.382537,-0.168368
1.64,0.140808,0.29484,0.0137824,-0.387336,-0.161118
1.65,0.152436,0.300276,0.000724191,-0.384622,-0.155075
1.66,0.141144,0.312655,-0.0470135,-0.361173,-0.167689
1.67,0.139312,0.31455,-0.0921264,-0.323959,-0.154015
1.68,0.119171,0.265995,-0.108096,-0.266858,-0.143268
1.69,0.101783,0.195235,-0.147436,-0.196993,-0.12565
1.7,0.0875005,0.0887026,-0.179829,-0.126105,-0.0940841
1.71,0.0661241,-0.0182253,-0.189886,-0.053914,-0.0688929
1.72,0.0545642,-0.0981046,-0.191924,0.0115082,-0.0488506
1.73,0.0406847,-0.148396,-0.2189,0.0568497,-0.0371846
1.74,0.0345385,-0.150574,-0.20391,0.0708906,-0.0397411
1.75,0.0371286,-0.12241,-0.178398,0.0532726,-0.0453701
1.76,0.0520844,-0.0971681,-0.130616,0.0175193,-0.0507582
1.77,0.0642318,-0.0335364,-0.236933,-0.0201553,-0.0707672
1.78,0.0761805,0.00568366,-0.0416449,-0.0701269,-0.0856705
1.79,0.0912369,0.0601989,-0.056653,-0.119314,-0.101213
1.8,0.107208,0.0928274,-0.0281251,-0.172452,-0.109167
1.81,0.119389,0.115255,-0.055807,-0.206787,-0.117924
1.82,0.126342,0.132064,-0.0608421,-0.229682,-0.115389
1.83,0.121167,0.144075,-0.0485999,-0.246094,-0.105263
1.84,0.099195,0.155512,-0.0497631,-0.246865,-0.0872213
1.85,0.0791413,0.153108,-0.043913,-0.238233,-0.0717611
1.86,0.0586562,0.148072,-0.0279921,-0.233624,-0.052326
1.87,0.0338725,0.145042,0.00478387,-0.201842,-0.0388011
1.88,0.0205266,0.135113,0.0423238,-0.146575,-0.0343293
1.89,0.0124514,0.118888,0.112668,-0.127502,-0.0304449
1.9,0.0161852,0.107724,0.159656,-0.12109,-0.0262658
1.91,0.0143128,0.14264,0.181038,-0.108575,-0.0278301
1.92,0.0150068,0.163881,0.197261,-0.117627,-0.0274382
1.93,0.0124765,0,0.206102,-0.11319,-0.0228213
1.94,0.0146484,0,0.219884,-0.129737,-0.0250031
1.95,0.0174933,0,0.252197,-0.144673,-0.0275546
1.96,0.0179313,0.173727,0.265175,-0.111312,-0.0282375
1.97,0.0245183,0.177856,0.253186,0.0223294,-0.0341462
1.98,0.0309886,0.150893,0.245753,0.00668432,-0.0336433
1.99,0.0395564,0.156085,0.241288,0.0139629,-0.0326578
2,0.0379811,0.149023,0.236208,-0.00488987,-0.0285475
2.01,0.0504372,0.181135,0.224533,-0.0164812,-0.0299152
2.02,0.0559155,0.238129,0.212105,-0.0461256,-0.0359546
2.03,0.0898798,0.230616,0.196769,-0.0847561,-0.0642856
2.04,0.125662,0.206722,0.149679,-0.112971,-0.0827342
2.05,0.125795,0.157968,0.115247,-0.143891,-0.102971
2.06,0.127094,0.0954059,0.0666729,-0.152451,-0.120562
2.07,0.134591,0.054183,-0.10957,-0.127159,-0.153254
2.08,0.147318,0.120595,-0.262011,-0.0893511,-0.143237
2.09,0.170278,0.10968,-0.340348,-0.0858381,-0.140404
2.1,0.162737,0.0459991,-0.392904,-0.0494487,-0.154234
2.11,0.152725,-0.124382,-0.358769,-0.0640409,-0.121401
2.12,0.107983,-0.230953,-0.104025,-0.0835096,-0.131166
2.13,0.093762,-0.189572,0.180067,-0.140127,-0.116897
2.14,0.0867784,-0.0750287,0.226343,-0.16813,-0.0971467
2.15,0.0541631,0.0353562,0.159211,-0.189262,-0.122488
2.16,0.060841,0.0636903,-0.111264,-0.195845,-0.102346
2.17,0.0510988,0.0580989,-0.363335,-0.245157,-0.0983928
2.18,0.0317145,-0.0186516,-0.537249,-0.241699,-0.115347
2.19,0.0112874,-0.24406,-0.670684,-0.239298,-0.097471
2.2,-0.00155513,-0.421261,-0.654121,-0.227189,-0.0907978
2.21,-0.015645,-0.454597,-0.585343,-0.231863,-0.1107
2.22,0.0256238,-0.452016,-0.586791,-0.243124,-0.128432
2.23,0.0521655,-0.436229,-0.567654,-0.260894,-0.164632
2.24,0.0781288,-0.449239,-0.538294,-0.283073,-0.168108
2.25,0.0776772,-0.419788,-0.524691,-0.320206,-0.158463
2.26,0.0547821,-0.399665,-0.486585,-0.357252,-0.166877
2.27,0.0630501,-0.322609,-0.505321,-0.377539,-0.184401
2.28,0.0661878,-0.231574,-0.517904,-0.407979,-0.19094
2.29,0.103379,-0.203109,-0.568511,-0.435168,-0.207743
2.3,0.091604,-0.155596,-0.594228,-0.461414,-0.210456
2.31,0.0858606,-0.120467,-0.57049,-0.468309,-0.207177
2.32,0.0864759,-0.124825,-0.517799,-0.464441,-0.215771
2.33,0.101138,-0.112325,-0.494144,-0.459675,-0.208929
2.34,0.106389,-0.0987962,-0.50902,-0.437168,-0.197355
2.35,0.116363,-0.0764178,-0.522027,-0.399839,-0.187292
2.36,0.124558,-0.0251346,-0.556146,-0.392243,-0.19019
2.37,0.139194,0.033514,-0.577509,-0.384101,-0.184353
2.38,0.139951,0.0997122,-0.56872,-0.387546,-0.176293
2.39,0.136361,0.157428,-0.489368,-0.389649,-0.170317
2.4,0.134793,0.204028,-0.377753,-0.383364,-0.173002
2.41,0.129674,0.226054,-0.212774,-0.375338,-0.175188
2.42,0.108001,0.236395,-0.0662804,-0.358475,-0.179504
2.43,0.0937618,0.226351,0.0836168,-0.340566,-0.179581
2.44,0.0784374,0.223779,0.182845,-0.314621,-0.173869
2.45,0.0580209,0.217562,0.291842,-0.268097,-0.161108
2.46,0.0316663,0.204062,0.350742,-0.173363,-0.158783
2.47,0.027898,0.18792,0.45857,-0.0612308,-0.177041
2.48,0.0320511,0.206761,0.504231,0.0808238,-0.170812
2.49,0.0453911,0.171153,0.533271,0.150272,-0.17254
2.5,0.0197194,0.156796,0.588817,0.152039,-0.161839
2.51,0.0394716,0.147972,0.551186,0.134583,-0.143777
2.52,0.045791,0.170912,0.405318,0.11218,-0.0998893
2.53,0.0534682,0.144181,0.310887,0.0645494,-0.0824137
2.54,0.0351529,0.093776,0.269643,0.0250347,-0.0799288
2.55,0.0494668,0.0414456,0.254084,-0.00806064,-0.0841938
2.56,0.0208516,-0.0136347,0.247029,-0.0584502,-0.0785206
2.57,-0.0192992,-0.0301532,0.136679,-0.106172,-0.079617
2.58,-0.0478613,0.0232518,-0.0404865,-0.151334,-0.074326
2.59,-0.0791539,0.048345,-0.180965,-0.189189,-0.08078
2.6,-0.0914026,0.136264,-0.338194,-0.218571,-0.0740497
2.61,-0.0892665,0.112914,-0.425686,-0.23768,-0.0601282
2.62,-0.0757537,-0.0509367,-0.50916,-0.237994,-0.041857
2.63,-0.0720224,-0.26612,-0.550043,-0.234048,-0.0258684
2.64,-0.0595851,-0.336672,-0.539576,-0.205941,-0.00611559
2.65,-0.0300106,-0.331208,-0.475523,-0.200625,-0.0137923
2.66,-0.0431742,-0.238521,-0.427956,-0.191201,-0.00933512
2.67,-0.0275895,-0.149046,-0.439151,-0.174798,-0.00735909
2.68,-0.0284677,-0.0615395,-0.41881,-0.15033,-0.0131629
2.69,-0.00329729,0.0594674,-0.361378,-0.138936,-0.0168319
2.7,0.00229364,0.148894,-0.16771,-0.125237,-0.0260613
2.71,-0.00165615,0.229375,-0.0486758,-0.109308,-0.0339396
2.72,0.041134,0.266426,0.12972,-0.105419,-0.0304924
2.73,0.0581455,0.273736,0.171083,-0.0827585,-0.0384779
2.74,0.067279,0.247306,0.187731,-0.0133696,-0.027391
2.75,0.0526412,0.219364,0.181059,0.0323813,-0.024128
2.76,0.0457393,0.218236,0.16893,0.0607138,-0.0230079
2.77,0.0400342,0.264356,0.101691,0.0855398,-0.0094178
2.78,0.0280249,0.28935,0.0100583,0.0886141,-0.00261701
2.79,0.0220651,0.319552,-0.046885,0.0724075,0.00115518
2.8,0.017119,0.284968,-0.0954861,0.0597852,-0.00752196
2.81,0.0206625,0.287171,-0.16864,0.0488954,-0.0050683
2.82,0.0306136,0.27296,-0.21995,0.041676,-0.00246145
2.83,0.0351879,0.236032,-0.220761,0.0433678,-0.00461538
2.84,0.0446354,0.209029,-0.206898,0.0377837,-0.0329238
2.85,0.0697182,0.163492,-0.168476,0.0251491,-0.033192
2.86,0.0870337,0.143893,-0.064591,0.0145324,-0.030991
2.87,0.10917,0.132934,0.0564541,-0.00216695,-0.0586534
2.88,0.105922,0.133139,0.175794,-0.0215114,-0.065167
2.89,0.102703,0.146501,0.277432,0.0182258,-0.0736904
2.9,0.0847413,0.120592,0.343801,0.0764695,-0.0906728
2.91,0.0838227,0.0780288,0.385794,0.145222,-0.0847507
2.92,0.0529354,0.0565159,0.373177,0.189281,-0.0836001
2.93,0.0405965,0.0434049,0.266244,0.150535,-0.0559591
2.94,0.0681081,0.0959562,0.0749961,0.0813919,-0.0558392
2.95,0.0769327,0.173554,-0.162785,0.0273955,-0.0597793
2.96,0.101932,0.189379,-0.323321,-0.0223216,-0.052753
2.97,0.12467,0.11177,-0.40469,-0.0218903,-0.0577357
2.98,0.157007,0.0442019,-0.275071,-0.0356805,-0.0533238
2.99,0.177263,0.105179,-0.00396331,-0.0536118,-0.0658288
3,0.188973,0.278488,0.204217,-0.0933811,-0.0902413
3.01,0.198336,0.352156,0.330866,-0.137357,-0.129775
3.02,0.189776,0.374395,0.333537,-0.197537,-0.154023
3.03,0.199526,0.416235,0.1102,-0.189672,-0.172616
3.04,0.196622,0.420825,-0.109243,-0.243854,-0.174411
3.05,0.186074,0.344982,-0.265029,-0.325671,-0.180599
3.06,0.171872,0.218544,-0.417898,-0.344632,-0.18328
3.07,0.155878,0.103012,-0.518911,-0.400647,-0.175576
3.08,0.134394,0.0263473,-0.606418,-0.457847,-0.17692
3.09,0.116673,-0.0247022,-0.679907,-0.475211,-0.172167
3.1,0.111573,-0.0982265,-0.709908,-0.48074,-0.180708
3.11,0.109265,-0.135137,-0.72758,-0.476194,-0.182982
3.12,0.104849,-0.256774,-0.696816,-0.475251,-0.188697
3.13,0.102936,-0.272558,-0.688369,-0.455593,-0.190025
3.14,0.111886,-0.297623,-0.693122,-0.437793,-0.187196
3.15,0.118548,-0.372248,-0.65935,-0.424524,-0.191083
3.16,0.107617,-0.428227,-0.649021,-0.415117,-0.196771
3.17,0.0925875,-0.425437,-0.642393,-0.405187,-0.196944
3.18,0.0634859,-0.447911,-0.621085,-0.402339,-0.197053
3.19,0.0308587,-0.46408,-0.608227,-0.382657,-0.195294
3.2,-0.0481461,-0.498086,-0.599832,-0.366329,-0.176626
3.21,-0.0660522,-0.551284,-0.602567,-0.34972,-0.173985
3.22,-0.0713577,-0.543793,-0.593956,-0.328671,-0.184207
3.23,-0.0867628,-0.454219,-0.580292,-0.303109,-0.178675
3.24,-0.0884532,-0.261452,-0.578583,-0.274956,-0.170093
3.25,-0.05214,-0.155564,-0.583218,-0.237921,-0.18647
3.26,-0.0167612,-0.0880408,-0.605863,-0.196675,-0.189312
3.27,0.0194627,-0.00246281,-0.514945,-0.142926,-0.178756
3.28,0.0569116,0.106717,-0.353125,-0.0974004,-0.137219
3.29,0.0770616,0.228991,0.00934635,-0.0838444,-0.156033
3.3,0.094438,0.340798,0.0551256,-0.111951,-0.139574
3.31,0.108505,0.393039,-0.0207508,-0.128469,-0.147545
3.32,0.109188,0.35972,-0.152888,-0.0897914,-0.142222
3.33,0.103061,0.280812,-0.246203,-0.0612364,-0.108274
3.34,0.109642,0.171695,-0.281759,-0.027975,-0.0482643
3.35,0.107413,0.0961936,-0.314387,-0.0502199,-0.0277548
3.36,0.106045,0.0570558,-0.363166,-0.150775,-0.047743
3.37,0.103715,0.0252993,-0.354665,-0.272454,-0.0767888
3.38,0.106643,0.0232672,-0.387089,-0.287512,-0.0966358
3.39,0.113834,0.024756,-0.39583,-0.317346,-0.0890525
3.4,0.121852,0.0401864,-0.407515,-0.300745,-0.0728863
3.41,0.130749,0.0533312,-0.422188,-0.287035,-0.050304
3.42,0.135829,0.0724769,-0.428193,-0.274637,-0.0346799
3.43,0.150112,0.101115,-0.374664,-0.282536,-0.0314721
3.44,0.160091,0.133781,-0.350762,-0.264356,-0.0406784
3.45,0.170694,0.166593,-0.37634,-0.236247,-0.0296441
3.46,0.171444,0.20271,-0.279969,-0.225719,-0.0385479
3.47,0.164346,0.228217,-0.122824,-0.196864,-0.0463177
3.48,0.147389,0.22799,0.131587,-0.176867,-0.0520282
3.49,0.126842,0.223634,0.376916,-0.103841,-0.0509145
3.5,0.123409,0.230526,0.432776,0.0909745,-0.06655
3.51,0.10548,0.225779,0.490399,0.221765,-0.102025
3.52,0.10691,0.211418,0.579951,0.337586,-0.0291535
3.53,0.116283,0.216025,0.619042,0.434992,0.0973302
3.54,0.0931936,0.219355,0.610111,0.377461,0.0628895
3.55,0.0884698,0.207684,0.564192,0.324313,0.0148416
3.56,0.07558,0.179713,0.500267,0.2796,-0.00917371
3.57,0.0782401,0.170327,0.501756,0.219299,-0.0270046
3.58,0.0895426,0.184178,0.470332,0.190089,-0.034761
3.59,0.103475,0.210511,0.525575,0.14606,-0.0365945
3.6,0.109596,0.260102,0.725675,0.104506,-0.037786
3.61,0.127722,0.309513,0.874596,0.151342,-0.0345554
3.62,0.13811,0.353819,0.870332,0.365332,-0.0334579
3.63,0.144659,0.379092,0.875243,0.525464,-0.0227584
3.64,0.160239,0.414299,0.834039,0.625455,-0.0015725
3.65,0.171491,0.439821,0.798038,0.699458,0.102094
3.66,0.171433,0.457354,0.786914,0.747796,0.32575
3.67,0.199429,0.464908,0.766384,0.833212,0.429294
3.68,0.205873,0.476797,0.786056,0.902793,0.382611
3.69,0.214342,0.477202,0.795645,0.887304,0.196249
3.7,0.209975,0.472972,0.807463,0.805987,0.0831065
3.71,0.214979,0.461902,0.835948,0.698093,0.0320224
3.72,0.221932,0.444344,0.822705,0.628101,0.00896625
3.73,0.224624,0.414549,0.807376,0.543103,-0.0168561
3.74,0.229964,0.384219,0.795874,0.365082,-0.0425948
3.75,0.211558,0.348521,0.753635,0.202483,-0.0700415
3.76,0.203063,0.311368,0.667753,0.0142504,-0.0937705
3.77,0.203698,0.276604,0.574214,-0.187343,-0.109745
3.78,0.2056,0.282781,0.524858,-0.327976,-0.108497
3.79,0.198009,0.265307,0.509257,-0.326383,-0.104862
3.8,0.205489,0.258177,0.522599,-0.27785,-0.0974482
3.81,0.201111,0.271747,0.563431,-0.141396,-0.102828
3.82,0.193924,0.290493,0.595251,0.0224024,-0.0971176
