date [s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <01>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <02>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <03>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <04>) [m/s],Average:Average of Translational X-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
7.99,0.0512438,0.173481,-0.5493,-0.373567,-0.165791
8,0.0603623,0.239095,-0.307941,-0.369704,-0.172094
8.01,0.066811,0.296031,0.00510062,-0.326047,-0.15775
8.02,0.0656312,0.346843,0.31607,-0.237298,-0.177131
8.03,0.0661208,0.360682,0.567686,-0.0436159,-0.194799
8.04,0.0664187,0.354418,0.743387,0.13527,-0.193412
8.05,0.0638526,0.331734,0.70893,0.19903,-0.200553
8.06,0.0613469,0.319584,0.598169,0.0729354,-0.176948
8.07,0.057836,0.314246,0.396153,-0.12376,-0.157435
8.08,0.0599445,0.328784,0.240221,-0.255738,-0.146185
8.09,0.0559525,0.347871,0.0635661,-0.303948,-0.148456
8.1,0.0600165,0.350106,-0.00789428,-0.335218,-0.137853
8.11,0.0609697,0.357412,-0.0741884,-0.318606,-0.139705
8.12,0.0589249,0.350973,-0.139546,-0.282621,-0.132956
8.13,0.0598416,0.37229,-0.165408,-0.255286,-0.124674
8.14,0.0641048,0.352851,-0.151257,-0.227657,-0.114515
8.15,0.0606675,0.307156,-0.167857,-0.205175,-0.10614
8.16,0.0579936,0.276789,-0.152471,-0.205917,-0.0960378
8.17,0.0580742,0.261673,-0.157897,-0.198527,-0.0990078
8.18,0.0628373,0.24265,-0.137927,-0.194841,-0.101001
8.19,0.0672388,0.227865,-0.122367,-0.196778,-0.0898414
8.2,0.0634214,0.214518,-0.125898,-0.162496,-0.0692933
8.21,0.0769244,0.215239,-0.127667,-0.137835,-0.0550032
8.22,0.0854263,0.193301,-0.119247,-0.105059,-0.0415177
8.23,0.0888613,0.214722,-0.141568,-0.0790154,-0.0348155
8.24,0.101063,0.241427,-0.132436,-0.0609531,0.00724137
8.25,0.0982576,0.245088,-0.118008,-0.0457501,0.0163936
8.26,0.0777144,0.245548,-0.0740886,-0.0434981,0.0369937
8.27,0.0824871,0.264698,-0.0195846,-0.0275545,0.0633848
8.28,0.0794778,0.288586,0.0820859,0.00144546,0.0585734
8.29,0.0615625,0.332986,0.241991,0.0644011,0.048135
8.3,0.0635061,0.350653,0.362281,0.139423,0.041201
8.31,0.0519938,0.307549,0.475271,0.275401,0.0593548
8.32,0.0414015,0.268722,0.532483,0.402531,0.0873804
8.33,0.0280698,0.213314,0.56927,0.436755,0.124147
8.34,0.0131707,0.154385,0.54795,0.428624,0.0150884
8.35,-0.00587713,0.095595,0.485996,0.345723,-0.0655
8.36,-0.0224205,0.0515508,0.422302,0.295306,-0.0672876
8.37,-0.0329237,0.021222,0.411574,0.275634,-0.066279
8.38,-0.0387538,0.00217963,0.40297,0.237199,-0.0674394
8.39,-0.0384546,-0.00869577,0.366732,0.210873,-0.0653674
8.4,-0.0366493,-0.0120987,0.34046,0.194,-0.0648109
8.41,-0.0282779,-0.017991,0.308818,0.160748,-0.0614671
8.42,-0.0190872,-0.0171856,0.286756,0.0931856,-0.0575146
8.43,-0.00645653,-0.00778845,0.286491,0.0553742,-0.0474664
8.44,0.00923562,-0.00102283,0.275518,0.00304643,-0.0370265
8.45,0.026285,0.0077857,0.272019,-0.0135121,-0.0176408
8.46,0.0484054,0.0138502,0.2442,-0.0425566,-0.00516674
8.47,0.0783063,0.0281481,0.197295,-0.0670144,0.00203486
8.48,0.100756,0.0603494,0.248262,-0.073318,0.00511414
8.49,0.110507,0.108193,0.264039,-0.109353,0.00568901
8.5,0.122662,0.182563,0.525968,-0.117307,0.000721111
8.51,0.125894,0.228928,0.563026,0.130697,-0.00564258
8.52,0.137747,0.25934,0.499401,0.32135,-0.0234147
8.53,0.154307,0.286321,0.375861,0.284276,-0.0387923
8.54,0.171226,0.30444,0.296545,0.190715,-0.0360995
8.55,0.174496,0.31602,0.387577,0.0579783,-0.0107642
8.56,0.183756,0.341825,0.399645,-0.0448946,0.0220497
8.57,0.174085,0.354722,0.427144,-0.139123,0.0148978
8.58,0.180081,0.386893,0.394781,-0.320009,-0.037204
8.59,0.185691,0.419487,-0.0609544,-0.264724,-0.0423191
8.6,0.189936,0.370324,-0.281549,-0.20906,-0.0521286
8.61,0.18632,0.259284,-0.261599,-0.197162,-0.0433683
8.62,0.17943,0.233858,-0.218539,-0.189889,-0.0384127
8.63,0.156783,0.310554,-0.181559,-0.202909,-0.0353919
8.64,0.135018,0.320272,-0.181361,-0.204349,-0.0369158
8.65,0.122322,0.331219,-0.209307,-0.211535,-0.0369426
8.66,0.112795,0.325314,-0.28893,-0.218129,-0.0404642
8.67,0.102532,0.323563,-0.367395,-0.2096,-0.0411308
8.68,0.0981103,0.324725,-0.452226,-0.218427,-0.0429306
8.69,0.102838,0.0216066,-0.53101,-0.230423,-0.0438044
8.7,0.0997821,-0.367208,-0.60903,-0.228586,-0.0478846
8.71,0.102924,-0.560768,-0.677788,-0.245375,-0.0506439
8.72,0.107491,-0.656148,-0.679687,-0.236331,-0.0537844
8.73,0.103916,-0.718228,-0.590349,-0.232954,-0.0577407
8.74,0.0903499,-0.742975,-0.562893,-0.234622,-0.0603491
8.75,0.0398573,-0.73088,-0.525151,-0.236853,-0.0619813
8.76,-0.202719,-0.702119,-0.488141,-0.228621,-0.059735
8.77,-0.329206,-0.675822,-0.458184,-0.223821,-0.0606227
8.78,-0.362155,-0.65775,-0.415639,-0.208982,-0.0568797
8.79,-0.351548,-0.582536,-0.368272,-0.181489,-0.055865
8.8,-0.307849,-0.614156,-0.348233,-0.160371,-0.0518508
8.81,-0.243392,-0.557427,-0.31218,-0.137901,-0.0459537
8.82,-0.14952,-0.521573,-0.30239,-0.114472,-0.0400244
8.83,-0.0780618,-0.513297,-0.291708,-0.108285,-0.0344544
8.84,0.0034705,-0.501021,-0.292371,-0.0946845,-0.0291405
8.85,0.0315436,-0.476107,-0.283013,-0.085052,-0.0289596
8.86,0.0332307,-0.439658,-0.271476,-0.077471,-0.0230378
8.87,0.0616336,-0.398457,-0.273935,-0.0621455,-0.0177224
8.88,0.0699498,-0.190971,-0.259954,-0.0489205,-0.0134831
8.89,0.0557552,-0.0241048,-0.264872,-0.041153,-0.00443556
8.9,0.0723087,0.132271,-0.254098,-0.0407312,0.00226492
8.91,0.0869033,0.142182,-0.0766195,-0.026614,0.00563478
8.92,0.1003,0.191096,0.172276,-0.00284358,0.004083
8.93,0.106756,0.204037,0.275462,-0.00783307,-0.00640306
8.94,0.106851,0.158746,0.332224,-0.0180095,-0.0431871
8.95,0.118483,0.0988879,0.362774,0.0543013,-0.0787212
8.96,0.123252,0.0925555,0.336436,0.103371,-0.12777
8.97,0.117579,0.105777,0.262781,0.13905,-0.153174
8.98,0.123194,0.159568,0.107011,0.109053,-0.192436
8.99,0.135802,0.0986883,-0.0508143,0.0813962,-0.185191
9,0.160748,0.0410349,-0.165013,0.0544031,-0.19174
9.01,0.167999,-0.0588637,-0.240832,-0.013144,-0.191061
9.02,0.191838,-0.0142217,-0.315925,-0.0995053,-0.192137
9.03,0.203862,0.00239573,-0.429804,-0.233979,-0.193113
9.04,0.175542,0.111291,-0.548156,-0.383496,-0.198838
9.05,0.172701,0.145315,-0.540503,-0.507555,-0.202967
9.06,0.176992,0.223473,-0.369853,-0.604537,-0.212739
9.07,0.153166,0.337095,-0.212593,-0.622216,-0.200713
9.08,0.138798,0.419515,-0.136622,-0.628935,-0.185518
9.09,0.144665,0.436437,-0.0749639,-0.601378,-0.164064
9.1,0.154821,0.441097,-0.0751555,-0.557202,-0.15415
9.11,0.15859,0.42049,-0.138111,-0.519826,-0.129165
9.12,0.152609,0.42129,-0.19987,-0.460725,-0.121319
9.13,0.148025,0.431153,-0.220391,-0.425244,-0.110317
9.14,0.134847,0.414321,-0.20638,-0.392714,-0.0981228
9.15,0.120548,0.390153,-0.220499,-0.349387,-0.0861493
9.16,0.113319,0.409849,-0.231757,-0.329308,-0.085494
9.17,0.111071,0.369331,-0.196428,-0.311291,-0.0798875
9.18,0.106941,0.311239,-0.227075,-0.288893,-0.0721505
9.19,0.102268,0.227668,-0.198937,-0.287543,-0.0653262
9.2,0.102359,0.156834,-0.183349,-0.283601,-0.0607697
9.21,0.101147,0.132173,-0.132038,-0.288085,-0.0599702
9.22,0.102931,0.152324,-0.13778,-0.288888,-0.0622984
9.23,0.109171,0.169556,-0.0897463,-0.300346,-0.0756242
9.24,0.109239,0.1969,-0.0725086,-0.28294,-0.0827783
9.25,0.111934,0.229083,-0.0643086,-0.27154,-0.096295
9.26,0.110353,0.265846,-0.0172647,-0.273867,-0.102047
9.27,0.116903,0.303075,-0.0421516,-0.258695,-0.117522
9.28,0.124214,0.355604,-0.0373226,-0.254769,-0.13921
9.29,0.138325,0.408832,-0.0034329,-0.259977,-0.165744
9.3,0.155061,0.421074,-0.0192943,-0.252361,-0.176235
9.31,0.167765,0.438579,0.0142075,-0.253298,-0.179088
9.32,0.163169,0.45783,0.121653,-0.262708,-0.196347
9.33,0.146076,0.435078,0.101616,-0.268052,-0.166019
9.34,0.12802,0.365041,0.0122564,-0.203764,-0.135295
9.35,0.0610475,0.28024,0.0368847,-0.119165,-0.126093
9.36,0.0480775,0.209618,0.104795,-0.0973222,-0.116342
9.37,0.0329703,0.15654,0.0816089,-0.121406,-0.11843
9.38,0.0251543,0.141116,-0.067626,-0.14429,-0.137677
9.39,0.0290561,0.128604,-0.381587,-0.184659,-0.0870629
9.4,0.0550061,0.099753,-0.591883,-0.196116,-0.0651785
9.41,0.0665596,-0.00567406,-0.65584,-0.141547,-0.0501688
9.42,0.0871731,-0.0237529,-0.669289,-0.151939,-0.0305463
9.43,0.0958094,0.000626582,-0.698483,-0.175783,0.0189493
9.44,0.0999731,0.00555225,-0.617124,-0.198112,0.0319184
9.45,0.101379,0.0303196,-0.61632,-0.220537,0.0188331
9.46,0.0997537,0.0465373,-0.616906,-0.239317,0.0041364
9.47,0.0945867,0.0601623,-0.587087,-0.236005,-0.00880509
9.48,0.0882843,0.0664348,-0.557006,-0.222954,-0.00735724
9.49,0.0894442,0.0830402,-0.534789,-0.209686,-0.00571308
9.5,0.086906,0.107203,-0.526098,-0.187744,-0.000948175
9.51,0.087104,0.128696,-0.446404,-0.158496,0.000855452
9.52,0.0889261,0.126054,-0.426406,-0.138527,0.0053424
9.53,0.0890264,0.149646,-0.332172,-0.117234,0.00289394
9.54,0.0851597,0.16399,-0.256893,-0.11696,-0.00386345
9.55,0.0766817,0.173301,-0.133188,-0.0949329,-0.014002
9.56,0.0757051,0.164342,-0.107202,-0.0966436,-0.0231499
9.57,0.0727649,0.138118,-0.118317,-0.103845,-0.0421846
9.58,0.0760237,0.0852708,-0.117008,-0.17559,-0.0623889
9.59,0.0858795,0.030007,-0.137644,-0.171694,-0.0817936
9.6,0.0899604,-0.0507441,-0.10661,-0.145504,-0.105518
9.61,0.0966432,-0.100532,-0.116243,-0.0338657,-0.102662
9.62,0.106072,-0.116988,-0.146573,-0.00122208,-0.0860624
9.63,0.0774953,-0.0901835,-0.216913,-0.131837,-0.0697653
9.64,0.0838087,-0.0285208,-0.206485,-0.212517,-0.0652015
9.65,0.0683347,0.0976682,-0.153444,-0.225009,-0.0864098
9.66,0.0846092,0.156736,0.0300888,-0.245768,-0.107842
9.67,0.0880751,0.245078,0.213443,-0.266954,-0.14528
9.68,0.115135,0.332281,0.407773,-0.339506,-0.185917
9.69,0.131154,0.373355,0.454232,-0.270053,-0.232636
9.7,0.133967,0.411037,0.516375,-0.0239462,-0.237458
9.71,0.117499,0.415822,0.541443,-0.00990431,-0.224534
9.72,0.10507,0.381534,0.551868,-0.0888726,-0.218109
9.73,0.100857,0.342154,0.551356,-0.217606,-0.205559
9.74,0.0977311,0.309229,0.554121,-0.219064,-0.176985
9.75,0.0961724,0.287802,0.53142,-0.189722,-0.160056
9.76,0.0948665,0.281237,0.519921,-0.204211,-0.156784
9.77,0.0903415,0.292898,0.530388,-0.183411,-0.137895
9.78,0.0920073,0.315647,0.489894,-0.222323,-0.133947
9.79,0.0930553,0.358503,0.4358,-0.263334,-0.136685
9.8,0.0974187,0.375544,0.321576,-0.284895,-0.140928
9.81,0.0987512,0.399495,0.175452,-0.279315,-0.134693
9.82,0.0934238,0.402987,0.0257433,-0.289886,-0.13596
9.83,0.0909391,0.396975,0.00465623,-0.313094,-0.136847
9.84,0.0882923,0.40236,-0.0188112,-0.309722,-0.133063
9.85,0.0883113,0.398752,-0.124323,-0.322445,-0.120553
9.86,0.0867623,0.372297,-0.153297,-0.32125,-0.117909
9.87,0.0839047,0.353295,-0.18071,-0.314329,-0.111474
9.88,0.0864857,0.369737,-0.21113,-0.288833,-0.105263
9.89,0.0899421,0.364393,-0.268289,-0.268095,-0.101405
9.9,0.0989448,0.360809,-0.265468,-0.249893,-0.0879602
9.91,0.10864,0.385656,-0.237281,-0.223106,-0.0937955
9.92,0.121279,0.362613,-0.182194,-0.21925,-0.0929529
9.93,0.129607,0.327825,-0.118,-0.354856,-0.0937196
9.94,0.145502,0.360344,-0.131997,-0.414241,-0.0834899
9.95,0.156781,0.384676,-0.163584,-0.368836,-0.0745157
9.96,0.172943,0.332256,-0.184077,-0.274535,-0.0749663
9.97,0.169227,0.219199,-0.163791,-0.183926,-0.05165
9.98,0.164858,0.125497,-0.14851,-0.125349,-0.00558767
9.99,0.139236,0.0609869,-0.180736,-0.150569,0.0333573
10,0.119472,0.0451168,-0.218954,-0.241518,0.0148487
