Date [s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <01>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <02>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <03>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <04>) [m/s];Average:Local X-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
2.9;0.104981;0.118704;-0.0534897;-0.180078;-0.0731669
2.92;0.0772801;0.106851;-0.0997594;-0.155;-0.0650705
2.94;0.0451909;0.1058;-0.091505;-0.124469;-0.0609046
2.96;0.0362301;0.108461;-0.0850279;-0.114812;-0.0431498
2.98;0.0205393;0.0942498;-0.0846862;-0.0804541;-0.0184086
3;0.00121828;0.0739359;-0.0746433;-0.0468806;-0.00576788
3.02;-0.00667996;0.079982;-0.110442;-0.0236001;0.00415983
3.04;-0.0082599;0.0848525;-0.111159;-0.0173116;0.00765828
3.06;-0.00575167;0.0882685;-0.10333;-0.0249944;0.00463037
3.08;-0.000938253;0.087585;-0.0964017;-0.0343254;-0.00416756
3.1;0.0077258;0.0783864;-0.0808242;-0.0522801;-0.0143401
3.12;0.0362581;0.041573;-0.0706329;-0.0924726;-0.033121
3.14;0.0778577;0.0286789;-0.0327016;-0.12259;-0.056943
3.16;0.0819413;0.0786137;-0.0093419;-0.140443;-0.0698186
3.18;0.0689348;0.107582;0.0306557;-0.140955;-0.0655357
3.2;0.0634224;0.121196;0.0369887;-0.152622;-0.0822193
3.22;0.061852;0.0884282;0.0361125;-0.168049;-0.0940279
3.24;0.0720454;0.0915094;0.00209086;-0.186696;-0.10622
3.26;0.0954076;0.161504;-0.0673161;-0.263957;-0.12935
3.28;0.121547;0.219457;-0.072611;-0.321427;-0.156678
3.3;0.116899;0.197823;-0.0242598;-0.285583;-0.144702
3.32;0.110658;0.179681;-0.0204464;-0.269292;-0.165249
3.34;0.104771;0.184916;-0.0381388;-0.275555;-0.169564
3.36;0.105787;0.179688;-0.0870409;-0.264909;-0.149052
3.38;0.109756;0.179803;-0.147476;-0.237627;-0.13653
3.4;0.117648;0.177564;-0.175564;-0.207327;-0.121176
3.42;0.12769;0.192395;-0.163219;-0.178348;-0.126197
3.44;0.146414;0.241611;-0.105091;-0.196168;-0.145741
3.46;0.155966;0.307149;-0.00193585;-0.233829;-0.16071
3.48;0.180339;0.34321;0.120365;-0.258303;-0.174393
3.5;0.215955;0.358831;0.169674;-0.245269;-0.184191
3.52;0.211796;0.334154;0.192338;-0.19452;-0.184951
3.54;0.202775;0.245523;0.211758;-0.0446299;-0.16856
3.56;0.16806;0.128104;0.178164;0.12531;-0.109755
3.58;0.11154;0.00982715;0.145599;0.11989;-0.0755873
3.6;0.0643282;-0.067252;0.0767044;0.0931231;-0.0660437
3.62;0.0366528;-0.0556975;-0.00776525;-0.00522903;-0.0726769
3.64;0.0377706;0.0514402;-0.0461665;-0.11127;-0.0850206
3.66;0.0472677;0.095198;-0.0835675;-0.17819;-0.085374
3.68;0.0467238;0.125894;-0.144509;-0.214982;-0.07421
3.7;0.0401454;0.14066;-0.209753;-0.195402;-0.060963
3.72;0.0307707;0.145185;-0.214065;-0.163287;-0.0492263
3.74;0.0230538;0.138062;-0.209043;-0.154517;-0.0424157
3.76;0.0108281;0.127996;-0.184602;-0.155162;-0.0400285
3.78;0.0083852;0.114461;-0.156603;-0.164347;-0.0380515
3.8;0.0140068;0.10106;-0.108637;-0.186034;-0.0555871
3.82;0.048253;0.0843595;-0.0773333;-0.211268;-0.102382
3.84;0.0667955;0.0485002;-0.0747928;-0.207065;-0.131131
3.86;0.05475;0.0789154;-0.0959287;-0.170958;-0.108857
3.88;0.0353502;0.0819254;-0.0241325;-0.154457;-0.101402
3.9;0.0291272;0.0717065;0.0277503;-0.11771;-0.094619
3.92;0.0220554;0.0472799;0.0227299;-0.0912211;-0.0802936
3.94;0.0228797;0.0524615;-0.0227563;-0.0718757;-0.0692608
3.96;0.0331049;0.104007;-0.0731375;-0.0854015;-0.0680874
3.98;0.0400415;0.169465;-0.033299;-0.126097;-0.0937782
4;0.0464137;0.218304;0.0720066;-0.229931;-0.122305
4.02;0.0480572;0.251114;0.176804;-0.30133;-0.142539
4.04;0.0494802;0.242371;0.155134;-0.26576;-0.134837
4.06;0.0395862;0.207538;0.11475;-0.207086;-0.112295
4.08;0.0455303;0.182807;0.0277697;-0.173521;-0.0945638
4.1;0.0549844;0.165001;-0.00272125;-0.161034;-0.0920381
4.12;0.0585683;0.16781;0.0137011;-0.177873;-0.104888
4.14;0.0658161;0.169791;0.0824048;-0.198531;-0.112238
4.16;0.0598905;0.179995;0.176805;-0.169181;-0.107664
4.18;0.0592583;0.179138;0.263895;-0.0555654;-0.114507
4.2;0.0565172;0.169535;0.264709;0.0443166;-0.0728358
4.22;0.0557549;0.160947;0.20848;0.0222653;-0.0499277
4.24;0.0594401;0.177078;0.102508;-0.0344316;-0.0483004
4.26;0.0712608;0.155065;-0.0483276;-0.0953586;-0.0613399
4.28;0.0728954;0.107616;-0.115766;-0.114785;-0.0677341
4.3;0.0698055;0.0606393;-0.1167;-0.115808;-0.0626817
4.32;0.0726169;0.0617462;-0.103313;-0.111558;-0.0750667
4.34;0.0791591;0.0711505;-0.0303529;-0.129617;-0.0833407
4.36;0.0826349;0.0800745;0.024925;-0.160096;-0.100672
4.38;0.0926924;0.0770182;0.0100258;-0.159638;-0.131281
4.4;0.0984369;0.0640871;-0.0577938;-0.153229;-0.136941
4.42;0.108101;0.0284726;-0.149454;-0.135895;-0.121638
4.44;0.0985156;0.00112296;-0.211119;-0.10877;-0.114522
4.46;0.0898573;-0.00960838;-0.22427;-0.0854532;-0.110348
4.48;0.0927357;0.0198002;-0.14953;-0.109202;-0.100172
4.5;0.102979;0.0788739;-0.0792424;-0.176553;-0.111171
4.52;0.106288;0.12019;-0.02897;-0.210099;-0.129042
4.54;0.10931;0.151671;-0.0274914;-0.204061;-0.137528
4.56;0.107985;0.16657;-0.0773444;-0.215601;-0.150221
4.58;0.10587;0.170613;-0.101766;-0.247106;-0.149841
4.6;0.105554;0.176148;-0.0946684;-0.283771;-0.138904
4.62;0.0969039;0.162559;-0.105267;-0.295736;-0.145418
4.64;0.0944701;0.122456;-0.113432;-0.266859;-0.14163
4.66;0.0865315;0.0789963;-0.113126;-0.221171;-0.127303
4.68;0.0746846;0.00840993;-0.101693;-0.154341;-0.109311
4.7;0.0431545;0.0133498;-0.0520723;-0.111302;-0.11004
4.72;0.0273194;0.0181633;0.0688589;-0.0609834;-0.133744
4.74;0.0382911;0.0433939;0.141298;0.0064078;-0.127752
4.76;0.0371574;0.0609588;0.15532;0.0729592;-0.111968
4.78;0.0478696;0.0803906;0.154238;0.0810421;-0.0643402
4.8;0.0361191;0.0696217;0.115665;0.0544449;-0.0536115
4.82;0.0227661;0.0561905;0.014524;-0.00101698;-0.0478784
4.84;0.012073;0.0529324;-0.0521882;-0.0420187;-0.0335215
4.86;0.0119033;0.0521701;-0.062835;-0.0720063;-0.0305744
4.88;0.0138843;0.0545768;-0.0573618;-0.0952109;-0.0216099
4.9;0.0224069;0.0592602;-0.0254208;-0.082142;-0.00969333
4.92;0.0231194;0.0544953;0.0234284;-0.0559345;0.00607769
4.94;0.0160592;0.0609703;0.0879554;0.00601627;0.0116373
4.96;0.0137676;0.0658605;0.142885;0.0675281;0.0140305
4.98;0.0169597;0.0661261;0.171638;0.0945012;0.0103514
5;0.0217775;0.0658452;0.147004;0.0552594;0.00328551
5.02;0.0349084;0.0665995;0.0417317;-0.0204875;-0.00836038
5.04;0.0371022;0.0543435;-0.0845518;-0.096791;-0.0208041
5.06;0.041768;0.000282263;-0.151827;-0.130031;-0.017999
5.08;0.0453612;-0.0217732;-0.213925;-0.129183;-0.0244641
5.1;0.0412784;-0.0544504;-0.256853;-0.109433;-0.0307161
5.12;0.0708048;-0.0617203;-0.236453;-0.0985295;-0.048976
5.14;0.0793502;-0.025174;-0.129168;-0.109355;-0.0673555
5.16;0.0889561;0.0641094;0.00204086;-0.104428;-0.0884384
5.18;0.0898048;0.124755;0.101908;-0.106858;-0.105253
5.2;0.0866331;0.145175;0.091451;-0.136569;-0.0862382
5.22;0.0795047;0.114998;0.00159685;-0.140391;-0.0820535
5.24;0.0692324;0.0803666;-0.0654434;-0.129539;-0.0893855
5.26;0.0755532;0.0740095;-0.118131;-0.148759;-0.0981209
5.28;0.111649;0.0533022;-0.121376;-0.189168;-0.102636
5.3;0.123558;0.0511095;-0.0824493;-0.224344;-0.123438
5.32;0.146176;0.0717175;-0.0718549;-0.233885;-0.136814
5.34;0.139792;0.148416;-0.10151;-0.249877;-0.133866
5.36;0.139053;0.165153;-0.124187;-0.261044;-0.131355
5.38;0.132121;0.159271;-0.0929552;-0.272274;-0.1336
5.4;0.130711;0.167314;-0.0565193;-0.271775;-0.128903
5.42;0.12901;0.16893;-0.0358171;-0.26028;-0.121831
5.44;0.115977;0.174102;-0.0315464;-0.222271;-0.116205
5.46;0.0946349;0.190052;-0.028348;-0.172275;-0.110901
5.48;0.0759867;0.18546;-0.0374132;-0.123974;-0.118897
5.5;0.051911;0.173617;-0.042549;-0.0927379;-0.113218
5.52;0.0460594;0.117023;-0.0713323;-0.0623131;-0.124527
5.54;0.0632207;-0.00238351;-0.0885382;-0.0471213;-0.0975835
5.56;0.0699601;-0.116614;-0.0633058;0.0190466;-0.0691433
5.58;0.0209993;-0.116461;-0.0478896;0.0491626;-0.02706
5.6;-0.00770952;-0.102965;-0.0377441;0.0429937;0.0044292
5.62;-0.022696;-0.100824;-0.0412652;0.0335084;0.0268911
5.64;-0.0268559;-0.0722798;-0.046976;0.0314637;0.0499863
5.66;-0.0307641;-0.0318607;-0.0335485;0.0279067;0.0671765
5.68;-0.030819;0.0021501;-0.0276792;0.0406351;0.0917004
5.7;-0.0323729;0.0239077;-0.0162591;0.0716607;0.0909424
5.72;-0.0300465;0.0271098;-0.0066229;0.104054;0.0807078
5.74;-0.0233196;0.0306903;-0.000282292;0.132121;0.0682833
5.76;-0.0171229;0.0253447;0.0127914;0.139835;0.0556247
5.78;-0.00788932;0.0398143;0.0294701;0.124898;0.0382578
5.8;0.00775965;0.0336437;0.0378858;0.0859344;0.0261995
5.82;0.0183946;-0.0100556;0.0170806;0.11273;0.00432533
5.84;-0.0259236;-0.0248141;0.0103259;0.0957766;0.025668
5.86;-0.00998172;0.00811551;0.0226551;0.0919527;0.00998422
5.88;0.0222545;0.0251682;0.0312338;0.0885054;0.00377316
5.9;0.0211183;0.0358801;0.0322873;0.0729183;0.0116249
5.92;0.0232613;0.0237149;0.0227681;0.0708012;0.012793
5.94;0.0269542;0.0251051;0.0205269;0.070806;0.0147679
5.96;0.0388246;0.0283171;0.0175724;0.0666956;0.00387843
5.98;0.0594091;0.0499121;0.0155445;0.0572066;-0.00549374
6;0.0677877;0.0728574;0.0424354;0.0417348;-0.0335704
6.02;0.0819809;0.0797906;0.0604436;0.0685615;-0.0452671
6.04;0.0770769;0.0791762;0.0555865;0.0521974;-0.0368641
6.06;0.0747848;0.0721314;0.0350629;0.0407084;-0.0108136
6.08;0.0801978;0.0632988;0.0132276;0.0356269;-0.0175629
6.1;0.0780358;0.0665786;0.00386283;0.0256066;-0.0215293
6.12;0.0897014;0.0600213;0.00507983;-0.0173933;-0.0353807
6.14;0.0877912;0.0425597;0.0110348;-0.0183894;-0.0421054
6.16;0.0611276;0.0238324;-0.00574866;-0.0197872;-0.0306265
6.18;0.0455844;0.0041286;-0.0318782;-0.00684575;-0.0217921
6.2;0.0433889;-0.0264145;-0.0403918;-0.0170417;-0.0156526
6.22;0.0315329;-0.0556347;-0.0427422;-0.0347711;-0.000521007
6.24;0.0156054;-0.0816238;-0.0339282;-0.0464937;0.0160297
6.26;0.00761184;-0.105653;-0.0367759;-0.0605968;0.0319045
6.28;0.0025522;-0.112453;-0.0380281;-0.0736571;0.0379314
6.3;0.00435212;-0.114175;-0.0576376;-0.0874483;0.0345946
6.32;0.00511938;-0.100909;-0.0852968;-0.0702675;0.031891
6.34;0.0104784;-0.0830492;-0.111436;-0.0437176;0.0131473
6.36;0.0153813;-0.0626603;-0.133696;-0.0289775;0.00180812
6.38;0.0292026;-0.0272814;-0.145344;-0.0720423;0.0305929
6.4;0.0289094;-0.00494213;-0.165499;-0.0972162;0.00985714
6.42;0.038258;-0.00103252;-0.154755;-0.0955777;0.0046215
6.44;0.0325184;-0.0111184;-0.118945;-0.109232;0.00173141
6.46;0.0275344;-0.0159633;-0.111972;-0.102849;0.0112658
6.48;0.0206731;-0.024106;-0.122025;-0.0805009;0.0251033
6.5;0.012284;-0.033204;-0.119205;-0.0607378;0.0242616
6.52;0.0114843;-0.0322705;-0.112502;-0.0591073;0.0216442
6.54;0.0176812;-0.0140473;-0.101557;-0.0676947;0.00734474
6.56;0.0265839;0.018794;-0.0847049;-0.052894;-0.00890198
6.58;0.0355865;0.062039;-0.0248821;-0.0458492;-0.0148918
6.6;0.0425456;0.0815407;0.0391705;-0.051308;0.020143
6.62;0.0474547;0.0863634;0.0728538;-0.0322514;0.0475738
6.64;0.0525437;0.0958017;0.0902912;-0.0176559;0.020136
6.66;0.0501367;0.0948026;0.107286;-0.00660799;0.0094675
6.68;0.051286;0.0949023;0.127092;-0.0160589;0.00838608
6.7;0.0592969;0.111886;0.143018;-0.00686014;0.00753075
6.72;0.0776132;0.12151;0.136967;0.00303743;-0.0138169
6.74;0.0930548;0.139436;0.100142;0.0232498;-0.0180017
6.76;0.0929851;0.151949;0.0958838;0.032196;-0.00422229
6.78;0.078547;0.155598;0.124969;0.010662;0.00790568
6.8;0.0702085;0.129387;0.111851;0.013767;0.031439
6.82;0.0679142;0.107295;0.0879434;0.024428;0.0569557
6.84;0.0738462;0.102973;0.0944941;0.0766559;0.0579894
6.86;0.074634;0.119342;0.155641;0.118987;0.0481801
6.88;0.0779388;0.14892;0.209359;0.161031;0.0277061
6.9;0.0816904;0.183759;0.240359;0.183652;0.0420614
6.92;0.0894725;0.215766;0.232887;0.189153;0.0345798
6.94;0.0900328;0.22632;0.273214;0.14225;0.0235031
6.96;0.0937924;0.22871;0.346492;0.048851;-0.0161661
6.98;0.108142;0.238329;0.380391;-0.0303608;-0.0344426
7;0.109674;0.243911;0.343031;-0.125638;-0.0475357
7.02;0.104014;0.238312;0.278614;-0.20674;-0.061435
7.04;0.0926275;0.230086;0.207848;-0.244246;-0.0710668
7.06;0.0900863;0.219405;0.112216;-0.178555;-0.0839593
7.08;0.0984075;0.232228;0.0807489;-0.169741;-0.106163
7.1;0.126924;0.261025;0.0452051;-0.198055;-0.0724854
7.12;0.138116;0.301266;-0.0499313;-0.189507;-0.0485913
7.14;0.138279;0.257424;-0.154214;-0.173307;-0.0364627
7.16;0.106942;0.121497;-0.147949;-0.164263;-0.0255676
7.18;0.0712622;0.0707876;-0.152347;-0.146335;-0.00210819
7.2;0.0513799;0.0549198;-0.160751;-0.123033;0.01445
7.22;0.0337424;0.0454007;-0.148345;-0.0589419;0.0290422
7.24;0.0203887;0.0337327;-0.116657;0.00974241;0.0461353
7.26;0.0154049;0.0218;-0.0758148;0.019397;0.0500409
7.28;0.0173365;0.0106206;-0.0478003;0.0056005;0.0518901
7.3;0.0228496;-0.00676034;-0.0140315;-0.00533539;0.0510628
7.32;0.0275309;-0.0194972;-0.0127435;-0.0636749;0.0483771
7.34;0.0314969;-0.0357246;-0.0812123;-0.0628063;0.0314243
7.36;0.0277214;-0.0388181;-0.0827251;-0.0166213;0.0234295
7.38;0.00779196;-0.00454842;-0.0545972;0.0343587;0.033859
7.4;0.0030157;0.0217595;0.0734011;0.0581709;0.0160243
7.42;0.00560379;0.043271;0.132126;0.199866;-0.0361112
7.44;0.0452218;0.0348018;0.143887;0.25669;-0.0512192
7.46;0.0707971;-0.0222782;0.0918474;0.219218;-0.0418683
7.48;0.104708;-0.0729396;0.0475245;0.0877814;-0.0918973
7.5;0.102304;-0.114734;-0.0362058;-0.0569105;-0.131222
7.52;0.08206;-0.0432603;-0.161503;-0.151654;-0.137529
7.54;0.118667;0.0197066;-0.238757;-0.212186;-0.150207
