Date [s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <01>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <02>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <03>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <04>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
8.4;-0.0321029;0.503887;0.682005;0.38147;-0.230544
8.42;-0.158375;0.278663;0.400849;0.100435;-0.43751
8.44;-0.306973;0.106333;0.323067;-0.109959;-0.710014
8.46;-0.466983;-0.0578602;0.334057;-0.304991;-0.971766
8.48;-0.640897;-0.181372;0.28733;-0.47713;-1.17519
8.5;-0.720207;-0.313075;0.0577629;-0.535256;-1.03467
8.52;-0.708737;-0.337174;-0.0796577;-0.387174;-0.731447
8.54;-0.380032;0.18042;0.448922;0.52956;0.214468
8.56;0.0652152;0.58826;1.1383;1.59266;1.36737
8.58;0.114232;0.614991;0.962624;1.25653;0.839074
8.6;0.0689514;0.575627;0.673046;0.772824;0.344256
8.62;-0.0611048;0.446946;0.604117;0.617596;0.121016
8.64;-0.217019;0.260469;0.583179;0.594038;0.0789495
8.66;-0.372867;0.130831;0.320702;0.547515;0.380058
8.68;-0.561955;-0.00329565;0.298759;0.140651;0.0463552
8.7;-0.792536;-0.15807;0.288145;0.0610947;-0.108881
8.72;-1.02586;-0.335252;0.248084;0.103629;-0.227936
8.74;-1.00039;-0.458881;0.0874595;0.354503;-0.355073
8.76;-0.899608;-0.319561;-0.232015;0.490546;-0.467363
8.78;-0.88633;-0.00437921;-0.0678979;0.260064;-0.505241
8.8;-0.865405;0.408728;0.60954;1.33731;0.650689
8.82;-0.744596;0.742581;1.2052;1.62864;0.3566
8.84;-0.712263;0.761843;1.06926;0.885668;0.107886
8.86;-0.737315;0.484817;0.824644;0.491562;-0.028268
8.88;-0.866916;0.298322;0.785532;0.452722;-0.131269
8.9;-1.00205;0.108546;0.677616;0.429437;-0.243561
8.92;-0.988748;-0.0897101;0.523198;0.424358;-0.365443
8.94;-1.05523;-0.141462;0.588717;0.51492;-0.486372
8.96;-1.0481;0.601063;0.938978;0.644468;-0.529849
8.98;-0.943805;1.34113;1.4368;0.452955;-0.473293
9;-0.910904;1.09316;1.00956;0.131076;-0.425056
9.02;-0.918307;0.575203;0.890262;0.0694013;-0.363853
9.04;-0.867063;1.38122;1.56917;0.303583;-0.213304
9.06;-0.741955;1.68031;1.52376;0.432816;-0.0730115
9.08;-0.626347;0.634717;1.51876;0.568368;0.0342719
9.1;-0.503152;0.381162;1.45348;0.648984;0.101639
9.12;-0.331803;0.348413;1.35345;0.660246;0.115788
9.14;-0.161898;0.451765;1.50649;0.814637;0.103793
9.16;-0.0413365;0.706991;1.47119;0.809733;0.0817351
9.18;0.0180287;0.816624;1.33126;0.542359;0.0404182
9.2;0.00271869;0.761549;1.04201;0.327683;0.00766352
9.22;-0.0568714;0.655834;0.740536;0.167294;-0.0739855
9.24;-0.214201;0.48661;0.646893;0.00816409;-0.197895
9.26;-0.380798;0.342529;0.545553;-0.0712461;-0.33535
9.28;-0.526037;0.175202;0.61437;-0.212554;-0.468576
9.3;-0.724104;0.119324;0.653527;-0.341761;-0.614634
9.32;-0.825652;0.0697644;0.794782;-0.416156;-0.732502
9.34;-1.00873;0.160389;0.756699;-0.407666;-0.754584
9.36;-0.585642;0.715885;0.833238;-0.267643;-0.584915
9.38;0.316734;1.75479;1.11225;-0.000467638;-0.271079
9.4;0.464748;1.0198;0.885242;0.189909;-0.0253668
9.42;0.181367;0.62792;0.635202;0.241063;0.0593657
9.44;-0.0082315;0.415167;0.604871;0.237479;0.0153781
9.46;-0.183369;0.39386;0.661055;0.195745;-0.120556
9.48;-0.246221;0.319907;0.592301;0.115192;-0.309717
9.5;-0.293952;0.165815;0.367681;0.0114788;-0.464984
9.52;-0.432226;0.16771;0.311438;-0.0717171;-0.605732
9.54;-0.57825;0.025837;0.223494;-0.157204;-0.760363
9.56;-0.650788;-0.119485;0.173497;-0.279794;-0.88961
9.58;-0.804771;-0.338582;0.201445;-0.362966;-0.84623
9.6;-0.927774;-0.611799;0.237107;-0.382725;-0.697506
9.62;-0.919785;-0.666488;0.303874;-0.287771;-0.606565
9.64;-0.537396;0.112464;1.91568;0.3349;-0.386339
9.66;-0.165108;0.179297;1.53247;0.979037;-0.162737
9.68;-0.0239213;0.21861;1.30331;1.00688;-0.143317
9.7;0.017771;0.310405;1.18176;1.21963;-0.0846572
9.72;0.115033;0.506122;1.17104;1.71391;0.260238
9.74;0.135923;0.543512;0.970885;1.06691;0.327992
9.76;0.0246086;0.438675;0.769562;0.758514;0.147296
9.78;-0.0870622;0.307916;0.630754;0.625047;0.0426962
9.8;-0.210793;0.151776;0.446485;0.546972;-0.0562192
9.82;-0.297087;0.0592147;0.328907;0.546107;-0.131204
9.84;-0.335204;0.0255671;0.447672;0.463247;-0.232323
9.86;-0.378571;0.0376161;0.433638;0.404796;-0.234199
9.88;-0.398233;0.119527;0.680944;0.807741;-0.187659
9.9;-0.386424;0.213467;0.977525;1.02364;-0.155621
9.92;-0.369721;0.307957;0.933395;1.06529;-0.0187039
9.94;-0.315497;0.286942;0.821778;1.01094;0.0941593
9.96;-0.236383;0.652726;0.839701;0.943235;0.110754
9.98;-0.246613;0.785601;1.03641;0.983261;0.114125
10;-0.249724;0.732716;0.915737;0.882599;0.206096
