Date [s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <01>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <02>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <03>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <04>) [m/s];Average:Local Z-Velocity (Study 01 - Eulerian Statistics <05>) [m/s]
7.98;-0.12979;0.0503948;0.3693;0.316971;-0.567891
8;-0.161709;-0.0246396;0.259327;0.335166;-0.361191
8.02;-0.205074;-0.0938767;0.111722;0.314838;-0.0836842
8.04;-0.227606;-0.156;-0.0104895;0.259563;0.0345541
8.06;-0.243589;-0.205607;-0.107538;0.159122;0.00367288
8.08;-0.251573;-0.253915;-0.186808;0.0461518;-0.120911
8.1;-0.205604;-0.259806;-0.25176;-0.0556806;-0.235681
8.12;-0.195184;-0.231295;-0.300753;-0.0767844;-0.324591
8.14;-0.19646;-0.192972;-0.343338;0.0461498;-0.129357
8.16;-0.149594;-0.129952;-0.370524;0.179986;0.0381751
8.18;-0.262747;-0.184596;-0.391236;0.21076;0.0808426
8.2;-0.290903;-0.234424;-0.346394;0.0942714;0.0710081
8.22;-0.309798;-0.225926;-0.351459;0.017178;0.070626
8.24;-0.147202;-0.105529;-0.350748;-0.0149418;0.0793214
8.26;-0.0648104;-0.0404677;-0.337614;-0.0608721;0.0626699
8.28;-0.0164245;-0.0334556;-0.351713;-0.0940316;0.0261788
8.3;0.00894897;-0.030915;-0.361039;-0.125011;-0.00456361
8.32;-0.0282612;-0.0670137;-0.385741;-0.160338;-0.0360347
8.34;-0.0931073;-0.149331;-0.433037;-0.201031;-0.068506
8.36;-0.131158;-0.193888;-0.458982;-0.228193;-0.102831
8.38;-0.00991859;-0.18947;-0.464876;-0.254241;-0.130254
8.4;0.0698102;-0.116867;-0.441556;-0.254491;-0.142792
8.42;0.161217;-0.00325347;-0.371956;-0.220168;-0.139567
8.44;0.24121;0.0905889;-0.253158;-0.152796;-0.0969808
8.46;0.286247;0.142808;-0.116505;-0.0705695;-0.0389017
8.48;0.29073;0.145853;-0.0480805;-0.0170119;0.0175381
8.5;0.281935;0.112636;-0.0104786;0.0326174;0.065224
8.52;0.228157;0.0518302;-0.0121769;0.0383977;0.0640056
8.54;0.129412;-0.0287896;-0.0648627;-0.0116189;0.0128807
8.56;0.0164119;-0.137233;-0.126776;-0.0668605;-0.0627243
8.58;-0.0970913;-0.2518;-0.237711;-0.206791;-0.186019
8.6;-0.163937;-0.338975;-0.341085;-0.334724;-0.330527
8.62;-0.216502;-0.417398;-0.415503;-0.41784;-0.420099
8.64;-0.230472;-0.425069;-0.517382;-0.529037;-0.53044
8.66;-0.265565;-0.352971;-0.585342;-0.621827;-0.620694
8.68;-0.304201;-0.315724;-0.538504;-0.694404;-0.696696
8.7;-0.372404;-0.3352;-0.499719;-0.774019;-0.788857
8.72;-0.420337;-0.380887;-0.496959;-0.771965;-0.854343
8.74;-0.484832;-0.431691;-0.556003;-0.699523;-0.812811
8.76;-0.582757;-0.523138;-0.599232;-0.620867;-0.637883
8.78;-0.620348;-0.567102;-0.62986;-0.538019;-0.503798
8.8;-0.64921;-0.604317;-0.603363;-0.502298;-0.32018
8.82;-0.613562;-0.526486;-0.476449;-0.320643;-0.0907756
8.84;-0.595886;-0.444296;-0.364193;-0.169091;-0.000478039
8.86;-0.584751;-0.322657;-0.272922;-0.11146;0.00265453
8.88;-0.559111;-0.220114;-0.18454;-0.0859932;-0.0945719
8.9;-0.502104;-0.136689;-0.0840792;-0.0812742;-0.19235
8.92;-0.457326;-0.0148376;0.0186688;-0.0540444;-0.180045
8.94;-0.4483;0.0146886;0.0340612;-0.0718921;-0.212108
8.96;-0.495408;0.0203336;-0.0187022;-0.134383;-0.25352
8.98;-0.559594;-0.0561076;-0.101892;-0.206195;-0.296426
9;-0.659022;-0.154678;-0.196735;-0.293502;-0.266085
9.02;-0.69042;-0.257505;-0.260708;-0.28047;-0.25787
9.04;-0.6755;-0.30171;-0.220233;-0.252792;-0.295956
9.06;-0.607359;-0.226108;0.0397959;-0.261495;-0.334888
9.08;-0.373675;0.210078;0.25993;-0.225107;-0.297625
9.1;-0.101914;0.548883;0.312552;-0.174778;-0.269106
9.12;0.00431464;0.457636;0.379476;-0.0594117;-0.170662
9.14;0.0432661;0.380277;0.437465;0.0608717;-0.0494403
9.16;0.0526095;0.303608;0.400342;0.129311;0.010298
9.18;0.0380438;0.271946;0.242122;0.14167;0.0967639
9.2;-0.00275926;0.290868;0.261391;0.125212;0.151036
9.22;-0.067217;0.285884;0.307133;0.110417;0.176373
9.24;-0.151506;0.118133;0.23633;0.0988942;0.123764
9.26;-0.23817;0.0371787;0.179249;0.06468;0.0279462
9.28;-0.305492;0.0469454;0.180364;0.00673213;-0.0664185
9.3;-0.33451;0.129111;0.207551;-0.0753082;-0.166521
9.32;-0.310807;0.134787;0.0945426;-0.191603;-0.273121
9.34;-0.233101;0.0585188;-0.106703;-0.3028;-0.38039
9.36;-0.228373;-0.0119692;-0.150769;-0.39275;-0.482361
9.38;-0.289371;-0.0810715;-0.0626599;-0.467243;-0.564536
9.4;-0.358387;-0.152433;0.0306806;-0.429358;-0.630765
9.42;-0.391378;-0.233741;0.046451;-0.167605;-0.645042
9.44;-0.393819;-0.276774;0.080087;0.0153813;-0.520219
9.46;-0.391367;-0.295169;0.0699927;0.0259844;-0.371297
9.48;-0.302454;-0.243105;0.118341;0.0845606;-0.255912
9.5;-0.176771;-0.139179;0.178764;0.175072;-0.110418
9.52;-0.0695396;0.00811412;0.321739;0.344138;0.0259218
9.54;0.00926305;0.147039;0.489909;0.389584;0.0849205
9.56;0.0620958;0.253836;0.572928;0.378591;0.131977
9.58;0.125772;0.321152;0.591807;0.352928;0.159365
9.6;0.167504;0.325376;0.485399;0.283284;0.163505
9.62;0.140748;0.239238;0.297422;0.191104;0.145974
9.64;0.0689923;0.102345;0.146976;0.104238;0.118117
9.66;-0.0423921;-0.0169903;0.00669349;0.049593;0.0799239
9.68;-0.166159;-0.12164;-0.0527855;0.0156175;0.0358106
9.7;-0.27908;-0.24273;-0.021227;-0.00573418;-0.0164097
9.72;-0.383116;-0.294481;0.0412637;-0.0241614;-0.0568647
9.74;-0.474631;-0.282046;0.0900248;-0.03754;-0.120483
9.76;-0.536666;-0.141115;0.121392;-0.07136;-0.179149
9.78;-0.397065;-0.00099807;0.123795;-0.0926869;-0.223241
9.8;-0.0710769;-0.00613566;0.0565027;-0.155247;-0.283878
9.82;-0.098975;-0.0349587;-0.0787675;-0.203706;-0.3335
9.84;-0.154452;-0.0713593;-0.0941498;-0.263635;-0.40711
9.86;-0.189433;-0.0794932;0.050664;-0.325588;-0.503711
9.88;-0.218226;-0.0949305;0.271546;-0.34775;-0.596898
9.9;-0.22956;-0.0859959;0.473084;-0.196049;-0.624056
9.92;-0.219289;-0.0771779;0.507527;-0.0368834;-0.556147
9.94;-0.176471;-0.0289429;0.551395;0.203697;-0.290467
9.96;-0.106888;0.0518359;0.610815;0.378312;-0.126873
9.98;-0.0652788;0.117354;0.651096;0.435329;-0.0363568
10;-0.0688063;0.132935;0.638747;0.414356;0.019708
