date [s],Average:Translational X-Velocity (Study 01 - Cube <01>) [m/s],Average:Translational X-Velocity (Study 01 - Cube <02>) [m/s],Average:Translational X-Velocity (Study 01 - Cube <03>) [m/s],Average:Translational X-Velocity (Study 01 - Cube <04>) [m/s],Average:Translational X-Velocity (Study 01 - Cube <05>) [m/s]
7.13,0.0113281,0.0496151,-0.0130505,-0.0794614,-0.0388003
7.14,0.00918188,0.0470683,-0.00146157,-0.0673318,-0.0385918
7.15,0.00836407,0.0455093,0.0132683,-0.0628288,-0.0327714
7.16,0.00891307,0.0422813,0.0110073,-0.0558223,-0.0293367
7.17,0.00824116,0.0393052,0.0235353,-0.0486976,-0.0256953
7.18,0.00986493,0.0423241,0.0247685,-0.0442891,-0.0241881
7.19,0.0103344,0.0467346,0.033422,-0.0346353,-0.0215275
7.2,0.0104761,0.0481461,0.0413676,-0.0294192,-0.0199231
7.21,0.00875789,0.0534208,0.0477228,-0.0250324,-0.0159155
7.22,0.00689167,0.0570999,0.0585384,-0.0167038,-0.0134649
7.23,0.00456131,0.0584913,0.0657926,-0.010989,-0.00902423
7.24,0.00223858,0.0585133,0.0737214,-0.00644562,-0.007788
7.25,-0.000629754,0.0573812,0.0774643,-0.00216784,-0.00447702
7.26,-0.0039095,0.0554179,0.0831403,0.00557031,-0.00101545
7.27,-0.00766196,0.0516198,0.0894157,0.00750143,0.00299304
7.28,-0.0112654,0.045542,0.0933847,0.0134017,0.0066891
7.29,-0.0147455,0.0392846,0.0935787,0.0154917,0.00944805
7.3,-0.0179326,0.0327538,0.0966846,0.0202854,0.012738
7.31,-0.0208535,0.0296518,0.0998608,0.0209609,0.0158614
7.32,-0.0221778,0.0268083,0.0970593,0.0227982,0.0182775
7.33,-0.0265962,0.0219393,0.09599,0.0181232,0.0188061
7.34,-0.0216693,0.0169599,0.0926916,0.0135448,0.016049
7.35,-0.00866934,0.0111225,0.0885955,0.0130046,0.00852286
7.36,-0.0073684,0.00833118,0.0871274,0.0124316,0.00311829
7.37,0.00220088,0.00120336,0.0743456,0.00273925,-0.00577003
7.38,-0.000288042,0.00682386,0.0563985,0.000199559,-0.00615479
7.39,0.00203486,-0.000918546,0.0558975,-0.000616158,-0.0210822
7.4,0.00700897,0.0162481,0.0265655,0.0066289,-0.0343319
7.41,0.0136668,0.0176593,0.0225952,-0.00343802,-0.0377686
7.42,0.0207784,-0.00126199,0.0119207,-0.00620209,-0.0353786
7.43,0.0214314,0.00901617,0.0102544,-0.0256635,-0.035337
7.44,0.0317694,0.0151839,-0.00494703,-0.0246396,-0.0275224
7.45,0.0314958,0.00817176,-0.00458045,-0.0461746,-0.0268609
7.46,0.033136,0.00207365,-0.011256,-0.0623116,-0.030355
7.47,0.0366824,0.00151057,-0.0252222,-0.0624106,-0.0353808
7.48,0.030286,0.00535346,-0.0304041,-0.0760738,-0.0382512
7.49,0.0217668,0.0019446,-0.0400417,-0.0790763,-0.0425709
7.5,0.0249241,0.00147287,-0.0415579,-0.0831762,-0.0417082
7.51,0.0120518,-0.00556787,-0.0469588,-0.0889182,-0.0469392
7.52,0.0189446,-0.00689083,-0.0540329,-0.100563,-0.0493541
7.53,0.0144087,-0.00914685,-0.0560164,-0.10889,-0.0546738
7.54,0.0169243,-0.00578501,-0.0569701,-0.11215,-0.0541926
7.55,0.0163059,-0.00383007,-0.0518969,-0.117862,-0.0538719
7.56,0.0139249,-0.000215669,-0.0546888,-0.120069,-0.0571443
7.57,0.0124192,-0.0050808,-0.0590051,-0.125528,-0.0586152
7.58,0.0123655,-0.0119899,-0.0597666,-0.138054,-0.0671559
7.59,0.0107697,-0.0113083,-0.0569221,-0.146059,-0.0729399
7.6,0.0113691,-0.0147456,-0.0541773,-0.151643,-0.0719762
7.61,0.0120292,-0.0239797,-0.0530506,-0.158768,-0.07472
7.62,0.0163922,-0.0297205,-0.0703238,-0.161072,-0.078183
7.63,0.0227763,-0.0288696,-0.0936404,-0.170004,-0.0748668
7.64,0.0366686,-0.0243626,-0.124371,-0.179348,-0.0710876
7.65,0.0444218,-0.0116036,-0.153207,-0.183599,-0.0764251
7.66,0.044638,0.00245652,-0.165671,-0.18793,-0.0712928
7.67,0.0419091,0.00869538,-0.186437,-0.185488,-0.0716987
7.68,0.0363876,0.00795473,-0.209737,-0.178571,-0.0730385
7.69,0.0237793,0.00284909,-0.201047,-0.178867,-0.0686245
7.7,0.0192711,0.000420007,-0.19748,-0.179957,-0.0647234
7.71,0.0187602,-0.00789717,-0.182609,-0.184014,-0.0671634
7.72,0.0130869,-0.0032709,-0.166022,-0.173406,-0.0646115
7.73,0.00721155,-0.000458055,-0.142379,-0.173365,-0.0618935
7.74,0.00397081,0.000304805,-0.126689,-0.162888,-0.0691792
7.75,0.00259762,-0.00369929,-0.111573,-0.151932,-0.0634687
7.76,0.00399179,-0.00131694,-0.0942175,-0.144421,-0.0629484
7.77,0.00379532,0.00388625,-0.0820379,-0.136369,-0.0556235
7.78,0.00289769,0.00612096,-0.0680072,-0.128765,-0.0511247
7.79,0.00423033,0.00723241,-0.0626434,-0.120116,-0.0478316
7.8,0.00494121,0.00857469,-0.0609618,-0.114326,-0.0417164
7.81,0.00538512,0.010246,-0.0564804,-0.104775,-0.0357876
7.82,0.0056228,0.00896247,-0.0547864,-0.100388,-0.0303295
7.83,0.00777197,0.00883063,-0.0492386,-0.0929633,-0.0243819
7.84,0.00665959,0.01131,-0.052746,-0.084143,-0.0171159
7.85,0.00712627,0.0115249,-0.0557645,-0.0768637,-0.0101114
7.86,0.00785607,0.00547164,-0.0631349,-0.0705446,-0.00411209
7.87,0.00776295,0.00488561,-0.0713624,-0.0622531,0.00232557
7.88,0.00665671,0.008462,-0.0770125,-0.0559592,0.00958968
7.89,0.00674848,0.0103362,-0.0825794,-0.0464887,0.0156165
7.9,0.00707112,0.0157364,-0.087193,-0.0387527,0.0198701
7.91,0.00676397,0.02431,-0.0876277,-0.03003,0.0223603
7.92,0.00719424,0.0336766,-0.0840747,-0.0232291,0.0242954
7.93,0.00810068,0.0473388,-0.0806554,-0.0179624,0.0218755
7.94,0.00974986,0.0610014,-0.0673466,-0.0156648,0.0198937
7.95,0.0115559,0.0737769,-0.0429522,-0.0119757,0.0110812
7.96,0.0133495,0.0833319,-0.0133193,-0.00794534,0.00794898
7.97,0.0164427,0.0965893,0.00323989,-0.0050035,-0.0073637
7.98,0.0189332,0.0942958,0.0275737,-0.00640568,-0.0157788
7.99,0.0225598,0.0994392,0.0572436,-0.00695076,-0.0328863
8,0.0227339,0.10174,0.0830946,-0.0171243,-0.0331858
8.01,0.0304243,0.0985701,0.0859556,-0.0168414,-0.0375837
8.02,0.0429339,0.102579,0.101629,-0.0372937,-0.0407861
8.03,0.0421131,0.090067,0.0981629,-0.0227729,-0.0430212
8.04,0.0469678,0.081959,0.0948535,-0.0201608,-0.048693
8.05,0.0542286,0.0717641,0.0879591,-0.0185324,-0.0465426
8.06,0.050911,0.0659537,0.0879282,-0.0143099,-0.0459911
8.07,0.0546393,0.0593558,0.0839302,0.000105363,-0.0485397
8.08,0.0513967,0.0564758,0.0800196,-0.000152919,-0.0383713
8.09,0.044066,0.0548352,0.0718674,-0.00878812,-0.0370485
8.1,0.0299672,0.0599907,0.0783072,-0.0140821,-0.0335085
8.11,0.0176415,0.0701187,0.0692193,-0.0148111,-0.0258978
8.12,0.000506901,0.0818481,0.0699602,-0.00484703,-0.0193883
8.13,0.0291511,0.0844498,0.0656301,-0.00466952,-0.0186743
8.14,0.0377975,0.0877204,0.0571343,-0.00538581,-0.0128341
8.15,0.036481,0.0866766,0.065376,-0.00911084,-0.0124108
8.16,0.0341896,0.0908531,0.0559117,-0.0080299,-0.0110778
8.17,0.0358421,0.0937949,0.0551854,-0.0174544,-0.0120341
8.18,0.0360344,0.0965754,0.0525318,-0.0190945,-0.0116378
8.19,0.0343714,0.0922402,0.048864,-0.0178311,-0.0120376
8.2,0.0348285,0.095064,0.0437791,-0.0221444,-0.0100383
8.21,0.0328878,0.0927303,0.0409692,-0.0258918,-0.00710992
8.22,0.0356636,0.0914312,0.0397166,-0.0320172,-0.006919
8.23,0.033283,0.0846456,0.0316666,-0.031087,-0.00544261
8.24,0.0324205,0.0817535,0.0195045,-0.0331156,-0.00699144
8.25,0.0331377,0.0777829,0.0141886,-0.0338492,-0.00541781
8.26,0.0312435,0.0737582,0.00645762,-0.0307571,-0.00265848
8.27,0.0292722,0.0697669,1.5053e-05,-0.0243347,0.00130909
8.28,0.0262211,0.0650602,-0.00156881,-0.0184853,0.0055966
8.29,0.0230567,0.0635011,-0.00467703,-0.00948067,0.00606333
8.3,0.0258835,0.0649671,0.00223924,-0.00747909,0.00158838
8.31,0.025938,0.069225,0.016046,-0.00653923,-0.00836909
8.32,0.0279458,0.0758809,0.0274976,-0.0119835,-0.0196127
8.33,0.0318165,0.084781,0.0399946,-0.0193388,-0.0349539
8.34,0.0344719,0.0972614,0.0483682,-0.0398782,-0.0386134
8.35,0.0388179,0.101594,0.066506,-0.0626836,-0.0368074
8.36,0.0420603,0.107596,0.076699,-0.0734268,-0.0303323
8.37,0.0447739,0.0979208,0.0972334,-0.0638672,-0.0286297
8.38,0.0382103,0.0886417,0.103373,-0.0646549,-0.0278322
8.39,0.0313738,0.0900214,0.103947,-0.0586031,-0.0245522
8.4,0.0322136,0.0936795,0.0948096,-0.0589938,-0.0220771
8.41,0.0305374,0.0970233,0.101449,-0.0494459,-0.0168051
8.42,0.0335222,0.104832,0.0915665,-0.0371322,-0.0130824
8.43,0.0336654,0.105658,0.0721196,-0.029177,-0.00895311
8.44,0.0332056,0.105648,0.067458,-0.0286243,-0.00796539
8.45,0.034333,0.107475,0.0624548,-0.0295367,-0.00734782
8.46,0.0329197,0.106164,0.0614703,-0.0286074,-0.00651709
8.47,0.0351704,0.105209,0.0582083,-0.0228768,-0.0054732
8.48,0.0355851,0.10299,0.0606915,-0.0165177,-0.00559162
8.49,0.0343663,0.104245,0.0573791,-0.0122901,-0.00604815
8.5,0.0336472,0.103472,0.0609328,-0.0131403,-0.00515561
8.51,0.0348112,0.101423,0.0596815,-0.012712,-0.00607726
8.52,0.0324415,0.1006,0.0673587,-0.0129727,-0.00537341
8.53,0.0314243,0.0986369,0.0689373,-0.01341,-0.00404333
8.54,0.0278241,0.0971727,0.0689678,-0.0121987,-0.00229034
8.55,0.0234768,0.0928726,0.068434,-0.0113735,-0.000559448
8.56,0.018257,0.0867032,0.0679928,-0.0108247,0.00122659
8.57,0.012342,0.0807697,0.06674,-0.0115657,0.00364732
8.58,0.00738806,0.0738855,0.0677099,-0.00962102,0.00613355
8.59,0.00248731,0.0680053,0.0698541,-0.00814798,0.00898889
8.6,0.00183953,0.0656366,0.0715352,-0.011472,0.010254
8.61,0.00225798,0.0637563,0.0704206,-0.0152406,0.0109107
8.62,-0.000617477,0.0631351,0.0710194,-0.028285,0.00938281
8.63,0.00151552,0.0613022,0.0635451,-0.0372673,0.0055754
8.64,0.00335016,0.0563192,0.0503753,-0.0398962,0.00337977
8.65,0.00948664,0.0591829,0.0546387,-0.0387266,-0.000959434
8.66,0.0285769,0.0532157,0.0513479,-0.0431825,-0.00706287
8.67,0.0379511,0.0642714,0.0404195,-0.0454787,-0.013417
8.68,0.0454621,0.0517676,0.0265632,-0.0408968,-0.0223873
8.69,0.0574002,0.0593259,0.0305045,-0.0296787,-0.0278012
8.7,0.0463943,0.0689048,0.0224809,-0.0282764,-0.0381292
8.71,0.0377405,0.0620352,0.0198499,-0.0224995,-0.0569069
8.72,0.0343015,0.0598881,0.0128327,-0.0389491,-0.0468058
8.73,0.0316987,0.0564907,0.0150402,-0.05588,-0.0336999
8.74,0.027548,0.0433266,0.00698749,-0.053691,-0.0310611
8.75,0.0206848,0.0351623,0.012667,-0.0548962,-0.0222086
8.76,0.0210466,0.0419807,-0.000894339,-0.060589,-0.0238819
8.77,0.0218306,0.0398984,-0.000695392,-0.0572927,-0.025396
8.78,0.0202988,0.0380658,0.000707644,-0.0578657,-0.0281866
8.79,0.0206362,0.0375719,-0.00246972,-0.0567967,-0.0304864
8.8,0.0233631,0.0386057,0.00100361,-0.0634494,-0.0286903
8.81,0.0279377,0.0446717,-0.00370634,-0.0641699,-0.0262225
8.82,0.0287189,0.0430834,0.000330592,-0.0646985,-0.0251232
8.83,0.0262508,0.0504972,-0.00492149,-0.0650846,-0.0278687
8.84,0.0226771,0.0519298,-0.00196766,-0.0625773,-0.027164
8.85,0.0217046,0.0549625,0.00147245,-0.0629369,-0.0272635
8.86,0.0208441,0.0537367,0.00173812,-0.0578299,-0.0277083
8.87,0.0175499,0.051327,0.00169304,-0.051277,-0.025798
8.88,0.0149923,0.0437111,0.00112895,-0.0482992,-0.0217088
8.89,0.0159873,0.0375818,0.0022737,-0.0450183,-0.0214347
8.9,0.0156415,0.0297574,0.00810254,-0.042132,-0.0200413
8.91,0.0117631,0.0289791,0.0113357,-0.0365558,-0.020614
8.92,0.0112921,0.0278649,0.0124341,-0.0331359,-0.0188915
8.93,0.0119383,0.0279301,0.0154081,-0.0293193,-0.0176524
8.94,0.0117234,0.0256569,0.0168081,-0.0250114,-0.0193088
8.95,0.0108236,0.0297376,0.0211763,-0.0260414,-0.0243708
8.96,0.0136783,0.0358453,0.0225788,-0.0294076,-0.0310188
8.97,0.0231052,0.042817,0.0204774,-0.0388101,-0.0381924
8.98,0.0344656,0.0536745,0.0120157,-0.0558168,-0.0385626
8.99,0.0482667,0.070353,-0.0173575,-0.0699145,-0.0320802
9,0.0572409,0.0742775,-0.0248536,-0.0801953,-0.0343336
9.01,0.0451193,0.0839802,-0.0276026,-0.0907339,-0.0333665
9.02,0.0343078,0.106089,-0.0456969,-0.0933948,-0.0298864
9.03,0.0302024,0.103959,-0.0522236,-0.0923231,-0.0317342
9.04,0.0298156,0.100625,-0.0424361,-0.0898604,-0.0334337
9.05,0.0306768,0.0852901,-0.0461598,-0.0887172,-0.0317753
9.06,0.0318573,0.0814693,-0.0477676,-0.0912459,-0.0330916
9.07,0.0297505,0.0705827,-0.0326569,-0.0910589,-0.0326272
9.08,0.0237627,0.0667005,-0.0239621,-0.0900018,-0.0330568
9.09,0.0221561,0.0591091,-0.0242226,-0.0849017,-0.0322955
9.1,0.0207147,0.0571704,-0.0286602,-0.0791762,-0.0310359
9.11,0.0176129,0.0529701,-0.0169116,-0.0840558,-0.031483
9.12,0.0172317,0.0511259,-0.015222,-0.0884678,-0.0293661
9.13,0.0158032,0.0493741,-0.0163859,-0.0868941,-0.0268722
9.14,0.0172389,0.0450885,-0.00888756,-0.0828116,-0.0236592
9.15,0.0160106,0.0473061,-0.01019,-0.0811483,-0.0230168
9.16,0.0173272,0.0467895,-0.00941496,-0.0854494,-0.0232432
9.17,0.0145345,0.0508605,-0.00835749,-0.0883892,-0.0216071
9.18,0.0129298,0.0542724,-0.0099008,-0.0912603,-0.0192978
9.19,0.0104001,0.0555731,-0.010606,-0.0915241,-0.0160189
9.2,0.00915638,0.0555633,-0.0121104,-0.0936923,-0.0122438
9.21,0.0066041,0.0543738,-0.010651,-0.0941695,-0.00747322
9.22,0.00276547,0.0554298,-0.0135355,-0.0931199,-0.00365648
9.23,-5.53267e-05,0.055767,-0.0178706,-0.0921153,0.000350267
9.24,-0.00360831,0.0551619,-0.0224088,-0.0899358,0.00445337
9.25,-0.00688427,0.0536891,-0.0195753,-0.0855624,0.00837575
9.26,-0.0105733,0.0547736,-0.023242,-0.0841032,0.0114996
9.27,-0.0128258,0.0556313,-0.0172496,-0.0828017,0.0125025
9.28,-0.0150804,0.0607112,-0.0199989,-0.0812151,0.0164318
9.29,-0.0165713,0.0660455,-0.01153,-0.0806292,0.0186461
9.3,-0.0156368,0.0668172,-0.00294497,-0.0804901,0.0138583
9.31,-0.0126275,0.0674357,-0.00437458,-0.0731268,0.0097902
9.32,-0.00410334,0.0710573,-0.000531049,-0.0701146,0.00687454
9.33,-0.00325004,0.0648708,0.000571173,-0.0621328,-0.00640365
9.34,0.00458583,0.0616471,0.00401757,-0.0570175,-0.0297372
9.35,0.0113169,0.044873,0.00110705,-0.04008,-0.050566
9.36,0.0273894,0.0480934,0.0111177,-0.058346,-0.0588701
9.37,0.0295938,0.0378034,0.00417093,-0.0419304,-0.0557523
9.38,0.0429177,0.0298287,0.00579559,-0.0447533,-0.0512994
9.39,0.0478894,0.0191305,0.00624672,-0.0305929,-0.055309
9.4,0.0440641,0.0198097,0.00684707,-0.028468,-0.0482237
9.41,0.0386318,0.0197964,0.00830404,-0.0295331,-0.0489284
9.42,0.0320353,0.0176438,0.0083733,-0.0257954,-0.0438162
9.43,0.0219971,0.017096,0.0189466,-0.02442,-0.0367148
9.44,0.0174522,0.0204391,0.0220462,-0.0315217,-0.0271906
9.45,0.0142242,0.0253949,0.0187122,-0.023734,-0.0219332
9.46,0.0145358,0.0320984,0.0184813,-0.0184422,-0.0161095
9.47,0.0161051,0.0358344,0.0188426,-0.0128592,-0.00977149
9.48,0.0184329,0.0394577,0.021648,-0.0108397,-0.0108228
9.49,0.0193904,0.0404246,0.024439,-0.00658722,-0.00934392
9.5,0.020546,0.0443527,0.0284591,-0.00718839,-0.0100925
9.51,0.0206632,0.0472552,0.0334701,-0.00577629,-0.00873149
9.52,0.0212569,0.0468256,0.0326768,-0.00577111,-0.00788876
9.53,0.0223097,0.0475867,0.0369243,-0.00617498,-0.00731033
9.54,0.0219606,0.0458772,0.0324712,-0.00519068,-0.00707691
9.55,0.0218194,0.0434308,0.0277056,-0.00304058,-0.00688784
9.56,0.0214731,0.0419968,0.02669,0.00169414,-0.00459091
9.57,0.0192585,0.0407653,0.0208523,0.00623502,-0.00271293
9.58,0.0188163,0.038803,0.0182371,0.0140589,-0.000793319
9.59,0.0172462,0.0364737,0.0137154,0.0182554,-0.000269039
9.6,0.0155772,0.0332807,0.0078631,0.0262383,0.00227667
9.61,0.0151227,0.0287587,0.00111194,0.0345397,0.00503578
9.62,0.0130867,0.0228937,-0.0098598,0.0444393,0.00692568
9.63,0.0108395,0.0205377,-0.021862,0.0530241,0.010121
9.64,0.00835939,0.0228181,-0.024698,0.0560703,0.00999162
9.65,0.00985896,0.0254542,-0.023034,0.0572815,0.00907242
9.66,0.0159261,0.0310823,-0.0258671,0.0593634,0.00700495
9.67,0.0162903,0.0357202,-0.0173536,0.0450327,0.00249223
9.68,0.020726,0.0421324,-0.00923833,0.028505,-0.0103219
9.69,0.0237573,0.0513263,0.0265449,-0.00585044,-0.0195429
9.7,0.0260644,0.0597901,0.0565301,-0.0273456,-0.026448
9.71,0.0197485,0.0835339,0.0835306,-0.0512681,-0.0382714
9.72,0.027237,0.0869352,0.108829,-0.0711509,-0.0372453
9.73,0.0289088,0.100643,0.106582,-0.0610533,-0.0309774
9.74,0.0330548,0.101437,0.0939016,-0.0725131,-0.0383622
9.75,0.0355023,0.113516,0.102226,-0.0778411,-0.0363391
9.76,0.0372807,0.117057,0.104685,-0.071588,-0.035303
9.77,0.0400804,0.115071,0.0874013,-0.0757523,-0.0360374
9.78,0.0449877,0.123875,0.0993324,-0.0733313,-0.0397375
9.79,0.0448625,0.131698,0.0980543,-0.0692443,-0.0311124
9.8,0.0484096,0.135078,0.0989594,-0.0655412,-0.0303145
9.81,0.0496909,0.139508,0.102444,-0.0617576,-0.0297615
9.82,0.050554,0.144437,0.105307,-0.0664627,-0.0281289
9.83,0.0559568,0.153969,0.0971886,-0.0630189,-0.0286914
9.84,0.050835,0.15673,0.0947016,-0.0569135,-0.028811
9.85,0.0512946,0.15622,0.0996424,-0.0589767,-0.0271416
9.86,0.0503454,0.153456,0.101672,-0.0625855,-0.0270729
9.87,0.0472111,0.154138,0.107073,-0.0622877,-0.0282741
9.88,0.0449466,0.152157,0.110532,-0.064719,-0.0274913
9.89,0.0448941,0.148772,0.109571,-0.0719758,-0.0260597
9.9,0.0421507,0.142745,0.107371,-0.0726199,-0.025649
9.91,0.0396583,0.135062,0.111632,-0.0769421,-0.0254658
9.92,0.0352845,0.129006,0.112524,-0.0875221,-0.0257027
9.93,0.0318028,0.125739,0.102329,-0.0952824,-0.0246735
9.94,0.0314183,0.119771,0.0919837,-0.101261,-0.0241446
9.95,0.0317322,0.114536,0.0681527,-0.114577,-0.0238173
9.96,0.033767,0.111607,0.0401378,-0.122513,-0.0242363
9.97,0.0346055,0.109186,0.00901321,-0.128998,-0.0224544
9.98,0.0403607,0.107869,-0.0272601,-0.133936,-0.0225217
9.99,0.0555128,0.108879,-0.0499246,-0.142888,-0.0204449
10,0.06476,0.10507,-0.0689959,-0.150487,-0.0185641
10.01,0.0603546,0.111826,-0.081838,-0.151805,-0.0210994
10.02,0.0449679,0.104783,-0.0934509,-0.145706,-0.0212986
10.03,0.0450528,0.106711,-0.0808546,-0.134887,-0.0196163
10.04,0.0386014,0.0988779,-0.0709441,-0.125157,-0.0201902
10.05,0.031348,0.0731011,-0.0617721,-0.11243,-0.0220066
10.06,0.0288942,0.0526636,-0.0509113,-0.103918,-0.0251831
10.07,0.0221883,0.0435697,-0.0473776,-0.0842795,-0.0208218
10.08,0.02049,0.0377984,-0.0395165,-0.0654104,-0.0201269
10.09,0.0167858,0.0308829,-0.0288763,-0.0459082,-0.0189236
10.1,0.0149446,0.0296129,-0.022863,-0.0312875,-0.0217622
10.11,0.0153781,0.0287528,-0.0168814,-0.0137131,-0.0167142
10.12,0.0162742,0.0295069,-0.0130494,-0.000439439,-0.0116772
10.13,0.0147601,0.0243639,-0.0113031,0.0165825,-0.0122892
10.14,0.0137664,0.0203202,-0.0111523,0.0196449,-0.0115501
10.15,0.0140164,0.0167386,-0.00366149,0.0319678,-0.00438414
10.16,0.0122128,0.0160769,0.00190006,0.0358361,-0.00448396
10.17,0.0117284,0.0122495,0.00500953,0.0370517,0.00138785
10.18,0.0113295,0.00975048,0.00705412,0.0373336,0.00483946
10.19,0.0109531,0.00783875,0.00558064,0.0404575,0.00495948
10.2,0.00871272,0.00612561,0.00612373,0.0457386,0.00721751
10.21,0.00741098,0.00314307,0.00679317,0.0509249,0.00932087
10.22,0.00597147,0.00189108,0.00926385,0.0544801,0.0140026
10.23,0.00460796,0.00118,0.0140561,0.0621213,0.0161647
10.24,0.00222402,0.00163291,0.0186639,0.0708816,0.0173614
10.25,-0.000884194,-0.00161504,0.0274449,0.0812882,0.0209567
10.26,-0.00311058,-0.0048361,0.0313049,0.0917688,0.0268328
10.27,-0.00501077,-0.00484288,0.0335985,0.103422,0.0316563
10.28,-0.00512106,-0.00632854,0.0353638,0.11275,0.0346408
10.29,-0.00771315,-0.00604923,0.0334381,0.118367,0.036024
10.3,-0.00751728,-0.00999269,0.0289544,0.12163,0.0380323
10.31,-0.00278532,-0.00775169,0.0275087,0.127138,0.0384319
10.32,-0.000372413,-0.005438,0.0262906,0.124206,0.0342856
10.33,-0.00503579,-0.00481365,0.0274255,0.120737,0.0311742
10.34,-0.00465199,-0.00381316,0.0302805,0.102904,0.0239793
10.35,-0.00187195,-0.0055509,0.0420384,0.0907028,0.017423
10.36,0.0144379,-0.00914842,0.051105,0.0677705,0.0122283
10.37,0.0180433,-0.00699866,0.0220353,0.0613038,-0.000868882
10.38,0.0192128,-0.00177694,-0.00323412,0.0259325,-0.0127597
10.39,0.028031,0.00159708,-0.0190354,0.00585289,-0.0200356
10.4,0.0312477,-0.0103362,-0.00069464,-0.01198,-0.0272555
10.41,0.0335918,0.00449654,-0.0154832,-0.0348282,-0.025596
10.42,0.0437055,0.00673704,-0.0291576,-0.0623514,-0.0317665
10.43,0.0464024,0.021242,-0.0253144,-0.0756219,-0.0363971
10.44,0.0502347,0.0141783,-0.0222889,-0.0825826,-0.0370287
10.45,0.0462884,0.0213363,-0.0165185,-0.0872221,-0.0456093
10.46,0.0371454,0.0257245,-0.0265304,-0.0985617,-0.0502307
10.47,0.0346235,0.036201,-0.0245502,-0.0864258,-0.0543036
10.48,0.0406381,0.0264743,-0.0281833,-0.0910432,-0.0558467
10.49,0.043442,0.0317439,-0.0229443,-0.0946148,-0.0603542
10.5,0.0433555,0.0303367,-0.0244831,-0.100244,-0.0688545
10.51,0.0445472,0.0427615,-0.021028,-0.104676,-0.0689533
10.52,0.053858,0.0439201,-0.0137454,-0.10931,-0.0760248
10.53,0.0543017,0.047118,-0.0100861,-0.124478,-0.0840617
10.54,0.0565267,0.0573653,-0.0071805,-0.138682,-0.0879651
10.55,0.0606367,0.0721963,0.000472084,-0.153027,-0.0997946
10.56,0.0627639,0.0836977,-0.00192136,-0.157303,-0.0940027
10.57,0.0611632,0.105368,-0.0164345,-0.171524,-0.0852107
10.58,0.061054,0.106868,-0.0381097,-0.166436,-0.0883743
10.59,0.0563305,0.105355,-0.0262451,-0.158658,-0.0855689
10.6,0.0516199,0.107538,-0.0315701,-0.145438,-0.0818363
10.61,0.0485082,0.0948303,-0.0267428,-0.1446,-0.0799725
10.62,0.0475144,0.0933066,-0.014779,-0.131771,-0.080506
10.63,0.0396129,0.0918332,-0.011779,-0.123223,-0.0678649
10.64,0.0407875,0.0868637,0.00334346,-0.123101,-0.0713151
10.65,0.0356886,0.0759746,0.0159528,-0.106777,-0.0642818
10.66,0.0345727,0.0760918,0.0168402,-0.101812,-0.0542379
10.67,0.0303991,0.0693905,0.0174268,-0.0914727,-0.0501619
10.68,0.0270783,0.0668951,0.0195748,-0.0829265,-0.0521867
10.69,0.0233947,0.0603611,0.0211589,-0.0710791,-0.0456027
10.7,0.0226373,0.0549757,0.0213004,-0.0661297,-0.0406476
10.71,0.0213702,0.0546689,0.0224903,-0.0586324,-0.0368285
10.72,0.0172375,0.0489225,0.0203952,-0.057115,-0.0331515
10.73,0.0143869,0.0408625,0.0187193,-0.0491943,-0.0294311
10.74,0.0123444,0.0385073,0.0176576,-0.0409134,-0.0237136
10.75,0.0115408,0.0386615,0.0122455,-0.0361316,-0.0193533
10.76,0.0114686,0.0405929,0.00956736,-0.0338506,-0.0155859
10.77,0.0101536,0.041927,0.0087584,-0.0357304,-0.0100772
10.78,0.0073169,0.0453171,0.00847678,-0.0342576,-0.00420324
10.79,0.00470351,0.0477717,0.00897763,-0.0322583,0.00140834
10.8,0.000870937,0.051048,0.0090503,-0.0291553,0.00753371
10.81,-0.00220829,0.0531879,0.00900634,-0.0267186,0.0131587
10.82,-0.00371379,0.0549896,0.00886731,-0.0231834,0.019122
10.83,-0.00727606,0.0576464,0.00603532,-0.0224255,0.0237321
10.84,-0.00982553,0.0593342,0.00633407,-0.0199721,0.026867
10.85,-0.0111522,0.0617759,0.00475276,-0.0189629,0.0284185
10.86,-0.00926697,0.063449,0.00610985,-0.021642,0.0230824
10.87,-0.0122523,0.0641511,0.00573502,-0.0239613,0.014389
10.88,-0.00754356,0.0653144,0.00585969,-0.023386,0.0124315
10.89,0.000188503,0.0645292,0.0096806,-0.0242218,0.0104016
10.9,0.00816469,0.063,0.00954567,-0.0226356,-0.000245685
10.91,0.0116884,0.0628554,0.0068106,-0.0288593,-0.0105983
10.92,0.0102429,0.0504935,0.00448871,-0.020237,-0.0243592
10.93,0.0214297,0.0429495,0.00389623,-0.0115768,-0.0329611
10.94,0.0230602,0.0221217,0.00570013,-0.0161755,-0.0399132
10.95,0.0278261,0.0201888,0.00488305,-0.0230243,-0.0495436
10.96,0.0348255,-0.000559638,0.0135378,-0.0344146,-0.0587375
10.97,0.0303939,-0.00583574,-1.46317e-05,-0.0314324,-0.0540072
10.98,0.0352144,0.0140023,0.00714952,-0.0509323,-0.0583111
10.99,0.0293097,0.00273081,-0.000300962,-0.0467427,-0.044633
11,0.0269996,-0.0168827,-0.00260207,-0.0445855,-0.0405893
11.01,0.0165049,-0.016463,-0.00224405,-0.0411774,-0.0353313
