Date [s],Average:Temperature (Study 01 - Particles) [K],Max:Particle Z-Coordinate (Study 01 - Particles) [m],Min:Absolute Translational Velocity (Study 01 - Particles) [m/s]
0.041,607.337,0.00407118,0.0229125
0.0411,607.382,0.00406889,0.0229125
0.0412,607.428,0.0040666,0.0229125
0.0413,607.473,0.00406431,0.0229125
0.0414,607.518,0.00406202,0.0229125
0.0415,607.563,0.00405973,0.0229125
0.0416,607.607,0.00405743,0.0229125
0.0417,607.651,0.00405514,0.0229125
0.0418,607.695,0.00405285,0.0229125
0.0419,607.738,0.00405056,0.0229125
0.042,607.781,0.00404827,0.0229125
0.0421,607.824,0.00404598,0.0229125
0.0422,607.867,0.00404369,0.0229125
0.0423,607.91,0.00404139,0.0229125
0.0424,607.952,0.0040391,0.0229125
0.0425,607.994,0.00403681,0.0229125
0.0426,608.035,0.00403452,0.0229125
0.0427,608.076,0.00403223,0.0229125
0.0428,608.118,0.00402994,0.0229125
0.0429,608.158,0.00402765,0.0229125
0.043,608.199,0.00402536,0.0229125
0.0431,608.239,0.00402307,0.0229125
0.0432,608.279,0.00402077,0.0229125
0.0433,608.319,0.00401848,0.0229125
0.0434,608.359,0.00401619,0.0229124
0.0435,608.398,0.0040139,0.0229124
0.0436,608.437,0.00401161,0.0229124
0.0437,608.476,0.00400932,0.0229124
0.0438,608.514,0.00400703,0.0229124
0.0439,608.553,0.00400474,0.0229124
0.044,608.591,0.00400244,0.0229124
0.0441,608.628,0.00400015,0.0229124
0.0442,608.666,0.00399786,0.0229124
0.0443,608.703,0.00399557,0.0229124
0.0444,608.74,0.00399328,0.0229124
0.0445,608.777,0.00399099,0.0229123
0.0446,608.814,0.0039887,0.0229123
0.0447,608.85,0.00398641,0.0229123
0.0448,608.886,0.00398411,0.0229123
0.0449,608.922,0.00398182,0.0229122
0.045,608.958,0.00397953,0.0229122
0.0451,608.993,0.00397724,0.0229122
0.0452,609.029,0.00397495,0.0229122
0.0453,609.064,0.00397266,0.0229121
0.0454,609.099,0.00397037,0.0229121
0.0455,609.133,0.00396808,0.0229121
0.0456,609.168,0.00396579,0.0229121
0.0457,609.202,0.00396349,0.0229121
0.0458,609.236,0.0039612,0.022912
0.0459,609.269,0.00395891,0.022912
0.046,609.303,0.00395662,0.022912
0.0461,609.336,0.00395433,0.022912
0.0462,609.369,0.00395204,0.022912
0.0463,609.402,0.00394975,0.022912
0.0464,609.435,0.00394745,0.0229119
0.0465,609.467,0.00394516,0.0229119
0.0466,609.499,0.00394287,0.0229119
0.0467,609.532,0.00394058,0.0229119
0.0468,609.563,0.00393829,0.0229119
0.0469,609.595,0.003936,0.0229119
0.047,609.626,0.00393371,0.0229119
0.0471,609.658,0.00393142,0.0229119
0.0472,609.689,0.00392913,0.0229118
0.0473,609.72,0.00392683,0.0229118
0.0474,609.75,0.00392454,0.0229118
0.0475,609.781,0.00392225,0.0229118
0.0476,609.811,0.00391996,0.0229118
0.0477,609.841,0.00391767,0.0229118
0.0478,609.871,0.00391538,0.0229118
0.0479,609.901,0.00391309,0.0229118
0.048,609.93,0.0039108,0.0229118
0.0481,609.959,0.0039085,0.0229118
0.0482,609.989,0.00390621,0.0229117
0.0483,610.018,0.00390392,0.0229117
0.0484,610.046,0.00390163,0.0229117
0.0485,610.075,0.00389934,0.0229117
0.0486,610.103,0.00389705,0.0229117
0.0487,610.132,0.00389476,0.0229117
0.0488,610.16,0.00389247,0.0229117
0.0489,610.187,0.00389018,0.0229117
0.049,610.215,0.00388788,0.0229117
0.0491,610.243,0.00388559,0.0229117
0.0492,610.27,0.0038833,0.0229117
0.0493,610.297,0.00388101,0.0229117
0.0494,610.324,0.00387872,0.0229117
0.0495,610.351,0.00387643,0.0229117
0.0496,610.378,0.00387414,0.0229116
0.0497,610.404,0.00387185,0.0229116
0.0498,610.43,0.00386956,0.0229116
0.0499,610.457,0.00386726,0.0229116
0.05,610.483,0.00386497,0.0229116
0.0501,610.508,0.00386268,0.0229116
0.0502,610.534,0.00386039,0.0229116
0.0503,610.56,0.0038581,0.0229116
0.0504,610.585,0.00385581,0.0229116
0.0505,610.61,0.00385352,0.0229116
0.0506,610.635,0.00385123,0.0229116
0.0507,610.66,0.00384893,0.0229116
0.0508,610.685,0.00384664,0.0229116
0.0509,610.709,0.00384435,0.0229116
0.051,610.734,0.00384206,0.0229116
0.0511,610.758,0.00383977,0.0229116
0.0512,610.782,0.00383748,0.0229116
0.0513,610.806,0.00383519,0.0229116
0.0514,610.83,0.0038329,0.0229116
0.0515,610.853,0.00383061,0.0229116
0.0516,610.877,0.00382831,0.0229116
0.0517,610.9,0.00382602,0.0229116
0.0518,610.923,0.00382373,0.0229116
0.0519,610.946,0.00382144,0.0229116
0.052,610.969,0.00381915,0.0229116
0.0521,610.992,0.00381686,0.0229116
0.0522,611.014,0.00381457,0.0229115
0.0523,611.037,0.00381228,0.0229115
0.0524,611.059,0.00380999,0.0229115
0.0525,611.081,0.00380769,0.0229115
0.0526,611.103,0.0038054,0.0229115
0.0527,611.125,0.00380311,0.0229115
0.0528,611.147,0.00380082,0.0229115
0.0529,611.169,0.00379853,0.0229115
0.053,611.19,0.00379624,0.0229115
0.0531,611.211,0.00379395,0.0229115
0.0532,611.233,0.00379166,0.0229115
0.0533,611.254,0.00378936,0.0229115
0.0534,611.275,0.00378707,0.0229115
0.0535,611.295,0.00378478,0.0229115
0.0536,611.316,0.00378249,0.0229115
0.0537,611.337,0.0037802,0.0229115
0.0538,611.357,0.00377791,0.0229115
0.0539,611.377,0.00377562,0.0229115
0.054,611.397,0.00377333,0.0229115
0.0541,611.417,0.00377104,0.0229115
0.0542,611.437,0.00376874,0.0229115
0.0543,611.457,0.00376645,0.0229115
0.0544,611.477,0.00376416,0.0229115
0.0545,611.496,0.00376187,0.0229115
0.0546,611.516,0.00375958,0.0229115
0.0547,611.535,0.00375729,0.0229115
0.0548,611.554,0.003755,0.0229115
0.0549,611.573,0.00375271,0.0229115
0.055,611.592,0.00375042,0.0229115
0.0551,611.611,0.00374812,0.0229115
0.0552,611.63,0.00374583,0.0229115
0.0553,611.648,0.00374354,0.0229115
0.0554,611.667,0.00374125,0.0229115
0.0555,611.685,0.00373896,0.0229115
0.0556,611.703,0.00373667,0.0229115
0.0557,611.721,0.00373438,0.0229116
0.0558,611.739,0.00373209,0.0229116
0.0559,611.757,0.0037298,0.0229116
0.056,611.775,0.0037275,0.0229116
0.0561,611.792,0.00372521,0.0229116
0.0562,611.81,0.00372292,0.0229116
0.0563,611.827,0.00372063,0.0229116
0.0564,611.845,0.00371834,0.0229116
0.0565,611.862,0.00371605,0.0229116
0.0566,611.879,0.00371376,0.0229116
0.0567,611.896,0.00371147,0.0229116
0.0568,611.913,0.00370917,0.0229116
0.0569,611.929,0.00370688,0.0229116
0.057,611.946,0.00370459,0.0229116
0.0571,611.963,0.0037023,0.0229116
0.0572,611.979,0.00370001,0.0229116
0.0573,611.995,0.00369772,0.0229116
0.0574,612.012,0.00369543,0.0229116
0.0575,612.028,0.00369314,0.0229117
0.0576,612.044,0.00369085,0.0229117
0.0577,612.06,0.00368855,0.0229117
0.0578,612.076,0.00368626,0.0229117
0.0579,612.091,0.00368397,0.0229117
0.058,612.107,0.00368168,0.0229117
0.0581,612.122,0.00367939,0.0229117
0.0582,612.138,0.0036771,0.0229117
0.0583,612.153,0.00367481,0.0229117
0.0584,612.168,0.00367252,0.0229117
0.0585,612.184,0.00367023,0.0229117
0.0586,612.199,0.00366793,0.0229117
0.0587,612.214,0.00366564,0.0229117
0.0588,612.228,0.00366335,0.0229117
0.0589,612.243,0.00366106,0.0229117
0.059,612.258,0.00365877,0.0229117
0.0591,612.272,0.00365648,0.0229117
0.0592,612.287,0.00365419,0.0229117
0.0593,612.301,0.0036519,0.0229117
0.0594,612.316,0.0036496,0.0229117
0.0595,612.33,0.00364731,0.0229117
0.0596,612.344,0.00364502,0.0229117
0.0597,612.358,0.00364273,0.0229117
0.0598,612.372,0.00364044,0.0229117
0.0599,612.386,0.00363815,0.0229117
0.06,612.399,0.00363586,0.0229117
0.0601,612.413,0.00363357,0.0229117
0.0602,612.427,0.00363127,0.0229117
0.0603,612.44,0.00362898,0.0229117
0.0604,612.454,0.00362669,0.0229117
0.0605,612.467,0.0036244,0.0229117
0.0606,612.48,0.00362211,0.0229117
0.0607,612.493,0.00361982,0.0229117
0.0608,612.506,0.00361753,0.0229117
0.0609,612.519,0.00361524,0.0229117
0.061,612.532,0.00361294,0.0229117
